Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Funding Status,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Zhuge.com,https://www.crunchbase.com/funding_round/beijing-zhugefangfang-information-technology-zhuge-com-seed--a74ea8dc,Zhuge.com,https://www.crunchbase.com/organization/beijing-zhugefangfang-information-technology-zhuge-com,Seed,30000000,CNY,4497843,2016-10-01,Seed,,,,Yes,Zhuge.com is a Chinese property search engine company that provides users with real estate information search services in their cities.,"Artificial Intelligence (AI), Property Insurance, Property Management, Real Estate, Search Engine",,"Beijing, Beijing, China, Asia",http://bj.zhuge.com,,340000000,CNY,50054846,5,Late Stage Venture,Fosun RZ Capital,Fosun RZ Capital,,1,"461,106"
Series A - Coralogix,https://www.crunchbase.com/funding_round/coralogix-series-a--b28c36b9,Coralogix,https://www.crunchbase.com/organization/coralogix,Series A,2750000,USD,2750000,2016-11-01,Early Stage Venture,,,,Yes,Coralogix is a SaaS platform that uses machine learning algorithms to facilitate delivery and maintenance processes for software providers.,"Analytics, Artificial Intelligence (AI), Machine Learning, SaaS",,"Ramat Gan, Tel Aviv, Israel, Asia",http://www.coralogix.com,,235750000,USD,235750000,10,Late Stage Venture,StageOne Ventures,"Joule Ventures, Moshe Lichtman, StageOne Ventures",1,3,"131,537"
Series A - GenView,https://www.crunchbase.com/funding_round/genview-sa-series-a--0461f567,GenView,https://www.crunchbase.com/organization/genview-sa,Series A,2200000,CHF,2248728,2016-06-03,Early Stage Venture,,,,Yes,GenView is a Swiss IT Software company.,"Information Technology, Intelligent Systems, Software",,"Lausanne, Vaud, Switzerland, Europe",http://genview3d.com,$1M to $10M,2200000,CHF,2248728,1,Early Stage Venture,,,,,"131,906"
Seed Round - Blyncsy,https://www.crunchbase.com/funding_round/blyncsy-seed--d341e399,Blyncsy,https://www.crunchbase.com/organization/blyncsy,Seed,2500000,USD,2500000,2016-01-20,Seed,,,,Yes,Blyncsy uses AI and machine learning to deliver intelligence to improve the safety and efficiency of our traffic and transportation network.,"Artificial Intelligence (AI), Computer Vision, Infrastructure, Machine Learning, Real Time, Software",,"Salt Lake City, Utah, United States, North America",http://www.blyncsy.com/,$1M to $10M,3030052,USD,3030052,6,M&A,"Pelion Venture Partners, Peterson Ventures","EPIC Ventures, Oakhouse Partners, Pelion Venture Partners, Peterson Ventures, Service Provider Capital",1,5,"532,949"
Series A - HJIMI,https://www.crunchbase.com/funding_round/hjimi-series-a--0712334e,HJIMI,https://www.crunchbase.com/organization/hjimi,Series A,200000000,CNY,30399868,2016-06-01,Early Stage Venture,,,,Yes,"HJIMI specializes in 3D computer vision, intelligent human-machine interaction, and 3D AR and MR technology.","Artificial Intelligence (AI), Machine Learning, Sensor, Virtual Reality",,"Haidian, Beijing, China, Asia",http://www.hjimi.com,,740000000,CNY,115484845,3,Early Stage Venture,Beijing Taisheng,Beijing Taisheng,,1,"512,399"
Venture Round - Unsilo,https://www.crunchbase.com/funding_round/unsilo-series-unknown--5481639e,Unsilo,https://www.crunchbase.com/organization/unsilo,Venture - Series Unknown,2100000,USD,2100000,2016-11-18,,,,,Yes,UNSILO is an online service offering tools that help researchers and IP professionals search patents and academic papers.,"Analytics, Education, Information Technology, Internet, Natural Language Processing, Search Engine, Software",,"Aarhus, Midtjylland, Denmark, Europe",https://unsilo.ai/,$1M to $10M,3100000,USD,3100000,3,M&A,Infosys,Infosys,1,1,"165,945"
Series A - PARATERA,https://www.crunchbase.com/funding_round/paratera-series-a--84282622,PARATERA,https://www.crunchbase.com/organization/paratera,Series A,15000000,CNY,2301265,2016-02-16,Early Stage Venture,,,,Yes,PARATERA is a software service company for the artificial intelligence industry in China.,"Artificial Intelligence (AI), Cloud Computing, Information Technology, Software",,"Haidian, Beijing, China, Asia",https://www.paratera.com/,,157000000,CNY,24005563,6,IPO,Xingjian Investment Development Center,Xingjian Investment Development Center,,1,"311,136"
Venture Round - Kernel,https://www.crunchbase.com/funding_round/kernel-co-series-unknown--0e89c0ed,Kernel,https://www.crunchbase.com/organization/kernel-co,Venture - Series Unknown,100000000,USD,100000000,2016-10-20,,,,,Yes,Kernel is a neuroscience company that specializes in developing brain-recording technologies.,"Intelligent Systems, Life Science, Neuroscience",,"Los Angeles, California, United States, North America",https://www.kernel.com/,$10M to $50M,158246256,USD,158246256,3,,Bryan Johnson,Bryan Johnson,,1,"167,203"
Series A - Emailage,https://www.crunchbase.com/funding_round/emailage-series-a--55960f2a,Emailage,https://www.crunchbase.com/organization/emailage,Series A,5674970,USD,5674970,2016-04-13,Early Stage Venture,,,,Yes,Emailage is a developer of fraud prevention and identity verification technology used to make transactions easier and secure.,"Air Transportation, Artificial Intelligence (AI), FinTech, Fraud Detection, Machine Learning, Real Time, Software",,"Chandler, Arizona, United States, North America",http://www.emailage.com,$1M to $10M,15674970,USD,15674970,2,M&A,Felicis,"Block, Inc., Bonfire Ventures, Chung-Man Tam, Double M Partners, Farzad Nazem, Felicis, Mucker Capital, Qualcomm Ventures, SoftBank, Wipro, Wipro Ventures",5,11,"276,272"
Venture Round - Mihup Communications,https://www.crunchbase.com/funding_round/mihup-communications-series-unknown--2655dce7,Mihup Communications,https://www.crunchbase.com/organization/mihup-communications,Venture - Series Unknown,450000000,INR,6703928,2016-08-30,,,,,Yes,Intelligence-based personal mobile assistant app,"Android, Artificial Intelligence (AI), Information Technology, Machine Learning, Software, Speech Recognition",,"Kolkata, West Bengal, India, Asia",http://www.mihup.com/,$10M to $50M,10000752,USD,10000752,3,Early Stage Venture,Accel,Accel,1,1,"195,319"
Series A - Carro,https://www.crunchbase.com/funding_round/carro-series-a--cef267dc,Carro,https://www.crunchbase.com/organization/carro,Series A,5300000,USD,5300000,2016-06-13,Early Stage Venture,,,,Yes,"Carro is an online used car marketplace that provides services for purchasing vehicles, including financing options and insurance.","Artificial Intelligence (AI), Automotive, E-Commerce Platforms, Marketplace",,"Singapore, Central Region, Singapore, Asia",http://carro.sg,$100M to $500M,760558453,USD,760558453,13,,Venturra,"Alpha JWC Ventures, Battery Road Digital Holdings, Coffee Ventures, GMO VenturePartners, Golden Gate Ventures, Quest Ventures, Singtel Innov8, Skystar Capital, Venturra",1,9,"270,123"
Seed Round - D-Aim,https://www.crunchbase.com/funding_round/d-aim-seed--dd647ae9,D-Aim,https://www.crunchbase.com/organization/d-aim,Seed,1500000,EUR,1628733,2016-01-01,Seed,,,,Yes,D-Aim is an artificial intelligence marketing data analysis platform.,"Analytics, Artificial Intelligence (AI), Marketing",,"Malakoff, Ile-de-France, France, Europe",https://d-aim.com/,,13500000,EUR,14824898,3,M&A,,Arkea Capital Investissement,,1,"270,642"
Seed Round - Smooch Technologies,https://www.crunchbase.com/funding_round/smooch-seed--09d251fe,Smooch Technologies,https://www.crunchbase.com/organization/smooch,Seed,10000000,CAD,7597329,2016-08-08,Seed,,,,Yes,"Smooch is the best way to have personal, rich conversational commerce experiences with your customers in your app or website","Apps, Artificial Intelligence (AI), Customer Service",,"Montreal, Quebec, Canada, North America",https://smooch.io,$1M to $10M,10000000,CAD,7597329,1,M&A,Inovia Capital,"Inovia Capital, Real Ventures, TA Associates",1,3,"463,637"
Series B - NeuroVision Imaging,https://www.crunchbase.com/funding_round/neurovision-imaging-series-b--8bf49db3,NeuroVision Imaging,https://www.crunchbase.com/organization/neurovision-imaging,Series B,10000000,USD,10000000,2016-06-29,Early Stage Venture,,,,Yes,NeuroVision Imaging is a developer of digital imaging and diagnostic solutions for Alzheimer's disease.,"Biotechnology, Health Care, Health Diagnostics, Machine Learning, Neuroscience","Black Founded, Women Founded","Sacramento, California, United States, North America",http://neurovision.com,Less than $1M,21200000,USD,21200000,5,Late Stage Venture,Wildcat Capital Management,"Leonard A. Potter, Wildcat Capital Management",1,2,"483,399"
Series C - Trax,https://www.crunchbase.com/funding_round/traxretail-series-c--2180869e,Trax,https://www.crunchbase.com/organization/traxretail,Series C,40000000,USD,40000000,2016-06-08,Late Stage Venture,180000000,USD,180000000,Yes,"Trax provides in-store execution tools, market measurement services, and data science solutions for retail.","Analytics, Artificial Intelligence (AI), Computer Vision, E-Commerce, Image Recognition, Retail Technology",,"Singapore, Central Region, Singapore, Asia",http://traxretail.com,$50M to $100M,1077300000,USD,1077300000,13,,Broad Peak Investment,Broad Peak Investment,,1,"271,473"
Series B - Cogito,https://www.crunchbase.com/funding_round/cogito-corp-series-b--97450606,Cogito,https://www.crunchbase.com/organization/cogito-corp,Series B,15000000,USD,15000000,2016-11-18,Early Stage Venture,,,,Yes,Cogito enhances the emotional intelligence of phone professionals by applying behavioral science through artificial intelligence.,"Artificial Intelligence (AI), CRM, Customer Service, Machine Learning, Sales Automation",,"Boston, Massachusetts, United States, North America",http://www.cogitocorp.com,$1M to $10M,155722375,USD,155722375,12,,OpenView,"OpenView, Romulus Capital, Salesforce Ventures, Sidecar Angels",1,4,"484,842"
Angel Round - Machina,https://www.crunchbase.com/funding_round/quantescent-2-angel--1099b9f1,Machina,https://www.crunchbase.com/organization/quantescent-2,Angel,1800000,USD,1800000,2016-10-01,Seed,,,,Yes,Bringing machine learning and quant to anyone with financial insight.,"Financial Services, FinTech, Machine Learning",,"San Francisco, California, United States, North America",https://machi.na,Less than $1M,5000000,USD,5000000,2,Seed,,,,,"485,074"
Seed Round - Nautilus Labs,https://www.crunchbase.com/funding_round/nautilus-labs-seed--50ac67fe,Nautilus Labs,https://www.crunchbase.com/organization/nautilus-labs,Seed,2000000,USD,2000000,2016-12-23,Seed,,,,Yes,Nautilus Labs is a technology company that offers decarbonization of the ocean supply chain.,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, Marine Transportation, Shipping, Software",,"New York, New York, United States, North America",http://www.nautiluslabs.com,$1M to $10M,58020000,USD,58020000,10,M&A,Root Ventures,"Bre Pettis, Homebrew, Hunter Walk, Kyle Vogt, Lee Linden, Marina Hadjipateras, Root Ventures, Sam Altman, Satya Patel",,9,"485,178"
Funding Round - Qylur Intelligent Systems,https://www.crunchbase.com/funding_round/qylur-intelligent-systems-undisclosed--142c85b5,Qylur Intelligent Systems,https://www.crunchbase.com/organization/qylur-intelligent-systems,Funding Round,15300000,USD,15300000,2016-08-17,,,,,Yes,Qylur is an intelligent systems company using its IIoT and AI platforms to transform entry security and guest experience for public venues.,"Artificial Intelligence (AI), Intelligent Systems, Machine Learning, Security, Software","Women Founded, Women Led","Sunnyvale, California, United States, North America",http://qylur.com,Less than $1M,44520000,USD,44520000,4,,,,,,"485,237"
Convertible Note - QOMPLX,https://www.crunchbase.com/funding_round/fractal-industries-inc-convertible-note--aa27dd24,QOMPLX,https://www.crunchbase.com/organization/fractal-industries-inc,Convertible Note,3626870,USD,3626870,2016-08-02,,,,,No,QOMPLX applies artificial intelligence to solve complex and real-world problems at scale.,"Artificial Intelligence (AI), Machine Learning, Software",,"Reston, Virginia, United States, North America",https://www.qomplx.com,Less than $1M,107043825,USD,107043825,4,Early Stage Venture,,AAF Management Ltd.,,1,"481,620"
Seed Round - Elemental Machines,https://www.crunchbase.com/funding_round/elemental-machines-seed--244691ab,Elemental Machines,https://www.crunchbase.com/organization/elemental-machines,Seed,2500000,USD,2500000,2016-02-03,Seed,,,,Yes,"Elemental Machines delivers data-driven insights that improves R&D, laboratory operations, and manufacturing outcomes.","Artificial Intelligence (AI), Biotechnology, Internet of Things, Machine Learning",,"Cambridge, Massachusetts, United States, North America",https://elementalmachines.com,$1M to $10M,59930000,USD,59930000,10,Early Stage Venture,,"2M Companies, Founders Fund, ProFounder, Project 11 Ventures, Rock Health Capital, SparkLabs Accelerator, TA Ventures, TenOneTen Ventures",,8,"578,771"
Post-IPO Equity - Athena Eye,https://www.crunchbase.com/funding_round/athena-eye-post-ipo-equity--2fae1a85,Athena Eye,https://www.crunchbase.com/organization/athena-eye,Post-IPO Equity,24000000,CNY,3613142,2016-06-27,,,,,Yes,Athena Eye is an artificial intelligence platform that offers face recognition and finger vein recognition.,"Artificial Intelligence (AI), Biometrics, Security",,"Xiangtan, Hunan, China, Asia",http://www.a-eye.cn,$1M to $10M,132000000,CNY,20468211,4,IPO,,"Hefei Wiz Imp. & Exp. Co., Ltd",,1,"578,819"
Seed Round - Stride Software,https://www.crunchbase.com/funding_round/stride-software-seed--76143ef3,Stride Software,https://www.crunchbase.com/organization/stride-software,Seed,2700000,USD,2700000,2016-07-15,Seed,,,,Yes,Stride Software translates customer insights into personalized and inspiring interactions.,"Cloud Data Services, CRM, Enterprise Software, Intelligent Systems, SaaS, Software",Women Founded,"Mountain View, California, United States, North America",https://www.getstride.com,Less than $1M,10700000,USD,10700000,2,Early Stage Venture,,Sutter Hill Ventures,,1,"482,432"
Seed Round - Browsi,https://www.crunchbase.com/funding_round/browsi-seed--bf609bf7,Browsi,https://www.crunchbase.com/organization/browsi,Seed,3000000,USD,3000000,2016-01-01,Seed,,,,Yes,Browsi helps publishers meet any advertiser's expectations by putting AI behind their ad inventory.,"A/B Testing, Advertising Platforms, Artificial Intelligence (AI), Digital Media, Publishing",,"Tel Aviv, Tel Aviv, Israel, Asia",http://gobrowsi.com,$1M to $10M,4000000,USD,4000000,2,Seed,,"Avantis Team, Pitango VC",,2,"579,214"
Seed Round - Simility,https://www.crunchbase.com/funding_round/simility-seed--5b7b55a5,Simility,https://www.crunchbase.com/organization/simility,Seed,1500000,USD,1500000,2016-06-01,Seed,,,,Yes,"Simility helps companies prevent fraud in real-time with machine learning, big data analytics, and data visualization capabilities.","Analytics, Artificial Intelligence (AI), Fraud Detection, Machine Learning, Real Time",,"Palo Alto, California, United States, North America",http://simility.com,$1M to $10M,24700000,USD,24700000,4,M&A,The Valley Fund,The Valley Fund,1,1,"236,743"
Seed Round - Nightingale Security,https://www.crunchbase.com/funding_round/nightingale-security-seed--377f7f97,Nightingale Security,https://www.crunchbase.com/organization/nightingale-security,Seed,3000000,USD,3000000,2016-11-10,Seed,,,,Yes,Nightingale Security is a autonomous drone solution in aerial robotic security.,"Drone Management, Intelligent Systems, IT Infrastructure, Network Security, Robotics, Security",,"San Francisco, California, United States, North America",http://www.nightingalesecurity.com/,$10M to $50M,24800796,USD,24800796,7,Private Equity,Impact Venture Capital,"Bossanova Investimentos, Drone.VC, Impact Venture Capital, Justin Waldron",,4,"279,306"
Series A - ThreatBook,https://www.crunchbase.com/funding_round/threatbook-series-a--0f2d7727,ThreatBook,https://www.crunchbase.com/organization/threatbook,Series A,35000000,CNY,5319977,2016-06-01,Early Stage Venture,,,,Yes,ThreatBook is China’s first security threat intelligence company.,"Business Intelligence, Cyber Security, Machine Learning, Network Security, SaaS, Security",,"Beijing, Beijing, China, Asia",https://www.threatbook.cn/,$1M to $10M,1365000000,CNY,207540728,8,Late Stage Venture,CrestValue,"China Soft Capital, CrestValue, Northern Light Venture Capital",,3,"279,636"
Venture Round - Faraday,https://www.crunchbase.com/funding_round/faraday-series-unknown--dd0fe28a,Faraday,https://www.crunchbase.com/organization/faraday,Venture - Series Unknown,2482179,USD,2482179,2016-05-20,,,,,Yes,Faraday helps brands get closer to their customers by optimizing every engagement with AI-driven predictions.,"Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Marketing Automation, SaaS, Software",,"Burlington, Vermont, United States, North America",https://faraday.ai/,$10M to $50M,11387179,USD,11387179,8,Early Stage Venture,,,,,"439,055"
Seed Round - NALEJ /knowledge [nal-ej]/ Corporation,https://www.crunchbase.com/funding_round/nalej-seed--078d7c62,NALEJ /knowledge [nal-ej]/ Corporation,https://www.crunchbase.com/organization/nalej,Seed,3000000,USD,3000000,2016-12-01,Seed,,,,Yes,NALEJ is a software company that develops and operates a mosaic OS and platform.,"Aerospace, Cloud Computing, Cloud Data Services, Embedded Systems, Information Technology, Intelligent Systems, Logistics, Software",,"New York, New York, United States, North America",http://www.nalej.com,$1M to $10M,5500000,USD,5500000,2,Seed,SineWave Ventures,"boldstart ventures, DCVC, SineWave Ventures",,3,"237,743"
Series A - IKO System,https://www.crunchbase.com/funding_round/iko-series-a--ebdf223d,IKO System,https://www.crunchbase.com/organization/iko,Series A,2500000,EUR,2757209,2016-02-22,Early Stage Venture,,,,Yes,IKO System is an outbound prospecting & email engagement platform for B2B sales & marketing professionals.,"Email, Lead Generation, Predictive Analytics, Sales Automation, Software",,"Paris, Ile-de-France, France, Europe",http://www.iko-system.com,$1M to $10M,3457209,USD,3457209,2,M&A,Naxicap Partners,"3T Capital, Bpifrance, Naxicap Partners",,3,"439,870"
Venture Round - Opanga Networks,https://www.crunchbase.com/funding_round/opanga-networks-series-unknown--fb2ca5ab,Opanga Networks,https://www.crunchbase.com/organization/opanga-networks,Venture - Series Unknown,1465517,USD,1465517,2016-07-25,,,,,Yes,Opanga Networks specializes in delivering machine learning-powered network modernization.,"Apps, Information Technology, Machine Learning, Telecommunications",,"Seattle, Washington, United States, North America",http://opanga.com,$1M to $10M,27109138,USD,27109138,11,,,,,,"238,518"
Series A - Panoply,https://www.crunchbase.com/funding_round/panoply-io-series-a--dcf3c21f,Panoply,https://www.crunchbase.com/organization/panoply-io,Series A,7000000,USD,7000000,2016-08-03,Early Stage Venture,,,,Yes,"Panoply is a cloud data warehouse and ELT platform that allows users to sync, store, and access all their business data.","Artificial Intelligence (AI), Big Data, Cloud Data Services, Data Management, Machine Learning, SaaS, Software",,"Tel Aviv, Tel Aviv, Israel, Asia",http://panoply.io/,$1M to $10M,24300000,USD,24300000,4,M&A,Intel Capital,"Blumberg Capital, Intel Capital",,2,"281,879"
Seed Round - CarePredict,https://www.crunchbase.com/funding_round/carepredict-seed--761d618e,CarePredict,https://www.crunchbase.com/organization/carepredict,Seed,2490000,USD,2490000,2016-07-12,Seed,,,,Yes,CarePredict develops an AI-driven digital health platform for senior care.,"Artificial Intelligence (AI), Elder Care, Fitness, Health Care","South Asian Founded, South Asian Led","Plantation, Florida, United States, North America",https://www.carepredict.com,$1M to $10M,48690000,USD,48690000,7,Early Stage Venture,Las Olas Venture Capital,"Las Olas Venture Capital, Peter Livingston",1,2,"276,112"
Series A - Signal AI,https://www.crunchbase.com/funding_round/signal-media-ltd-series-a--81e2c889,Signal AI,https://www.crunchbase.com/organization/signal-media-ltd,Series A,7400000,USD,7400000,2016-12-13,Early Stage Venture,,,,Yes,Transforming decision making for business leaders through augmented AI,"Artificial Intelligence (AI), Business Intelligence, Enterprise Software, Machine Learning",,"London, England, United Kingdom, Europe",http://www.signal-ai.com,$1M to $10M,101600000,USD,101600000,9,Late Stage Venture,,"Frontline Ventures, Hearst Ventures, LocalGlobe, Mercuri, MMC Ventures, REV",1,6,"317,710"
Seed Round - MDBox,https://www.crunchbase.com/funding_round/reliant-immune-diagnostics-seed--68d96793,MDBox,https://www.crunchbase.com/organization/reliant-immune-diagnostics,Seed,4500000,USD,4500000,2016-03-15,Seed,,,,Yes,"A complete consumer-driven health telemedicine platform that provides testing, diagnosis, and monitoring solutions.","Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical Device, Software, Telehealth",,"Austin, Texas, United States, North America",https://www.mdbox.com,$10M to $50M,15300000,USD,15300000,2,,MicroVentures,"Capital Factory, Dreamit Ventures, MicroVentures",,3,"318,185"
Post-IPO Equity - OpenDNA,https://www.crunchbase.com/funding_round/jottr-post-ipo-equity--f79f2c93,OpenDNA,https://www.crunchbase.com/organization/jottr,Post-IPO Equity,8000000,AUD,5994022,2016-11-16,,,,,Yes,"OpenDNA provide platform technology leveraging m2m learning, nlp and neural networks.","Artificial Intelligence (AI), Big Data, Content, Internet, Machine Learning, News, Personalization, Publishing",,"Singapore, Central Region, Singapore, Asia",http://opendna.ai,$10M to $50M,10735347,USD,10735347,5,IPO,,,,,"318,382"
Seed Round - CrateDB,https://www.crunchbase.com/funding_round/crate-technology-seed--babcc035,CrateDB,https://www.crunchbase.com/organization/crate-technology,Seed,2500000,EUR,2784585,2016-07-01,Seed,,,,Yes,"The Enterprise Database for Time Series, Documents, and Vectors","Analytics, Artificial Intelligence (AI), Big Data, Cloud Computing, Database, Internet of Things, Machine Learning, Open Source, Software",,"Redwood City, California, United States, North America",https://cratedb.com,$1M to $10M,34894793,USD,34894793,5,Early Stage Venture,Vito Ventures,"Dawn Capital, Heartcore Capital, Molten Ventures, Speedinvest, Vito Ventures",4,5,"318,438"
Venture Round - Lynx Analytics,https://www.crunchbase.com/funding_round/lynx-analytics-series-unknown--7f74fde0,Lynx Analytics,https://www.crunchbase.com/organization/lynx-analytics,Venture - Series Unknown,10000000,USD,10000000,2016-05-31,,,,,Yes,Lynx Analytics is a predictive analytics outlet run by quantitative marketing scientists and industry experienced data scientists.,"Analytics, Big Data, Information Technology, Machine Learning, Predictive Analytics",,"Singapore, Central Region, Singapore, Asia",http://www.lynxanalytics.com/,$1M to $10M,10000000,USD,10000000,1,,,,,,"318,719"
Series B - AtScale,https://www.crunchbase.com/funding_round/atscale-series-b--f029542b,AtScale,https://www.crunchbase.com/organization/atscale,Series B,11000000,USD,11000000,2016-05-16,Early Stage Venture,,,,Yes,The Leading Semantic Layer Platform for Data and Analytics,"Analytics, Artificial Intelligence (AI), Big Data, Internet, Software",Women Founded,"San Mateo, California, United States, North America",http://atscale.com/,$1M to $10M,95000000,USD,95000000,5,Late Stage Venture,Comcast Ventures,"A.M.E. Ventures, Comcast Ventures, Storm Ventures, UMC Capital, XSeed Capital",1,5,"318,916"
Series A - mjoys.com,https://www.crunchbase.com/funding_round/mjoys-com-series-a--6c3d2ec2,mjoys.com,https://www.crunchbase.com/organization/mjoys-com,Series A,10000000,CNY,1504369,2016-08-19,Early Stage Venture,,,,Yes,mjoys.com is a big data and artificial intelligence company.,"Artificial Intelligence (AI), Big Data, Machine Learning",,"Yuhang, Zhejiang, China, Asia",https://www.mjoys.com/,,10000000,CNY,1504369,1,Early Stage Venture,Cybernaut Venture Capital,Cybernaut Venture Capital,,1,"319,748"
Seed Round - Generic Solution,https://www.crunchbase.com/funding_round/generic-solution-seed--3f928539,Generic Solution,https://www.crunchbase.com/organization/generic-solution,Seed,300000000,JPY,2797318,2016-06-07,Seed,,,,Yes,Generic Solution offers GS8 software product for information retrieval and machine learning & provides distributed computing services.,"Big Data, Computer, Machine Learning, Software",,"Shibuya, Kanagawa, Japan, Asia",https://www.generic-solution.co.jp,Less than $1M,740000000,JPY,6757957,7,,Chibagin Capital,Chibagin Capital,,1,"320,619"
Series A - Somnoware Healthcare Systems Inc.,https://www.crunchbase.com/funding_round/somnoware-healthcare-systems-series-a--8950b878,Somnoware Healthcare Systems Inc.,https://www.crunchbase.com/organization/somnoware-healthcare-systems,Series A,9099427,USD,9099427,2016-05-04,Early Stage Venture,,,,Yes,Transforming respiratory healthcare with a cloud-based SaaS platform that reduces patient management costs & improves care management,"Analytics, Artificial Intelligence (AI), Health Care, Machine Learning, Predictive Analytics, Software",,"Sunnyvale, California, United States, North America",https://www.somnoware.com,$1M to $10M,18110458,USD,18110458,4,M&A,Translink Capital,"Translink Capital, WiL (World Innovation Lab)",,2,"320,858"
Series A - Motive Drilling Technologies,https://www.crunchbase.com/funding_round/motive-drilling-technologies-series-a--b9f7a8b8,Motive Drilling Technologies,https://www.crunchbase.com/organization/motive-drilling-technologies,Series A,10500000,USD,10500000,2016-02-17,Early Stage Venture,,,,Yes,Motive Drilling Technologies is a company defined by a singular focus,"Energy, Intelligent Systems, Oil and Gas",,"Dallas, Texas, United States, North America",http://motivedrilling.com/,$10M to $50M,10500000,USD,10500000,1,M&A,"Formation 8, GE Ventures","Formation 8, GE Ventures, Hunt Consolidated Inc, Hunt Energy Enterprises",1,4,"146,799"
Series C - Darktrace,https://www.crunchbase.com/funding_round/darktrace-series-c--0b54e0c4,Darktrace,https://www.crunchbase.com/organization/darktrace,Series C,65000000,USD,65000000,2016-07-05,Late Stage Venture,336000000,USD,336000000,Yes,"Darktrace is an AI company that uses cybersecurity solutions to identify, prevent, and eliminate insider threats.","Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning, Network Security",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.darktrace.com,$500M to $1B,230500000,USD,230500000,10,M&A,Kohlberg Kravis Roberts,"Hoxton Ventures, Kohlberg Kravis Roberts, SoftBank, Summit Partners, Ten Eleven Ventures",5,5,"532,922"
Series A - Insider,https://www.crunchbase.com/funding_round/useinsider-series-a--acb1b491,Insider,https://www.crunchbase.com/organization/useinsider,Series A,2200000,USD,2200000,2016-09-19,Early Stage Venture,,,,Yes,"Insider enables marketers to connect customer data across channels, predict behavior with AI, and individualize cross-channel experiences.","Analytics, Artificial Intelligence (AI), Digital Marketing, Lead Management, Productivity Tools, SaaS",Women Founded,"New York, New York, United States, North America",https://useinsider.com,$10M to $50M,272100000,USD,272100000,8,,212,"212, Doğan Holding, Wamda Capital",,3,"378,824"
Seed Round - Shield AI,https://www.crunchbase.com/funding_round/shield-ai-seed--d505eaf0,Shield AI,https://www.crunchbase.com/organization/shield-ai,Seed,2049999,USD,2049999,2016-05-31,Seed,,,,Yes,Shield AI is an artificial intelligence company that aims to protect service members and civilians with intelligent systems.,"Artificial Intelligence (AI), Autonomous Vehicles, Drones, Machine Learning, National Security",,"San Diego, California, United States, North America",http://www.shield.ai,$50M to $100M,1073144999,USD,1073144999,13,Late Stage Venture,,"Bloomberg Beta, Founder Collective, Homebrew",2,3,"149,283"
Series A - Contentsquare,https://www.crunchbase.com/funding_round/content-square-series-a--8a763e7c,Contentsquare,https://www.crunchbase.com/organization/content-square,Series A,20000000,USD,20000000,2016-10-18,Early Stage Venture,,,,Yes,"The leader in digital experience analytics, Contentsquare's AI platform provides rich insight into customer behaviors, feelings and intent.","Analytics, Artificial Intelligence (AI), CRM, Data Visualization, Digital Marketing, SaaS",,"Paris, Ile-de-France, France, Europe",http://www.contentsquare.com,$1M to $10M,1412000000,USD,1412000000,8,Late Stage Venture,Highland Europe,Highland Europe,2,1,"149,336"
Series A - Cerebras Systems,https://www.crunchbase.com/funding_round/cerebras-systems-series-a--cd5c6120,Cerebras Systems,https://www.crunchbase.com/organization/cerebras-systems,Series A,27000000,USD,27000000,2016-05-05,Early Stage Venture,62500000,USD,62500000,Yes,Cerebras Systems develops computing chips with the sole purpose of accelerating AI.,"Artificial Intelligence (AI), Computer, Hardware, Software",,"Sunnyvale, California, United States, North America",http://cerebras.net,,715000000,USD,715000000,6,Late Stage Venture,"Eclipse Ventures, Foundation Capital","Eclipse Ventures, Foundation Capital",1,2,"492,027"
Funding Round - Cynny,https://www.crunchbase.com/funding_round/cynny-s-p-a-undisclosed--62f11729,Cynny,https://www.crunchbase.com/organization/cynny-s-p-a,Funding Round,1494312,EUR,1578963,2016-12-29,,,,,Yes,"Cynny develops MorphCast, client-side Emotion AI Software as a Service for Innovative Enterprises","Artificial Intelligence (AI), Digital Marketing, Digital Media, Human Computer Interaction, Information Technology, Machine Learning, Video, Video Advertising",,"Firenze, Toscana, Italy, Europe",https://www.morphcast.com/,Less than $1M,15908557,EUR,18511814,10,Seed,,,,,"381,463"
