Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - pikazo,https://www.crunchbase.com/funding_round/pikazo-seed--9502c059,pikazo,https://www.crunchbase.com/organization/pikazo,Seed,500000,USD,500000,2016-03-22,Seed,,,,Yes,Pikazo is at the very bleeding edge of neural network software,,"Art, Artificial Intelligence (AI), Mobile Apps, Software","St Louis, Missouri, United States, North America",http://www.pikazoapp.com,Less than $1M,500000,USD,500000,Seed,1,,,,,"336,089"
Venture Round - HiringSolved,https://www.crunchbase.com/funding_round/hiringsolved-series-unknown--7ddeb183,HiringSolved,https://www.crunchbase.com/organization/hiringsolved,Venture - Series Unknown,999999,USD,999999,2016-12-26,,,,,Yes,HiringSolved makes hiring faster and easier through smart software tools. Automating inbound and outbound recruiting with AI based tech.,,"Artificial Intelligence (AI), Database, Recruiting, Search Engine, Social Recruiting","Queen Creek, Arizona, United States, North America",http://hiringsolved.com,$1M to $10M,4499734,USD,4499734,,3,,,,,"277,508"
"Angel Round - Haerbin Intelligence Robot Technology Co., Ltd",https://www.crunchbase.com/funding_round/haerbin-intelligence-robot-technology-co-ltd-angel--d142a0e2,"Haerbin Intelligence Robot Technology Co., Ltd",https://www.crunchbase.com/organization/haerbin-intelligence-robot-technology-co-ltd,Angel,3000000,CNY,457883,2016-03-02,Seed,,,,Yes,"Haerbin Intelligence Robot Technology Co., Ltd is an intelligent robot development company.",,"Artificial Intelligence (AI), Robotics","Harbin, Heilongjiang, China, Asia",http://www.irt-robot.com/,,13000000,CNY,1948309,Early Stage Venture,2,,"Haerbin Chuangxin Tou, Kai Chen Feng Cci Capital, Step Venture Capital",3,,"277,565"
Series A - LINGBAN TECHNOLOGY,https://www.crunchbase.com/funding_round/lingban-technology-series-a--5194e961,LINGBAN TECHNOLOGY,https://www.crunchbase.com/organization/lingban-technology,Series A,10000000,CNY,1439947,2016-12-31,Early Stage Venture,,,,Yes,LINGBAN TECHNOLOGY provides software for voice response and automatic speech recognition-related services.,,"Artificial Intelligence (AI), Information Technology","Haidian, Beijing, China, Asia",https://www.lingban.cn/,,20000000,CNY,2973828,Early Stage Venture,2,,"Bellezza Capital Management, China Customer Relations Centers",2,,"337,242"
Angel Round - CODEFLAG,https://www.crunchbase.com/funding_round/codeflag-angel--ebfd8666,CODEFLAG,https://www.crunchbase.com/organization/codeflag,Angel,3000000,CNY,451564,2016-08-01,Seed,,,,Yes,Codeflag is an import and export business service provider in the field of AI.,,"Artificial Intelligence (AI), Information Technology, Machine Learning","Shanghai, Shanghai, China, Asia",https://www.codeflagai.com/,,13000000,CNY,2030719,Early Stage Venture,2,,"Hangzhou Changjiang Chuang Tou, Tou Na Er",2,,"337,267"
Venture Round - TrendMiner,https://www.crunchbase.com/funding_round/trendminer-series-unknown--d28aa024,TrendMiner,https://www.crunchbase.com/organization/trendminer,Venture - Series Unknown,1000000,EUR,1101739,2016-06-27,,,,,Yes,"Advanced industrial analytics. Empowers data-driven decisions, optimizes operations, and achieves excellence through actionable insights",,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Chemical, Data Mining, Information Technology, Oil and Gas, Predictive Analytics, Software","Hasselt, Limburg, Belgium, Europe",https://www.trendminer.com,$1M to $10M,9085000,EUR,10353079,M&A,5,Innovation Fund,Innovation Fund,1,1,"278,291"
Seed Round - ICW,https://www.crunchbase.com/funding_round/ic-workshop-seed--067c1ca6,ICW,https://www.crunchbase.com/organization/ic-workshop,Seed,2170000,HKD,279800,2016-10-01,Seed,,,,Yes,"ICW is a one-stop management platform provides testing, inspection, factory audit and certification integrated services.",,"Analytics, Artificial Intelligence (AI), Compliance, Software, Supply Chain Management","Kowloon City, Kowloon, Hong Kong, Asia",https://www.icw.io,$10M to $50M,9784300,USD,9784300,Early Stage Venture,5,,,,,"284,511"
Non Equity Assistance - Evreka,https://www.crunchbase.com/funding_round/evreka-non-equity-assistance--e0492a49,Evreka,https://www.crunchbase.com/organization/evreka,Non-equity Assistance,145000,EUR,157547,2016-03-01,,,,,No,Evreka designs digitized and end-to-end waste management solutions with a focus on operational excellence in the waste management industry.,,"Artificial Intelligence (AI), Asset Management, Enterprise Resource Planning (ERP), Fleet Management, Machine Learning, SaaS, Software, Sustainability, Waste Management","Çankaya, Ankara, Turkey, Europe",http://evreka.co/,$10M to $50M,4077547,USD,4077547,,7,,,,,"479,210"
Venture Round - trnql inc.,https://www.crunchbase.com/funding_round/trnql-inc-series-unknown--d1a09046,trnql inc.,https://www.crunchbase.com/organization/trnql-inc,Venture - Series Unknown,1000000,USD,1000000,2016-03-07,,,,,Yes,trnql is a mobile intelligence platform that enables IoT applications to access and synthesize sensor data.,,"Machine Learning, Mobile Apps, Personalization, Predictive Analytics, Real Time","Palo Alto, California, United States, North America",http://www.trnql.com,$10M to $50M,1000000,USD,1000000,,2,,Morado Ventures,1,,"278,754"
Seed Round - BCaster,https://www.crunchbase.com/funding_round/bcaster-seed--73e3bfee,BCaster,https://www.crunchbase.com/organization/bcaster,Seed,250000,EUR,266596,2016-12-01,Seed,2000000,EUR,2132765,Yes,"BCaster is AI-based media platform that enables sharing, selling and buying picture- and video content.",,"Advertising, Artificial Intelligence (AI), Broadcasting, Content Discovery, Media and Entertainment, Software, Video, Video Streaming","Vantaa, Southern Finland, Finland, Europe",https://www.bcaster.com,$1M to $10M,2886000,EUR,3355443,Seed,5,Privanet Group,Privanet Group,1,,"338,023"
Grant - Vidrovr,https://www.crunchbase.com/funding_round/vidrovr-grant--c6a1acca,Vidrovr,https://www.crunchbase.com/organization/vidrovr,Grant,225000,USD,225000,2016-12-11,,,,,No,"Vidrovr develops multimodal computer vision and machine learning systems to index, tag, and understand video. ",,"Machine Learning, Video, Web Design","New York, New York, United States, North America",http://vidrovr.com,$1M to $10M,5294910,USD,5294910,Seed,10,National Science Foundation,National Science Foundation,1,,"279,220"
Angel Round - Fuyong,https://www.crunchbase.com/funding_round/fuyong-angel--524f4b69,Fuyong,https://www.crunchbase.com/organization/fuyong,Angel,10000000,CNY,1439947,2016-12-31,Seed,,,,Yes,Fuyong helps to build an intelligent business system.,,"Business Development, Business Intelligence, Intelligent Systems","Ningbo, Zhejiang, China, Asia",http://www.zhizailife.com/,,10000000,CNY,1439947,Seed,1,,Modern Capital,1,,"280,484"
Seed Round - NarrativeDx,https://www.crunchbase.com/funding_round/narrativedx-seed--f3af0636,NarrativeDx,https://www.crunchbase.com/organization/narrativedx,Seed,1100000,USD,1100000,2016-03-15,Seed,,,,Yes,NarrativeDx is an AI platform that provides root-cause analysis and tells clinicians exactly what to do.,"Middle Eastern / North African Founded, Middle Eastern / North African Led, Women Founded","Analytics, Artificial Intelligence (AI), Health Care, Machine Learning, Mechanical Engineering, Natural Language Processing","Austin, Texas, United States, North America",http://www.narrativedx.com/,Less than $1M,6713000,USD,6713000,M&A,10,,,,,"177,183"
Angel Round - Ophiux Network,https://www.crunchbase.com/funding_round/ophiux-network-angel--93be2ad9,Ophiux Network,https://www.crunchbase.com/organization/ophiux-network,Angel,3000000,CNY,460573,2016-03-24,Seed,,,,Yes,"Ophiux Network provides solutions for artificial intelligence applications and big data security, smart cities and smart medical care.",,"Artificial Intelligence (AI), Big Data, Smart Cities","Yubei, Chongqing, China, Asia",http://www.ophiux.com,,13000000,CNY,1956088,Early Stage Venture,2,Shanghai Guimi Investment Management,Shanghai Guimi Investment Management,1,,"553,876"
Seed Round - Apvera,https://www.crunchbase.com/funding_round/apvera-seed--1289252b,Apvera,https://www.crunchbase.com/organization/apvera,Seed,1700000,SGD,1201661,2016-11-15,Seed,,,,Yes,"Apvera is an information technology company that offers cyber-security solutions for businesses, firms, and companies.",,"Analytics, Big Data, Cyber Security, Machine Learning, Security, Software","Singapore, Central Region, Singapore, Asia",https://www.apvera.com/,$1M to $10M,1630130,USD,1630130,,4,"August One, Spring SEEDS Capital","August One, Central Exchange, CyLon Ventures, muru-D, Nest, Spring SEEDS Capital",6,,"554,674"
Seed Round - ICX Media,https://www.crunchbase.com/funding_round/icx-media-inc-seed--0f9fa2d1,ICX Media,https://www.crunchbase.com/organization/icx-media-inc,Seed,500000,USD,500000,2016-11-10,Seed,,,,Yes,ICX Media is a leading video intelligence provider offering data-driven content and analytics solutions.,,"Analytics, Business Intelligence, Content, Digital Media, Machine Learning","Washington, District of Columbia, United States, North America",http://www.icxmedia.com,$1M to $10M,16200000,USD,16200000,M&A,6,,,,,"122,679"
Seed Round - Gruff,https://www.crunchbase.com/funding_round/gruff-d1bf-seed--65f0a074,Gruff,https://www.crunchbase.com/organization/gruff-d1bf,Seed,100000000,JPY,854061,2016-12-28,Seed,,,,Yes,Gruff is an Artificial Intelligence company.,,"Artificial Intelligence (AI), Intelligent Systems, Machine Learning","Tokyo, Tokyo, Japan, Asia",http://gruff.co.jp/,,100000000,JPY,854061,Seed,1,Nippon Technology Venture Partners,Nippon Technology Venture Partners,1,1,"181,922"
Seed Round - Cognitive Operational Systems,https://www.crunchbase.com/funding_round/cognitive-operational-systems-seed--28a01e32,Cognitive Operational Systems,https://www.crunchbase.com/organization/cognitive-operational-systems,Seed,200000,USD,200000,2016-11-09,Seed,,,,Yes,"COSY specializes in the fields of artificial intelligence, computer vision, machine perception, and software as a service.",,"Artificial Intelligence (AI), Machine Learning, Retail Technology, Robotics, SaaS, Software","Philadelphia, Pennsylvania, United States, North America",http://www.cosyrobo.com/,Less than $1M,3175000,USD,3175000,Seed,4,,Ben Franklin Technology Partners of Southeastern Pennsylvania,1,,"656,535"
Pre Seed Round - Wavio,https://www.crunchbase.com/funding_round/wavio-pre-seed--20f4053a,Wavio,https://www.crunchbase.com/organization/wavio,Pre-Seed,160000,USD,160000,2016-08-15,Seed,,,,Yes,Wavio develops intelligent sound recognition development toolkits for developers.,,"Artificial Intelligence (AI), Developer APIs, Developer Platform, Developer Tools, Machine Learning, Software","Sonoma, California, United States, North America",https://www.wavio.ai,Less than $1M,1160000,USD,1160000,Seed,2,,,,,"385,634"
Pre Seed Round - Sizey,https://www.crunchbase.com/funding_round/sizey-pre-seed--b3f6bd3c,Sizey,https://www.crunchbase.com/organization/sizey,Pre-Seed,600000,EUR,651493,2016-01-01,Seed,640000,EUR,694926,Yes,Metaverse ready 3D avatar and AI measuring SaaS fashion tech company,,"Artificial Intelligence (AI), E-Commerce, Fashion, Information Technology, Machine Learning, Metaverse, Software","Espoo, Southern Finland, Finland, Europe",https://sizey.ai,,1305000,EUR,1436343,Seed,3,,,,,"385,924"
Angel Round - Inventrom Pvt.Ltd. (Bolt IoT),https://www.crunchbase.com/funding_round/inventrom-2-angel--57400a31,Inventrom Pvt.Ltd. (Bolt IoT),https://www.crunchbase.com/organization/inventrom-2,Angel,460000,USD,460000,2016-08-01,Seed,1310000,USD,1310000,Yes,Inventrom Pvt. Ltd is the creator of the award winning Bolt Internet of Things Platform for developers,,"Data Visualization, Hardware, Internet of Things, Machine Learning, Manufacturing","Bangalore, Karnataka, India, Asia",http://www.boltiot.com,Less than $1M,460000,USD,460000,Seed,1,,,,,"385,962"
Seed Round - Kwiziq,https://www.crunchbase.com/funding_round/kwiziq-seed--dcb1999d,Kwiziq,https://www.crunchbase.com/organization/kwiziq,Seed,110000,GBP,138512,2016-12-01,Seed,,,,Yes,"Kwiziq is an AI language coach to help students improve their second language skills with intelligent, personalised coaching.",,"Artificial Intelligence (AI), E-Learning, Education, Language Learning, Training","London, England, United Kingdom, Europe",https://www.kwiziq.com/,Less than $1M,310000,GBP,452320,Seed,2,,,,,"359,042"
Seed Round - Badi,https://www.crunchbase.com/funding_round/badi-seed--990b3388,Badi,https://www.crunchbase.com/organization/badi,Seed,300000,EUR,326712,2016-02-01,Seed,,,,Yes,"Badi is an online platform that facilitates room rentals, enabling users to both publish and find available spaces.",,"Artificial Intelligence (AI), Mobile Apps, Real Estate, Rental","Barcelona, Catalonia, Spain, Europe",https://www.badi.com,$10M to $50M,54388954,USD,54388954,,8,,,,,"463,982"
Seed Round - Findo,https://www.crunchbase.com/funding_round/findo-io-seed--3227b896,Findo,https://www.crunchbase.com/organization/findo-io,Seed,1000000,USD,1000000,2016-11-21,Seed,,,,Yes,"Findo is a smart search assistant across all personal cloud, emails, files, and contacts.",,"Artificial Intelligence (AI), Email, Internet, Semantic Search","Menlo Park, California, United States, North America",http://www.findo.com,$1M to $10M,6500000,USD,6500000,Seed,3,,Foxit Corporation,1,,"386,563"
Seed Round - Flo Health,https://www.crunchbase.com/funding_round/owhealth-seed--d7bb1541,Flo Health,https://www.crunchbase.com/organization/owhealth,Seed,1000000,USD,1000000,2016-12-12,Seed,,,,Yes,"Flo Health develops a women’s health app that provides access to cycle tracking, health insights, and a private community.",,"Apps, Artificial Intelligence (AI), Health Care, Wellness, Women's","London, England, United Kingdom, Europe",https://flo.health,$50M to $100M,276076013,USD,276076013,Late Stage Venture,6,Flint Capital,Flint Capital,1,1,"387,094"
Seed Round - People Data Labs,https://www.crunchbase.com/funding_round/talentiq-seed--a7c4977d,People Data Labs,https://www.crunchbase.com/organization/talentiq,Seed,775000,USD,775000,2016-02-10,Seed,,,,Yes,Enabling all companies to build compliant b2b data solutions,,"Analytics, Artificial Intelligence (AI), B2B, Database, Developer APIs, Machine Learning, Software","San Francisco, California, United States, North America",https://www.peopledatalabs.com,$10M to $50M,55250000,USD,55250000,Early Stage Venture,7,,"CSC Upshot, E-Merge, Forum Ventures",3,,"464,846"
Seed Round - AIZEN Global,https://www.crunchbase.com/funding_round/aizen-global-seed--5517d3ea,AIZEN Global,https://www.crunchbase.com/organization/aizen-global,Seed,360000,USD,360000,2016-10-12,Seed,,,,Yes,"Redesigning Digital Banking with AI Lending Platform 'CreditConnect', powered by proprietary AutoML platform ABACUS",,"Artificial Intelligence (AI), Banking, Big Data, Financial Services, FinTech, Information Technology, Machine Learning, Predictive Analytics, Software","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://www.aizenglobal.com,$1M to $10M,11605323,USD,11605323,Early Stage Venture,8,,KITE Entrepreneurship Foundation,1,,"464,870"
Grant - Radial Analytics,https://www.crunchbase.com/funding_round/radial-analytics-grant--234c812d,Radial Analytics,https://www.crunchbase.com/organization/radial-analytics,Grant,225000,USD,225000,2016-06-24,,,,,No,Optimizing patient care transitions with real-time decision support solutions for payers and providers,,"Data Mining, Health Care, Predictive Analytics, Software","Concord, Massachusetts, United States, North America",http://radialanalytics.com,$1M to $10M,7357929,USD,7357929,Seed,8,National Science Foundation,National Science Foundation,1,,"344,898"
Seed Round - hearX Group,https://www.crunchbase.com/funding_round/hearx-group-seed--2a4d5a6b,hearX Group,https://www.crunchbase.com/organization/hearx-group,Seed,250000,USD,250000,2016-11-25,Seed,,,,Yes,"Affordable access to hearing care using digital solutions that anyone can use, anywhere",,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical Device, Mobile Apps, Software, Web Apps","Pretoria, NA - South Africa, South Africa, Africa",https://www.hearxgroup.com,Less than $1M,19765000,USD,19765000,Early Stage Venture,9,,,,,"388,484"
