"source","target","weight"
0,0,29
0,44,9
1,1,8
0,188,8
0,199,3
0,2,3
2,188,3
0,2,3
2,2,3
1,62,2
0,173,2
0,45,2
0,160,2
0,227,2
0,185,2
2,186,2
3,3,2
1,92,1
1,72,1
1,199,1
1,44,1
1,189,1
0,170,1
0,20,1
0,174,1
0,72,1
0,22,1
0,78,1
0,186,1
0,182,1
2,44,1
2,185,1
