"source","target","weight"
0,0,6
1,1,5
2,2,4
0,1,3
0,1,3
0,189,2
2,142,1
2,140,1
2,154,1
1,2,1
2,260,1
1,44,1
1,2,1
1,189,1
1,263,1
0,122,1
0,27,1
