"source","target","weight"
0,0,32
1,1,12
2,2,8
0,1,6
0,1,6
0,2,6
0,2,6
2,113,5
0,188,4
1,140,3
1,2,3
0,185,3
1,2,3
1,127,2
1,129,2
1,185,2
0,140,2
0,127,2
0,129,2
0,13,2
2,114,2
1,68,1
1,123,1
1,138,1
1,172,1
1,69,1
1,188,1
1,229,1
1,73,1
1,51,1
1,126,1
0,138,1
0,155,1
0,262,1
0,108,1
0,88,1
0,273,1
0,178,1
2,188,1
2,185,1
