"source","target","weight"
0,0,33
1,25,6
2,2,6
1,1,5
1,87,5
2,97,3
1,185,2
0,61,1
0,188,1
0,44,1
0,260,1
0,2,1
1,188,1
1,184,1
1,183,1
0,2,1
2,255,1
2,264,1
2,269,1
