"source","target","weight"
0,0,21
1,1,15
0,1,6
0,1,6
1,29,4
0,182,3
1,159,3
1,2,3
1,3,3
1,2,3
1,3,3
0,159,2
0,29,2
0,2,2
1,225,2
0,2,2
0,59,1
0,58,1
0,78,1
0,42,1
0,124,1
0,230,1
0,81,1
0,186,1
0,3,1
1,58,1
1,73,1
1,144,1
1,42,1
1,124,1
1,26,1
1,101,1
3,58,1
3,155,1
0,3,1
3,3,1
