"id";"value";"share";"ctry"
"Boe Technology Group Co Ltd";33;3,62;"CN"
"Microsoft Technology Licensing Llc";30;3,29;"US"
"Light Field Lab Inc";27;2,96;"US"
"Facebook Technologies Llc";22;2,41;"US"
"Toppan Printing Co Ltd";20;2,19;"JP"
"Dualitas Ltd";19;2,08;"UK"
"Seereal Technologies Sa";15;1,64;"LU"
"Konica Minolta Inc";13;1,43;"JP"
"Dai Nippon Printing Co Ltd";13;1,43;"JP"
"Digilens Inc";13;1,43;"US"
"Korea Electronics Technology Institute";12;1,32;"KR"
"Siemens Healthcare Gmbh";11;1,21;"DE"
"Imec Vzw";11;1,21;"BE"
"Sony Group Corporation";11;1,21;"JP"
"Lg Chem Ltd";11;1,21;"KR"
"The Charles Stark Draper Laboratory Inc";10;1,1;"US"
"Robert Bosch Gmbh";10;1,1;"DE"
"Covestro Intellectual Property Gmbh & Co Kg";9;0,99;"DE"
"The Regents Of The University Of California";9;0,99;"US"
"Shimadzu Corporation";9;0,99;"JP"
"Hella Gmbh & Co Kgaa";8;0,88;"DE"
"Sony Corporation";8;0,88;"JP"
"Akonia Holographics Llc";8;0,88;"US"
"Lg Electronics Inc";8;0,88;"KR"
"Envisics Ltd";7;0,77;"UK"
"Commissariat Ã  L'ã©Nergie Atomique Et Aux Ã©Nergies Alternatives";6;0,66;"FR"
"Real View Imaging Ltd";6;0,66;"IL"
"Commissariat Ã  L'energie Atomique Et Aux Energies Alternatives";6;0,66;"FR"
"De La Rue International Limited";6;0,66;"UK"
"Carl Zeiss Jena Gmbh";6;0,66;"DE"
"Naeilhae Co Ltd";6;0,66;"KR"
"Fondation B-Com";6;0,66;"FR"
"Covestro Deutschland Ag";5;0,55;"DE"
"Olympus Corporation";5;0,55;"JP"
"Bae Systems Plc";5;0,55;"UK"
"Magic Leap Inc";5;0,55;"US"
"Samsung Electronics Co Ltd";5;0,55;"KR"
"Elwha Llc";5;0,55;"US"
"Arizona Board Of Regents On Behalf Of The Universi";5;0,55;"US"
"Fujifilm Corporation";5;0,55;"JP"
"Hella Gmbh&Co Kgaa";5;0,55;"DE"
"Essilor International";4;0,44;"FR"
"Bundesdruckerei Gmbh";4;0,44;"DE"
"Bayerische Motoren Werke Aktiengesellschaft";4;0,44;"DE"
"University Of Hyogo";4;0,44;"JP"
"Open Water Internet Inc";4;0,44;"US"
"Midiagnostics Nv";4;0,44;"BE"
"Horiba Abx Sas";4;0,44;"FR"
"Dolby Laboratories Licensing Corporation";4;0,44;"US"
"Continental Automotive Gmbh";4;0,44;"DE"
"Mitsubishi Chemical Corporation";4;0,44;"JP"
"Audi Ag";3;0,33;"DE"
"Biomã©Rieux";3;0,33;"FR"
"Fraunhofer-Gesellschaft Zur Fã¶Rderung Der Angewandten Forschung Ev";3;0,33;"DE"
"Nec Corporation";3;0,33;"JP"
"Ovd Kinegram Ag";3;0,33;"CH"
"North Inc";3;0,33;"CA"
"Hitachi Ltd";3;0,33;"JP"
"Horiba Abx Sas / Horiba Ltd";3;0,33;"FR"
"Jeon Sae Bae";3;0,33;"KR"
"Na Gil Ho";3;0,33;"KR"
"Intel Corporation";3;0,33;"US"
"Duke University";3;0,33;"US"
"Carl Zeiss Smt Gmbh";3;0,33;"DE"
"Centre National De La Recherche Scientifique";3;0,33;"FR"
"Sony Interactive Entertainment Inc";3;0,33;"JP"
"Apple Inc";3;0,33;"US"
"Iq Structures Sro";3;0,33;"CZ"
"Asml Netherlands Bv";3;0,33;"NL"
"Grant Alastair John";3;0,33;"US"
"Waldern Jonathan David";3;0,33;"US"
"Kwangwoon University Industryacademic Collaboratio";3;0,33;"KR"
"Siemens Healthcare Diagnostics Inc";2;0,22;"US"
"Leonhard Kurz Stiftung & Co Kg";2;0,22;"DE"
"Leia Inc";2;0,22;"US"
"Nuctech Company Limited";2;0,22;"CN"
"Iprasense Sas";2;0,22;"FR"
"Xivix Holdings Llc";2;0,22;"US"
"Halliburton Energy Services Inc";2;0,22;"US"
"Surys";2;0,22;"FR"
"Stensborg A/S";2;0,22;"DK"
"Indian Institute Of Technology Delhi";2;0,22;"IN"
"National University Corporation Kyoto Institute Of Technology";2;0,22;"JP"
"Brooker Gary";2;0,22;"US"
"Choi Kyunggun";2;0,22;"KR"
"Beijing Boe Optoelectronics Technology Co Ltd";2;0,22;"CN"
"Uwater Oy";2;0,22;"FI"
"Shenzhen Gowild Robotics Co Ltd";2;0,22;"CN"
"Technische Universitã¤T Berlin";2;0,22;"DE"
"President And Fellows Of Harvard College";2;0,22;"US"
"National University Corporation Kobe University";2;0,22;"JP"
"Kt Corporation";2;0,22;"KR"
"Soochow University";2;0,22;"CN"
"National Institute Of Information And Communications Technology";2;0,22;"JP"
"Hamamatsu Photonics Kk";2;0,22;"JP"
"Visteon Global Technologies Inc";2;0,22;"US"
"Shenzhen Zhishengda Technology Co Ltd";2;0,22;"CN"
"Rd Synergy Ltd";2;0,22;"IL"
"Vrije Universiteit Brussel";2;0,22;"BE"
"Pacific Light&Hologram Inc";2;0,22;"US"
"Ramot At Tel-Aviv University Ltd";2;0,22;"IL"
"Huazhong University Of Science And Technology";2;0,22;"CN"
"Choei Co Ltd";2;0,22;"JP"
"Celloptic Inc";2;0,22;"US"
"Agency For Science Technology And Research";2;0,22;"SG"
"Carrier Corporation";2;0,22;"US"
"Zkw Group Gmbh";2;0,22;"AT"
"Commissariat Ã€ L'ã‰Nergie Atomique Et Aux Ã‰Nergies";2;0,22;"FR"
"Equos Research Co Ltd";2;0,22;"JP"
"Hitachi-Lg Data Storage Inc";2;0,22;"JP"
"Singapore University Of Technology And Design";2;0,22;"SG"
"Kwangwoon University Industry-Academic Collaborati";2;0,22;"KR"
"Beijing Boe Display Technology Co Ltd";2;0,22;"CN"
"Hangyo Hologram Co Ltd";2;0,22;"KR"
"Korea Advanced Institute Of Science And Technology";2;0,22;"KR"
"Hel Technologies Llc";2;0,22;"US"
"Gentex Corporation";2;0,22;"US"
"Fuzhou Boe Optoelectronics Technology Co Ltd";2;0,22;"CN"
"Dolby International Ab";2;0,22;"NL"
"Industry-Academia Cooperation Group Of Sejong Univ";2;0,22;"KR"
"Massachusetts Institute Of Technology";2;0,22;"US"
"Blisslights Llc";2;0,22;"US"
"Lee Jeong Yong";2;0,22;"KR"
"Popovich Milan Momcilo";2;0,22;"UK"
"Koito Manufacturing Co Ltd";2;0,22;"JP"
"Boston Polarimetrics Inc";2;0,22;"US"
"Carlex Glass America Llc";2;0,22;"US"
"Eotech Llc";2;0,22;"US"
"Hubergroup Italia";2;0,22;"IT"
"Onural Levent";1;0,11;"TR"
