"id";"value";"share";"ctry"
"Boe Technology Group Co Ltd";2706;3,06;"CN"
"Samsung Electronics Co Ltd";2010;2,28;"KR"
"Huawei Technologies Co Ltd";1906;2,16;"CN"
"Fujifilm Corporation";1609;1,82;"JP"
"Lg Electronics Inc";1588;1,8;"KR"
"Olympus Corporation";1274;1,44;"JP"
"Sony Group Corporation";1272;1,44;"JP"
"Sony Group Corporation";1272;1,44;"US"
"Sony Semiconductor Solutions Corporation";1250;1,41;"JP"
"Sony Corporation";1215;1,38;"JP"
"Sz Dji Technology Co Ltd";913;1,03;"CN"
"Sz Dji Technology Co Ltd";913;1,03;"JP"
"Microsoft Technology Licensing Llc";881;1;"US"
"Shenzhen China Star Optoelectronics Technology Co Ltd";831;0,94;"CN"
"Qualcomm Incorporated";800;0,91;"US"
"Hkc Corporation Limited";795;0,9;"CN"
"Beijing Bytedance Network Technology Co Ltd";779;0,88;"CN"
"Google Llc";657;0,74;"US"
"Bytedance Inc";642;0,73;"US"
"Nitto Denko Corporation";639;0,72;"JP"
"Zte Corporation";569;0,64;"CN"
"Le Holdings (Beijing) Co Ltd";549;0,62;"CN"
"Wuhan China Star Optoelectronics Technology Co Ltd";501;0,57;"CN"
"Canon Kabushiki Kaisha";494;0,56;"JP"
"Mitsubishi Electric Corporation";480;0,54;"JP"
"Guangdong Oppo Mobile Telecommunications Corp Lt";480;0,54;"CN"
"Lg Chem Ltd";460;0,52;"KR"
"Nippon Telegraph And Telephone Corporation";446;0,5;"JP"
"Wuhan China Star Optoelectronics Technology Co L";442;0,5;"CN"
"Lg Innotek Co Ltd";424;0,48;"KR"
"Guangdong Oppo Mobile Telecommunications Corp Ltd";420;0,48;"CN"
"Tencent Technology (Shenzhen) Company Limited";420;0,48;"CN"
"Nikon Corporation";418;0,47;"JP"
"Chongqing Hkc Optoelectronics Technology Co Ltd";404;0,46;"CN"
"Corning Incorporated";400;0,45;"US"
"Beijing Boe Optoelectronics Technology Co Ltd";400;0,45;"CN"
"Facebook Technologies Llc";384;0,43;"US"
"3m Innovative Properties Company";356;0,4;"US"
"Apple Inc";339;0,38;"US"
"Nec Corporation";336;0,38;"JP"
"Interdigital Vc Holdings Inc";336;0,38;"US"
"Intel Corporation";326;0,37;"US"
"Magic Leap Inc";326;0,37;"US"
"Sumitomo Chemical Company Limited";323;0,37;"JP"
"Panasonic Intellectual Property Management Co Ltd";318;0,36;"JP"
"Sony Interactive Entertainment Inc";318;0,36;"JP"
"Japan Display Inc";316;0,36;"JP"
"Fujikura Ltd";314;0,36;"JP"
"Nokia Technologies Oy";310;0,35;"FI"
"Aac Optics (Changzhou) Co Ltd";305;0,35;"CN"
"Konica Minolta Inc";290;0,33;"JP"
"Shenzhen China Star Optoelectronics Semiconductor";284;0,32;"CN"
"Tencent America Llc";273;0,31;"US"
"Hangzhou Hikvision Digital Technology Co Ltd";270;0,31;"CN"
"Hewlett-Packard Development Company Lp";267;0,3;"US"
"Telefonaktiebolaget Lm Ericsson (Publ)";267;0,3;"SE"
"Beijing Boe Display Technology Co Ltd";265;0,3;"CN"
"Commscope Technologies Llc";264;0,3;"US"
"Vivo Mobile Communication Co Ltd";263;0,3;"CN"
"Mediatek Inc";261;0,3;"TW"
"Mediatek Inc";261;0,3;"CN"
"Sumitomo Electric Industries Ltd";256;0,29;"JP"
"Semiconductor Energy Laboratory Co Ltd";247;0,28;"JP"
"Maxell Ltd";242;0,27;"JP"
"Denso Corporation";240;0,27;"JP"
"Hefei Xinsheng Optoelectronics Technology Co Ltd";240;0,27;"CN"
"Kyocera Corporation";237;0,27;"JP"
"Le Shi Zhi Xin Electronic Technology (Tianjin) Limited";223;0,25;"CN"
"Dic Corporation";222;0,25;"JP"
"Appotronics Corporation Limited";217;0,25;"CN"
"Robert Bosch Gmbh";210;0,24;"DE"
"Nissan Chemical Corporation";208;0,24;"JP"
"Alibaba Group Holding Limited";201;0,23;"KY"
"Alibaba Group Holding Limited";201;0,23;"US"
"Raytheon Company";199;0,23;"US"
"Shenzhen China Star Optoelectronics Technology Co";196;0,22;"CN"
"Shenzhen Royole Technologies Co Ltd";194;0,22;"CN"
"Rovi Guides Inc";191;0,22;"US"
"Toppan Printing Co Ltd";190;0,22;"JP"
"Zhejiang Sunny Optical Co Ltd";187;0,21;"CN"
"Shenzhen Tcl Digital Technology Ltd";182;0,21;"CN"
"Shenzhen Tcl Digital Technology Ltd";182;0,21;"HK"
"Ningbo Sunny Opotech Co Ltd";180;0,2;"CN"
"Jvckenwood Corporation";180;0,2;"JP"
"Zeon Corporation";171;0,19;"JP"
"Le Shi Internet Information & Technology Corp Beijing";165;0,19;"CN"
"Carl Zeiss Smt Gmbh";163;0,18;"DE"
"Gentex Corporation";163;0,18;"US"
"Koninklijke Philips Nv";160;0,18;"NL"
"Fraunhofer-Gesellschaft Zur F„∂Rderung Der Angewandten Forschung Ev";159;0,18;"DE"
"Agc Inc";157;0,18;"JP"
"Hamamatsu Photonics Kk";155;0,18;"JP"
"Signify Holding Bv";153;0,17;"NL"
"Tcl China Star Optoelectronics Technology Co Ltd";149;0,17;"CN"
"Dai Nippon Printing Co Ltd";146;0,17;"JP"
"Panasonic Intellectual Property Corporation Of America";144;0,16;"US"
"Hefei Boe Optoelectronics Technology Co Ltd";141;0,16;"CN"
"Ricoh Company Ltd";138;0,16;"JP"
"Hisense Visual Technology Co Ltd";137;0,16;"CN"
"Shenzhen Goodix Technology Co Ltd";134;0,15;"CN"
"Shenzhen Tcl New Technology Co Ltd";133;0,15;"CN"
"Nippon Electric Glass Co Ltd";132;0,15;"JP"
"Shenzhen China Star Optoelectronics Semiconductor Display Technology Co Ltd";131;0,15;"CN"
"Sakai Display Products Corporation";130;0,15;"JP"
"Fuji-Film Corporation";125;0,14;"JP"
"Arris Enterprises Llc";123;0,14;"US"
"Panasonic Intellectual Property Corporation Of Ame";122;0,14;"US"
"Omron Corporation";121;0,14;"JP"
"Chengdu Boe Optoelectronics Technology Co Ltd";121;0,14;"CN"
"Beijing Dajia Internet Information Technology Co";121;0,14;"CN"
"Beijing Dajia Internet Information Technology Co";121;0,14;"US"
"Asml Netherlands Bv";119;0,13;"NL"
"Saint-Gobain Glass France";119;0,13;"FR"
"Huizhou China Star Optoelectronics Technology Co";118;0,13;"CN"
"Leica Microsystems Cms Gmbh";117;0,13;"DE"
"Sharp Kabushiki Kaisha";109;0,12;"JP"
"Applied Materials Inc";109;0,12;"US"
"Dolby Laboratories Licensing Corporation";108;0,12;"US"
"Corning Optical Communications Llc";108;0,12;"US"
"Furukawa Electric Co Ltd";107;0,12;"JP"
"Corning Research & Development Corporation";106;0,12;"US"
"Carl Zeiss Microscopy Gmbh";105;0,12;"DE"
"Hoya Corporation";103;0,12;"JP"
"Essilor International";103;0,12;"FR"
"Samsung Sdi Co Ltd";103;0,12;"KR"
"Wuhan Douyu Network Technology Co Ltd";103;0,12;"CN"
"Shenzhen Skyworth-Rgb Electronic Co Ltd";101;0,11;"CN"
"Continental Automotive Gmbh";100;0,11;"DE"
"Sekisui Chemical Co Ltd";99;0,11;"JP"
"Ethicon Llc";99;0,11;"PR"
"Ethicon Llc";99;0,11;"US"
"Shenzhen University";98;0,11;"CN"
"Ordos Yuansheng Optoelectronics Co Ltd";97;0,11;"CN"
"Zhejiang Dahua Technology Co Ltd";97;0,11;"CN"
"Interdigital Ce Patent Holdings";97;0,11;"FR"
"Kt Corporation";97;0,11;"KR"
"Vid Scale Inc";97;0,11;"US"
"Commscope Connectivity Belgium Bvba";95;0,11;"BE"
"Wuhan China Star Optoelectronics Semiconductor Dis";95;0,11;"CN"
"Chongqing Boe Optoelectronics Technology Co Ltd";94;0,11;"CN"
"Guangzhou Shiyuan Electronics Co Ltd";94;0,11;"CN"
"Jnc Corporation";93;0,11;"JP"
"Dongwoo Fine-Chem Co Ltd";93;0,11;"KR"
"Korea Electronics Technology Institute";92;0,1;"KR"
"Centre National De La Recherche Scientifique";91;0,1;"FR"
"Leia Inc";90;0,1;"US"
"Facebook Inc";90;0,1;"US"
"Alcon Inc";88;0,1;"CH"
"Alcon Inc";88;0,1;"US"
"Jnc Petrochemical Corporation";87;0,1;"JP"
"Nubia Technology Co Ltd";87;0,1;"CN"
"Massachusetts Institute Of Technology";86;0,1;"US"
"Hitachi Kokusai Electric Inc";83;0,09;"JP"
"Koito Manufacturing Co Ltd";81;0,09;"JP"
"Goertek Inc";81;0,09;"CN"
"Electronics And Telecommunications Research Institute";81;0,09;"KR"
"Beijing Xiaomi Mobile Software Co Ltd";80;0,09;"CN"
"Toray Industries Inc";80;0,09;"JP"
"Merck Patent Gmbh";80;0,09;"DE"
"Kuraray Co Ltd";79;0,09;"JP"
"Jsr Corporation";79;0,09;"JP"
"Electronics And Telecommunications Research Instit";79;0,09;"KR"
"The Regents Of The University Of California";78;0,09;"US"
"Audi Ag";76;0,09;"DE"
"Nlight Inc";76;0,09;"US"
"Amazon Technologies Inc";75;0,08;"US"
"Roku Inc";75;0,08;"US"
"Dexerials Corporation";74;0,08;"JP"
"Orange";74;0,08;"FR"
"Guangzhou Shirui Electronics Co Ltd";74;0,08;"CN"
"Shenzhen Skyworth Digital Technology Co Ltd";73;0,08;"CN"
"Valeo Comfort And Driving Assistance";72;0,08;"FR"
"E Ink Corporation";72;0,08;"US"
"Autel Robotics Co Ltd";71;0,08;"CN"
"Gopro Inc";71;0,08;"US"
"The Nielsen Company (Us) Llc";71;0,08;"US"
"Shenzhen Jiuzhou Electric Co Ltd";70;0,08;"CN"
"Fraunhofer-Gesellschaft Zur F„ñRderung Der Angewand";68;0,08;"DE"
"Bae Systems Plc";68;0,08;"UK"
"Komatsu Ltd";68;0,08;"JP"
"Lecloud Computing Co Ltd";68;0,08;"CN"
"Ping An Technology (Shenzhen) Co Ltd";67;0,08;"CN"
"Shenzhen Transsion Communication Limited";67;0,08;"CN"
"Shenzhen Zhishengda Technology Co Ltd";67;0,08;"CN"
"Futurewei Technologies Inc";66;0,07;"US"
"Rockley Photonics Limited";66;0,07;"UK"
"Kla-Tencor Corporation";65;0,07;"US"
"Xiaomi Inc";65;0,07;"CN"
"Osram Opto Semiconductors Gmbh";63;0,07;"DE"
"Hitachi Ltd";63;0,07;"JP"
"Aac Optics Solutions Pte Ltd";63;0,07;"SG"
"Senko Advanced Components Inc";63;0,07;"US"
"Nippon Kayaku Kabushiki Kaisha";63;0,07;"JP"
"Hitachi Automotive Systems Ltd";63;0,07;"JP"
"Hanwha Techwin Co Ltd";61;0,07;"KR"
"Hanwha Techwin Co Ltd";61;0,07;"JP"
"Murata Manufacturing Co Ltd";60;0,07;"JP"
"Lumileds Llc";60;0,07;"US"
"Hisense Broadband Multimedia Technologies Co Ltd";60;0,07;"CN"
"Korea Advanced Institute Of Science And Technology";59;0,07;"KR"
"Pcms Holdings Inc";59;0,07;"US"
"Nec Display Solutions Ltd";58;0,07;"JP"
"Waymo Llc";58;0,07;"US"
"Lumus Ltd";57;0,06;"IL"
"Mitsubishi Chemical Corporation";57;0,06;"JP"
"Lemobile Information Technology (Beijing) Co Ltd";57;0,06;"CN"
"Fujitsu Limited";57;0,06;"JP"
"Snap Inc";56;0,06;"US"
"Jvc Kenwood Corporation";56;0,06;"JP"
"Netflix Inc";55;0,06;"US"
"Shimadzu Corporation";53;0,06;"JP"
"Bayerische Motoren Werke Aktiengesellschaft";52;0,06;"DE"
"Sk Telecom Co Ltd";52;0,06;"KR"
"Hitachi Chemical Company Ltd";52;0,06;"JP"
"Nidec Sankyo Corporation";51;0,06;"JP"
"Fg Innovation Company Limited";51;0,06;"HK"
"Fg Innovation Company Limited";51;0,06;"CN"
"Goertek Technology Co Ltd";50;0,06;"CN"
"Sumitomo Osaka Cement Co Ltd";50;0,06;"JP"
"Cisco Technology Inc";50;0,06;"US"
"Wangsu Science & Technology Co Ltd";50;0,06;"HK"
"Wangsu Science & Technology Co Ltd";50;0,06;"CN"
"Zhejiang Sunny Optics Co Ltd";49;0,06;"CN"
"Ushio Denki Kabushiki Kaisha";49;0,06;"JP"
"Iview Displays (Shenzhen) Company Ltd";49;0,06;"CN"
"Kddi Corporation";49;0,06;"JP"
"Nidec Copal Corporation";48;0,05;"JP"
"President And Fellows Of Harvard College";48;0,05;"US"
"Arizona Board Of Regents On Behalf Of The Universi";48;0,05;"US"
"Hewlett Packard Enterprise Development Lp";48;0,05;"US"
"Halliburton Energy Services Inc";48;0,05;"US"
"Mitsui Chemicals Inc";48;0,05;"JP"
"Koninklijke Kpn Nv";48;0,05;"NL"
"Interdigital Vc Holdings France Sas";48;0,05;"FR"
"Accelink Technologies Co Ltd";47;0,05;"CN"
"Kunshan Go-Visionox Opto-Electronics Co Ltd";47;0,05;"CN"
"Beijing Microlive Vision Technology Co Ltd";47;0,05;"CN"
"Texas Instruments Incorporated";46;0,05;"US"
"Nippon Sheet Glass Company Limited";46;0,05;"JP"
"Hoya Lens Thailand Ltd";46;0,05;"TH"
"Sony Interactive Entertainment Llc";46;0,05;"US"
"Wang Xiaoguang";46;0,05;"CN"
"Ntt Docomo Inc";45;0,05;"JP"
"Sz Dji Osmo Technology Co Ltd";45;0,05;"CN"
"Thales";44;0,05;"FR"
"V Technology Co Ltd";44;0,05;"JP"
"Toyobo Co Ltd";44;0,05;"JP"
"Ar„ßElik Anonim Sirketi";44;0,05;"TR"
"View Inc";44;0,05;"US"
"Corning Research&Development Corporation";44;0,05;"US"
"Peking University Shenzhen Graduate School";44;0,05;"CN"
"Nittoh Inc";43;0,05;"JP"
"Pioneer Corporation";43;0,05;"JP"
"Osaka University";43;0,05;"JP"
"Fiberhome Telecommunication Technologies Co Ltd";43;0,05;"CN"
"Yamaha Corporation";43;0,05;"JP"
"Lumileds Holding Bv";42;0,05;"NL"
"Polatechno Co Ltd";42;0,05;"JP"
"Walmart Apollo Llc";42;0,05;"US"
"Lumileds Holding Bv";42;0,05;"US"
"Wuhan China Star Optoelectronics Semiconductor Display Technology Co Ltd";41;0,05;"CN"
"Cambridge Mechatronics Limited";41;0,05;"UK"
"Nederlandse Organisatie Voor Toegepast- Natuurwetenschappelijk Onderzoek Tno";41;0,05;"NL"
"Optim Corporation";41;0,05;"JP"
"Yulong Computer Telecommunication Scientific (Shenzhen) Co Ltd";41;0,05;"CN"
"V-Nova International Limited";41;0,05;"UK"
"Gigaphoton Inc";40;0,05;"JP"
"The Charles Stark Draper Laboratory Inc";40;0,05;"US"
"Nippon Seiki Co Ltd";40;0,05;"JP"
"Tsinghua University";40;0,05;"CN"
"Motorola Solutions Inc";40;0,05;"US"
"Connaught Electronics Ltd";40;0,05;"IE"
"Dwango Co Ltd";40;0,05;"JP"
"Conti Temic Microelectronic Gmbh";39;0,04;"DE"
"Volkswagen Aktiengesellschaft";39;0,04;"DE"
"Sony Olympus Medical Solutions Inc";39;0,04;"JP"
"Verily Life Sciences Llc";39;0,04;"US"
"Qingdao Hisense Electronics Co Ltd";39;0,04;"CN"
"Advanced New Technologies Co Ltd";38;0,04;"KY"
"Alps Alpine Co Ltd";37;0,04;"JP"
"Radiant Opto-Electronics Corporation";37;0,04;"TW"
"General Electric Company";37;0,04;"US"
"Sony Interactive Entertainment Europe Limited";37;0,04;"UK"
"Aisin Seiki Kabushiki Kaisha";37;0,04;"JP"
"Nagravision Sa";37;0,04;"CH"
"Wang Xianglin";37;0,04;"CN"
"Wang Xianglin";37;0,04;"US"
"Gracenote Inc";37;0,04;"US"
"Carl Zeiss Jena Gmbh";36;0,04;"DE"
"International Business Machines Corporation";36;0,04;"US"
"Valeo Vision";36;0,04;"FR"
"Hisense Laser Display Co Ltd";36;0,04;"CN"
"Flir Systems Inc";36;0,04;"US"
"Reald Spark Llc";36;0,04;"US"
"Daicel Corporation";36;0,04;"JP"
"Afl Telecommunications Llc";36;0,04;"US"
"Prysmian Spa";36;0,04;"IT"
"Seiko Epson Corporation";35;0,04;"JP"
"Enplas Corporation";35;0,04;"JP"
"Lawrence Livermore National Security Llc";35;0,04;"US"
"Light Field Lab Inc";35;0,04;"US"
"California Institute Of Technology";35;0,04;"US"
"Universal City Studios Llc";35;0,04;"US"
"Interdigital Madison Patent Holdings Sas";35;0,04;"FR"
"Ppc Broadband Inc";35;0,04;"US"
"Beijing Qihoo Technology Company Limited";35;0,04;"CN"
"Ngk Insulators Ltd";34;0,04;"JP"
"Samsung Display Co Ltd";34;0,04;"KR"
"Zhejiang University";33;0,04;"CN"
"Shenzhen Dlodlo New Technology Co Ltd";33;0,04;"CN"
"Saudi Arabian Oil Company";33;0,04;"SA"
"Corephotonics Ltd";32;0,04;"IL"
"Jiangxi Lianchuang Electronic Co Ltd";32;0,04;"CN"
"Valeo Schalter Und Sensoren Gmbh";32;0,04;"DE"
"The University Of Tokyo";32;0,04;"JP"
"Barco Nv";32;0,04;"BE"
"Honor Device Co Ltd";32;0,04;"CN"
"Kawasaki Jukogyo Kabushiki Kaisha";31;0,04;"JP"
"Olympus Winter & Ibe Gmbh";31;0,04;"DE"
"Radiant Opto-Electronics (Suzhou) Co Ltd";31;0,04;"CN"
