"id";"value";"share";"ctry"
"Denso Corporation";47;4,38;"JP"
"Robert Bosch Gmbh";41;3,82;"DE"
"Gentex Corporation";36;3,35;"US"
"Aisin Seiki Kabushiki Kaisha";30;2,79;"JP"
"Lg Electronics Inc";29;2,7;"KR"
"Jvckenwood Corporation";24;2,23;"JP"
"Continental Automotive Gmbh";23;2,14;"DE"
"Conti Temic Microelectronic Gmbh";23;2,14;"DE"
"Jaguar Land Rover Limited";20;1,86;"UK"
"Mitsubishi Electric Corporation";18;1,68;"JP"
"Komatsu Ltd";18;1,68;"JP"
"Jvc Kenwood Corporation";18;1,68;"JP"
"Boe Technology Group Co Ltd";18;1,68;"CN"
"Audi Ag";16;1,49;"DE"
"Connaught Electronics Ltd";16;1,49;"IE"
"Continental Automotive Systems Inc";16;1,49;"US"
"Kyocera Corporation";15;1,4;"JP"
"Bayerische Motoren Werke Aktiengesellschaft";15;1,4;"DE"
"Sony Corporation";15;1,4;"JP"
"Sumitomo (Shi) Construction Machinery Co Ltd";14;1,3;"JP"
"Nissan Motor Co Ltd";13;1,21;"JP"
"Sony Semiconductor Solutions Corporation";13;1,21;"JP"
"Renault Sas";12;1,12;"FR"
"Volvo Truck Corporation";11;1,02;"SE"
"Panasonic Intellectual Property Management Co Ltd";11;1,02;"JP"
"Samsung Electronics Co Ltd";10;0,93;"KR"
"Waymo Llc";9;0,84;"US"
"Volkswagen Aktiengesellschaft";8;0,74;"DE"
"Mazda Motor Corporation";8;0,74;"JP"
"Sony Group Corporation";8;0,74;"JP"
"Hitachi Automotive Systems Ltd";8;0,74;"JP"
"Texas Instruments Incorporated";8;0,74;"US"
"Ricoh Company Ltd";7;0,65;"JP"
"Koito Manufacturing Co Ltd";7;0,65;"JP"
"Psa Automobiles Sa";6;0,56;"FR"
"Knorr-Bremse Systeme Fã¼R Nutzfahrzeuge Gmbh";6;0,56;"DE"
"Tadano Ltd";6;0,56;"JP"
"Kabushiki Kaisha Tokai-Rika-Denki-Seisakusho";6;0,56;"JP"
"Orlaco Products Bv";6;0,56;"NL"
"Harman International Industries Incorporated";5;0,47;"US"
"Le Holdings (Beijing) Co Ltd";5;0,47;"CN"
"Saint-Gobain Glass France";5;0,47;"FR"
"Lg Innotek Co Ltd";5;0,47;"KR"
"Zf Friedrichshafen Ag";5;0,47;"DE"
"Hitachi Construction Machinery Co Ltd";5;0,47;"JP"
"Honda Motor Co Ltd";5;0,47;"JP"
"Motherson Innovations Company Ltd";5;0,47;"UK"
"Autel Intelligent Technology Corp Ltd";4;0,37;"CN"
"Qualcomm Incorporated";4;0,37;"US"
"Bendix Commercial Vehicle Systems Llc";4;0,37;"US"
"Nippon Seiki Co Ltd";4;0,37;"JP"
"Smr Patents Sã Rl";4;0,37;"LU"
"Clarion Co Ltd";4;0,37;"JP"
"Global Media Industry Group Co Ltd";4;0,37;"CN"
"Pan Lei";4;0,37;"CN"
"Valeo Systã¨Mes D'essuyage";4;0,37;"FR"
"Maxell Ltd";4;0,37;"JP"
"Kabushiki Kaisha Tokai Rika Denki Seisakusho";4;0,37;"JP"
"Xevo Inc";4;0,37;"US"
"Sz Dji Technology Co Ltd";4;0,37;"CN"
"Leauto Intelligent Technology (Beijing) Co Ltd";3;0,28;"CN"
"Fuji-Film Corporation";3;0,28;"JP"
"Allstate Insurance Company";3;0,28;"US"
"Intel Corporation";3;0,28;"US"
"Veoneer Us Inc";3;0,28;"US"
"Scania Cv Ab";3;0,28;"SE"
"Toyota Jidosha Kabushiki Kaisha";3;0,28;"JP"
"Faraday & Future Inc";3;0,28;"US"
"Valeo Schalter Und Sensoren Gmbh";3;0,28;"DE"
"Nio Usa Inc";3;0,28;"US"
"Mobileye Vision Technologies Ltd";3;0,28;"IL"
"Alpha Corporation";3;0,28;"JP"
"Ford Global Technologies Llc";3;0,28;"US"
"Smr Patents Sarl";3;0,28;"LU"
"Sakai Display Products Corporation";3;0,28;"JP"
"Nec Corporation";3;0,28;"JP"
"Ichikoh Industries Ltd";3;0,28;"JP"
"Aisin Aw Co Ltd";3;0,28;"JP"
"Volkswagen Ag";3;0,28;"DE"
"Sekisui Chemical Co Ltd";3;0,28;"JP"
"Shanghai Sensetime Intelligent Technology Co Ltd";3;0,28;"CN"
"Huf Hã¼Lsbeck & Fã¼Rst Gmbh & Co Kg";2;0,19;"DE"
"Magna Mirrors Holding Gmbh";2;0,19;"DE"
"Byd Company Limited";2;0,19;"CN"
"Fujifilm Corporation";2;0,19;"JP"
"Sumitomo Heavy Industries Ltd";2;0,19;"JP"
"Huawei Technologies Co Ltd";2;0,19;"CN"
"Socionext Inc";2;0,19;"JP"
"Valeo Comfort And Driving Assistance";2;0,19;"FR"
"Volvo Lastvagnar Ab";2;0,19;"SE"
"Stoneridge Electronics Ab";2;0,19;"SE"
"Light Wave Technology Inc";2;0,19;"CA"
"Launch Tech Co Ltd";2;0,19;"CN"
"Karabed Razmik";2;0,19;"US"
"Hoyda Serge";2;0,19;"US"
"Mitsuba Corporation";2;0,19;"JP"
"Isuzu Motors Limited";2;0,19;"JP"
"Shenzhen Launch Tech Co Ltd";2;0,19;"CN"
"Galland Hervã©";2;0,19;"FR"
"Desouches Bã©Atrice";2;0,19;"FR"
"Galland Jean Claude";2;0,19;"FR"
"Galland Bruno";2;0,19;"FR"
"Chauvin Dominique";2;0,19;"FR"
"Marteau Stã©Phane";2;0,19;"FR"
"Galland Jean-Michel";2;0,19;"FR"
"Marteau Jean-Gabriel";2;0,19;"FR"
"Nussbaumer Eric";2;0,19;"FR"
"Visteon Global Technologies Inc";2;0,19;"US"
"Shanghai Yanfeng Jinqiao Automotive Trim Systems Co Ltd";2;0,19;"US"
"Saf-Holland Gmbh";2;0,19;"DE"
"Omron Corporation";2;0,19;"JP"
"Honda Lock Mfg Co Ltd";2;0,19;"JP"
"Knorr-Bremse Systeme Fãœr Nutzfahrzeuge Gmbh";2;0,19;"DE"
"National University Of Singapore";2;0,19;"SG"
"Ningbo Geely Automobile Research & Development Co Ltd";2;0,19;"CN"
"Shanghai Yuxing Electronic Technology Co Ltd";2;0,19;"CN"
"Denso International America Inc";2;0,19;"US"
"Zkw Group Gmbh";2;0,19;"AT"
