"id";"value";"share";"ctry"
"Audi Ag";147;5,75;"DE"
"Volkswagen Aktiengesellschaft";108;4,23;"DE"
"Denso Corporation";98;3,84;"JP"
"Bayerische Motoren Werke Aktiengesellschaft";92;3,6;"DE"
"Continental Automotive Gmbh";75;2,94;"DE"
"Lg Electronics Inc";74;2,9;"KR"
"Mitsubishi Electric Corporation";59;2,31;"JP"
"Robert Bosch Gmbh";55;2,15;"DE"
"Zf Friedrichshafen Ag";43;1,68;"DE"
"Boe Technology Group Co Ltd";42;1,64;"CN"
"Gentex Corporation";40;1,57;"US"
"Jaguar Land Rover Limited";35;1,37;"UK"
"Jvckenwood Corporation";35;1,37;"JP"
"Maxell Ltd";34;1,33;"JP"
"Nippon Seiki Co Ltd";33;1,29;"JP"
"Psa Automobiles Sa";32;1,25;"FR"
"Kyocera Corporation";31;1,21;"JP"
"Nissan Motor Co Ltd";28;1,1;"JP"
"Fujifilm Corporation";28;1,1;"JP"
"Panasonic Intellectual Property Management Co Ltd";27;1,06;"JP"
"Aisin Seiki Kabushiki Kaisha";27;1,06;"JP"
"Behr-Hella Thermocontrol Gmbh";25;0,98;"DE"
"Valeo Comfort And Driving Assistance";25;0,98;"FR"
"Ricoh Company Ltd";25;0,98;"JP"
"Samsung Electronics Co Ltd";24;0,94;"KR"
"Valeo Schalter Und Sensoren Gmbh";24;0,94;"DE"
"Continental Automotive Systems Inc";23;0,9;"US"
"Daimler Ag";22;0,86;"DE"
"Conti Temic Microelectronic Gmbh";22;0,86;"DE"
"Komatsu Ltd";22;0,86;"JP"
"Renault Sas";21;0,82;"FR"
"Jvc Kenwood Corporation";21;0,82;"JP"
"Saint-Gobain Glass France";20;0,78;"FR"
"Corning Incorporated";20;0,78;"US"
"Sony Corporation";19;0,74;"JP"
"Honda Motor Co Ltd";18;0,7;"JP"
"Sumitomo (Shi) Construction Machinery Co Ltd";15;0,59;"JP"
"Harman International Industries Incorporated";14;0,55;"US"
"Dav";14;0,55;"FR"
"Volvo Truck Corporation";14;0,55;"SE"
"Mazda Motor Corporation";14;0,55;"JP"
"Connaught Electronics Ltd";14;0,55;"IE"
"Ford Global Technologies Llc";12;0,47;"US"
"Kabushiki Kaisha Tokai Rika Denki Seisakusho";12;0,47;"JP"
"Koito Manufacturing Co Ltd";12;0,47;"JP"
"Fuji-Film Corporation";11;0,43;"JP"
"Hitachi Industry & Control Solutions Ltd";11;0,43;"JP"
"Visteon Global Technologies Inc";10;0,39;"US"
"Novares France";10;0,39;"FR"
"Preh Gmbh";10;0,39;"DE"
"Bcs Automotive Interface Solutions Gmbh";10;0,39;"DE"
"Sony Group Corporation";10;0,39;"JP"
"Aisin Aw Co Ltd";9;0,35;"JP"
"Sekisui Chemical Co Ltd";9;0,35;"JP"
"Sony Semiconductor Solutions Corporation";9;0,35;"JP"
"Pioneer Corporation";8;0,31;"JP"
"Texas Instruments Incorporated";8;0,31;"US"
"Waymo Llc";8;0,31;"US"
"Toyota Motor Europe";7;0,27;"BE"
"Qualcomm Incorporated";7;0,27;"US"
"Kabushiki Kaisha Tokai-Rika-Denki-Seisakusho";7;0,27;"JP"
"Volkswagen Ag";7;0,27;"DE"
"Xevo Inc";7;0,27;"US"
"Hitachi Automotive Systems Ltd";7;0,27;"JP"
"Byton North America Corporation";6;0,23;"US"
"Ningbo Geely Automobile Research&Development Co";6;0,23;"CN"
"Le Holdings (Beijing) Co Ltd";6;0,23;"CN"
"Knorr-Bremse Systeme Fã¼R Nutzfahrzeuge Gmbh";6;0,23;"DE"
"Google Llc";5;0,2;"US"
"Nio (Anhui) Holding Co Ltd";5;0,2;"CN"
"Continental Automotive France";5;0,2;"FR"
"Yazaki Corporation";5;0,2;"JP"
"Smr Patents Sã Rl";5;0,2;"LU"
"Benecke-Kaliko Ag";5;0,2;"DE"
"Crown Equipment Corporation";5;0,2;"US"
"Apple Inc";5;0,2;"US"
"Motherson Innovations Company Ltd";5;0,2;"UK"
"Sioptica Gmbh";5;0,2;"DE"
"Lg Innotek Co Ltd";5;0,2;"KR"
"Omron Corporation";5;0,2;"JP"
"Intel Corporation";5;0,2;"US"
"Hitachi Construction Machinery Co Ltd";5;0,2;"JP"
"Scania Cv Ab";5;0,2;"SE"
"Orlaco Products Bv";5;0,2;"NL"
"Cnh Industrial America Llc";4;0,16;"US"
"Byton Limited";4;0,16;"HK"
"Bentley Motors Limited";4;0,16;"UK"
"Kubota Corporation";4;0,16;"JP"
"Huawei Technologies Co Ltd";4;0,16;"CN"
"Shanghai Yanfeng Jinqiao Automotive Trim Systems Co Ltd";4;0,16;"US"
"Smr Patents Sarl";4;0,16;"LU"
"Leauto Intelligent Technology (Beijing) Co Ltd";4;0,16;"CN"
"Zkw Group Gmbh";4;0,16;"AT"
"Polatechno Co Ltd";4;0,16;"JP"
"Konica Minolta Inc";4;0,16;"JP"
"Byd Company Limited";4;0,16;"CN"
"Valeo Vision";4;0,16;"FR"
"Nec Corporation";4;0,16;"JP"
"Toyota Jidosha Kabushiki Kaisha";4;0,16;"JP"
"Sz Dji Technology Co Ltd";4;0,16;"CN"
"Ningbo Geely Automobile Research & Development Co Ltd";3;0,12;"CN"
"Calsonic Kansei Corporation";3;0,12;"JP"
"Uatc Llc";3;0,12;"US"
"Clarion Co Ltd";3;0,12;"JP"
"Bae Systems Plc";3;0,12;"UK"
"Tesla Inc";3;0,12;"US"
"Prinoth Spa";3;0,12;"IT"
"Marquardt Gmbh";3;0,12;"DE"
"Kostal Automobil Elektrik Gmbh & Co Kg";3;0,12;"DE"
"Alps Alpine Co Ltd";3;0,12;"JP"
"Socionext Inc";3;0,12;"JP"
"Aac Acoustic Technologies (Shenzhen) Co Ltd";3;0,12;"CN"
"Neonode Inc";3;0,12;"US"
