"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"2994109";"Unterfranken (DE26)";"China (CN)";1;16,67;0,01;0,01;29;"Carbon Capture & Storage"
"3159108";"Unterfranken (DE26)";"China (CN)";3;150;0,02;0;22,11;"Sustainable Agriculture"
"3067107";"Unterfranken (DE26)";"China (CN)";1;50;0,01;0;21,49;"Biomass Energy"
"3613104";"Unterfranken (DE26)";"China (CN)";3;9,09;0,01;0,03;21,82;"Internet of Things (IoT)"
"1007157";"Unterfranken (DE26)";"China (CN)";1;100;0,01;0,01;39,44;"Hydroelectric Power"
"418656";"Unterfranken (DE26)";"China (CN)";8;11,27;0,03;0,06;23,25;"Solar Energy"
"3344100";"Unterfranken (DE26)";"China (CN)";2;4,88;0,01;0,05;21,85;"Cloud Computing & Edge Computing"
"742533";"Unterfranken (DE26)";"China (CN)";2;7,41;0,01;0,02;20,73;"Waste Management"
"2228107";"Unterfranken (DE26)";"China (CN)";6;37,5;0,01;0,02;43,6;"Generative AI"
"291880";"Unterfranken (DE26)";"China (CN)";1;5,56;0,01;0,02;12,8;"Blockchain Technologies"
"382250";"Unterfranken (DE26)";"China (CN)";3;27,27;0,02;0,01;21,04;"Biofuels"
"823425";"Unterfranken (DE26)";"China (CN)";165;31,02;0,26;0,16;19,34;"Quantum Technologies"
"2467100";"Unterfranken (DE26)";"China (CN)";2;20;0,03;0,04;24,78;"Geothermal Energy"
"939023";"Unterfranken (DE26)";"China (CN)";8;10,81;0,01;0,02;27,65;"Environmental Engineering"
"424229";"Unterfranken (DE26)";"China (CN)";5;4,9;0;0,04;42,46;"Battery"
"463228";"Unterfranken (DE26)";"China (CN)";9;4,95;0,02;0,09;24,48;"Semiconductors/Chips"
"712218";"Unterfranken (DE26)";"China (CN)";6;4,26;0,01;0,04;26,04;"Biomaterials"
"337936";"Unterfranken (DE26)";"China (CN)";5;9,8;0,01;0,04;42,46;"Hydrogen Fuel Cells"
"385927";"Unterfranken (DE26)";"China (CN)";1;1,67;0;0,04;28,79;"Mobile Networks (5G/6G)"
"225930";"Unterfranken (DE26)";"China (CN)";1;8,33;0,01;0,04;33,92;"Satellite Connectivity"
"457920";"Unterfranken (DE26)";"China (CN)";5;11,11;0,03;0,06;21,74;"High-Performance Computing (HPC)"
"212367";"Unterfranken (DE26)";"China (CN)";53;8,03;0,01;0,03;18,88;"Other"
"458017";"Unterfranken (DE26)";"China (CN)";2;2,86;0;0,03;23,26;"Cybersecurity Technologies"
"283619";"Unterfranken (DE26)";"China (CN)";2;4,35;0,02;0,07;17,08;"Software Engineering & System Development"
"845051";"Unterfranken (DE26)";"China (CN)";31;10,8;0,01;0,04;36,18;"Computer Vision, Language Processing & Object Recognition"
"648112";"Unterfranken (DE26)";"China (CN)";1;2,13;0;0,03;23,53;"Recycling"
"576311";"Unterfranken (DE26)";"China (CN)";5;2,81;0;0,05;32,76;"Robotics"
"1159511";"Unterfranken (DE26)";"China (CN)";38;6,04;0,01;0,04;18,93;"Artificial Intelligence"
