"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"26624";"Oberfranken (DE24)";"United States (US)";4;2,13;0,09;0,26;6,42;"Pollution Control"
"1515234";"Oberfranken (DE24)";"United States (US)";3;13,04;0,05;0,05;11,65;"Carbon Capture & Storage"
"1648931";"Oberfranken (DE24)";"United States (US)";1;5,26;0,02;0,03;7,7;"Sustainable Agriculture"
"1697030";"Oberfranken (DE24)";"United States (US)";1;4,35;0,02;0,04;6,73;"Biomass Energy"
"2074822";"Oberfranken (DE24)";"United States (US)";5;12,5;0,09;0,05;6,37;"Water Management"
"2237124";"Oberfranken (DE24)";"United States (US)";8;50;0,07;0,02;15,64;"Nuclear Energy"
"2252219";"Oberfranken (DE24)";"United States (US)";9;12,86;0,12;0,06;6,49;"Solar Energy"
"1844422";"Oberfranken (DE24)";"United States (US)";3;11,11;0,04;0,03;8,08;"Cloud Computing & Edge Computing"
"39895";"Oberfranken (DE24)";"United States (US)";7;6,8;0,08;0,07;5,55;"Waste Management"
"1220530";"Oberfranken (DE24)";"United States (US)";1;20;0,01;0,01;10,05;"Generative AI"
"1647324";"Oberfranken (DE24)";"United States (US)";1;2,78;0,02;0,03;4,71;"Blockchain Technologies"
"2019520";"Oberfranken (DE24)";"United States (US)";2;6,9;0,04;0,04;7,09;"Energy Efficiency"
"1896719";"Oberfranken (DE24)";"United States (US)";4;8,89;0,03;0,03;8,72;"Smart Grid"
"2369415";"Oberfranken (DE24)";"United States (US)";3;7,69;0,04;0,04;6,77;"Green Building"
"2017017";"Oberfranken (DE24)";"United States (US)";2;16,67;0,04;0,01;6,84;"Biofuels"
"44839";"Oberfranken (DE24)";"United States (US)";18;17,82;0,05;0,03;11,32;"Quantum Technologies"
"1113724";"Oberfranken (DE24)";"United States (US)";3;25;0,13;0,04;8,37;"Geothermal Energy"
"50654";"Oberfranken (DE24)";"United States (US)";31;31;0,09;0,03;10,35;"Environmental Engineering"
"2397412";"Oberfranken (DE24)";"United States (US)";31;22,3;0,16;0,05;7,26;"Battery"
"2596411";"Oberfranken (DE24)";"United States (US)";7;8,64;0,03;0,04;11,62;"Semiconductors/Chips"
"372158";"Oberfranken (DE24)";"United States (US)";19;5,21;0,08;0,11;6,9;"Biomaterials"
"1937212";"Oberfranken (DE24)";"United States (US)";12;11,65;0,11;0,07;7,87;"Hydrogen Fuel Cells"
"1610911";"Oberfranken (DE24)";"United States (US)";6;18,18;0,08;0,03;7,13;"Heat Pumps"
"246188";"Oberfranken (DE24)";"United States (US)";6;16,67;0,05;0,05;17,7;"High-Performance Computing (HPC)"
"117693";"Oberfranken (DE24)";"United States (US)";325;35,64;0,07;0,04;19,15;"Other"
"263976";"Oberfranken (DE24)";"United States (US)";3;5,66;0,01;0,03;11,89;"Cybersecurity Technologies"
"465132";"Oberfranken (DE24)";"United States (US)";16;13,22;0,02;0,02;10,79;"Computer Vision, Language Processing & Object Recognition"
"381263";"Oberfranken (DE24)";"United States (US)";9;4,37;0,06;0,08;5,19;"Green Consumer Goods"
"355013";"Oberfranken (DE24)";"United States (US)";10;4,72;0,11;0,12;5,22;"Recycling"
"313492";"Oberfranken (DE24)";"United States (US)";19;13,19;0,05;0,04;10,24;"Robotics"
"640191";"Oberfranken (DE24)";"United States (US)";49;8,45;0,03;0,04;13,34;"Artificial Intelligence"
