"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"1171";"Southern and Eastern (IE02)";"China (CN)";14;26,92;0,14;0,22;40,87;"Drones"
"523456";"Southern and Eastern (IE02)";"China (CN)";35;20,11;0,18;0,24;26,86;"Pollution Control"
"2883115";"Southern and Eastern (IE02)";"China (CN)";19;27,94;0,13;0,14;29;"Carbon Capture & Storage"
"3069108";"Southern and Eastern (IE02)";"China (CN)";17;12,69;0,13;0,22;22,11;"Sustainable Agriculture"
"3126107";"Southern and Eastern (IE02)";"China (CN)";7;11,86;0,05;0,09;21,49;"Biomass Energy"
"3466101";"Southern and Eastern (IE02)";"China (CN)";87;28,43;0,34;0,26;21,82;"Internet of Things (IoT)"
"1054157";"Southern and Eastern (IE02)";"China (CN)";1;11,11;0,01;0,05;39,44;"Hydroelectric Power"
"1040156";"Southern and Eastern (IE02)";"China (CN)";33;26,19;0,59;0,72;32,38;"Wind Energy"
"411768";"Southern and Eastern (IE02)";"China (CN)";25;17,12;0,08;0,17;36,46;"Water Management"
"391470";"Southern and Eastern (IE02)";"China (CN)";7;26,92;0,05;0,04;21,43;"Nuclear Energy"
"404769";"Southern and Eastern (IE02)";"China (CN)";43;31,85;0,16;0,12;23,25;"Solar Energy"
"3531103";"Southern and Eastern (IE02)";"China (CN)";80;25,24;0,42;0,36;21,85;"Cloud Computing & Edge Computing"
"757933";"Southern and Eastern (IE02)";"China (CN)";73;20,33;0,23;0,24;20,73;"Waste Management"
"2151123";"Southern and Eastern (IE02)";"China (CN)";34;23,29;0,08;0,15;43,6;"Generative AI"
"294680";"Southern and Eastern (IE02)";"China (CN)";73;31,33;0,54;0,22;12,8;"Blockchain Technologies"
"359960";"Southern and Eastern (IE02)";"China (CN)";41;10,35;0,16;0,49;32,36;"Energy Efficiency"
"342770";"Southern and Eastern (IE02)";"China (CN)";44;13,02;0,1;0,26;31,98;"Smart Grid"
"459939";"Southern and Eastern (IE02)";"China (CN)";22;10,68;0,12;0,2;18,28;"Green Building"
"391248";"Southern and Eastern (IE02)";"China (CN)";49;21,4;0,28;0,28;21,04;"Biofuels"
"826525";"Southern and Eastern (IE02)";"China (CN)";455;59,01;0,72;0,24;19,34;"Quantum Technologies"
"238790";"Southern and Eastern (IE02)";"China (CN)";5;11,63;0,07;0,16;24,78;"Geothermal Energy"
"955723";"Southern and Eastern (IE02)";"China (CN)";130;20,41;0,14;0,19;27,65;"Environmental Engineering"
"326347";"Southern and Eastern (IE02)";"China (CN)";27;9,38;0,13;0,35;25,13;"EVs & Charging Infrastructure"
"424629";"Southern and Eastern (IE02)";"China (CN)";44;16,67;0,04;0,1;42,46;"Battery"
"472228";"Southern and Eastern (IE02)";"China (CN)";97;19,44;0,19;0,24;24,48;"Semiconductors/Chips"
"710418";"Southern and Eastern (IE02)";"China (CN)";116;14,7;0,13;0,24;26,04;"Biomaterials"
"345138";"Southern and Eastern (IE02)";"China (CN)";29;20,14;0,05;0,1;42,46;"Hydrogen Fuel Cells"
"307230";"Southern and Eastern (IE02)";"China (CN)";25;17,73;0,09;0,13;26,05;"Heat Pumps"
"389526";"Southern and Eastern (IE02)";"China (CN)";133;24,95;0,28;0,33;28,79;"Mobile Networks (5G/6G)"
"232930";"Southern and Eastern (IE02)";"China (CN)";17;26,98;0,16;0,2;33,92;"Satellite Connectivity"
"464020";"Southern and Eastern (IE02)";"China (CN)";30;16,95;0,19;0,25;21,74;"High-Performance Computing (HPC)"
"2126112";"Southern and Eastern (IE02)";"China (CN)";786;18,19;0,17;0,18;18,88;"Other"
"460317";"Southern and Eastern (IE02)";"China (CN)";116;19,02;0,24;0,3;23,26;"Cybersecurity Technologies"
"290119";"Southern and Eastern (IE02)";"China (CN)";22;8,98;0,2;0,38;17,08;"Software Engineering & System Development"
"843351";"Southern and Eastern (IE02)";"China (CN)";202;18,74;0,08;0,16;36,18;"Computer Vision, Language Processing & Object Recognition"
"684213";"Southern and Eastern (IE02)";"China (CN)";153;26,33;0,24;0,22;24,08;"Green Consumer Goods"
"635312";"Southern and Eastern (IE02)";"China (CN)";67;22,56;0,17;0,17;23,53;"Recycling"
"566511";"Southern and Eastern (IE02)";"China (CN)";55;11,34;0,05;0,13;32,76;"Robotics"
"1148011";"Southern and Eastern (IE02)";"China (CN)";372;8,9;0,14;0,3;18,93;"Artificial Intelligence"
