"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"7108";"Galicia (ES11)";"United States (US)";2;10,53;0,11;0,08;7,33;"Drones"
"26683";"Galicia (ES11)";"United States (US)";19;8,41;0,41;0,31;6,42;"Pollution Control"
"1522832";"Galicia (ES11)";"United States (US)";5;13,89;0,09;0,07;11,65;"Carbon Capture & Storage"
"1673431";"Galicia (ES11)";"United States (US)";6;16,22;0,13;0,06;7,7;"Sustainable Agriculture"
"1715830";"Galicia (ES11)";"United States (US)";8;10,53;0,19;0,12;6,73;"Biomass Energy"
"1897426";"Galicia (ES11)";"United States (US)";5;6,25;0,09;0,07;4,71;"Internet of Things (IoT)"
"497955";"Galicia (ES11)";"United States (US)";1;9,09;0,11;0,06;5,05;"Hydroelectric Power"
"500854";"Galicia (ES11)";"United States (US)";6;16,67;0,56;0,21;6,15;"Wind Energy"
"2079722";"Galicia (ES11)";"United States (US)";10;7,04;0,18;0,16;6,37;"Water Management"
"2254918";"Galicia (ES11)";"United States (US)";10;17,86;0,09;0,08;15,64;"Nuclear Energy"
"2243318";"Galicia (ES11)";"United States (US)";10;15,62;0,13;0,06;6,49;"Solar Energy"
"1852224";"Galicia (ES11)";"United States (US)";6;8,22;0,09;0,08;8,08;"Cloud Computing & Edge Computing"
"39978";"Galicia (ES11)";"United States (US)";27;9,68;0,32;0,18;5,55;"Waste Management"
"1241044";"Galicia (ES11)";"United States (US)";4;8,51;0,04;0,05;10,05;"Generative AI"
"1642129";"Galicia (ES11)";"United States (US)";2;6,9;0,04;0,03;4,71;"Blockchain Technologies"
"2016620";"Galicia (ES11)";"United States (US)";1;1,64;0,02;0,08;7,09;"Energy Efficiency"
"2377414";"Galicia (ES11)";"United States (US)";11;6,92;0,16;0,15;6,77;"Green Building"
"2022817";"Galicia (ES11)";"United States (US)";13;5,16;0,23;0,31;6,84;"Biofuels"
"44738";"Galicia (ES11)";"United States (US)";283;61,12;0,76;0,14;11,32;"Quantum Technologies"
"1100025";"Galicia (ES11)";"United States (US)";4;23,53;0,18;0,06;8,37;"Geothermal Energy"
"50711";"Galicia (ES11)";"United States (US)";52;11,13;0,15;0,14;10,35;"Environmental Engineering"
"1884014";"Galicia (ES11)";"United States (US)";2;6,67;0,03;0,04;7,17;"EVs & Charging Infrastructure"
"2380511";"Galicia (ES11)";"United States (US)";6;8,96;0,03;0,03;7,26;"Battery"
"2588010";"Galicia (ES11)";"United States (US)";10;8,93;0,04;0,05;11,62;"Semiconductors/Chips"
"371986";"Galicia (ES11)";"United States (US)";62;10,23;0,27;0,18;6,9;"Biomaterials"
"1944910";"Galicia (ES11)";"United States (US)";4;17,39;0,04;0,02;7,87;"Hydrogen Fuel Cells"
"1603811";"Galicia (ES11)";"United States (US)";4;5,8;0,05;0,06;7,13;"Heat Pumps"
"212759";"Galicia (ES11)";"United States (US)";12;10,81;0,1;0,07;7,52;"Mobile Networks (5G/6G)"
"1220014";"Galicia (ES11)";"United States (US)";6;13,04;0,15;0,14;12,69;"Satellite Connectivity"
"246848";"Galicia (ES11)";"United States (US)";9;14,52;0,07;0,09;17,7;"High-Performance Computing (HPC)"
"118103";"Galicia (ES11)";"United States (US)";764;22,3;0,16;0,14;19,15;"Other"
"261046";"Galicia (ES11)";"United States (US)";3;2,75;0,01;0,05;11,89;"Cybersecurity Technologies"
"463122";"Galicia (ES11)";"United States (US)";18;4,1;0,02;0,07;10,79;"Computer Vision, Language Processing & Object Recognition"
"383533";"Galicia (ES11)";"United States (US)";53;11,06;0,38;0,18;5,19;"Green Consumer Goods"
"353742";"Galicia (ES11)";"United States (US)";23;8,42;0,26;0,16;5,22;"Recycling"
"315112";"Galicia (ES11)";"United States (US)";8;4,28;0,02;0,05;10,24;"Robotics"
"640301";"Galicia (ES11)";"United States (US)";71;6,15;0,04;0,08;13,34;"Artificial Intelligence"
