"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"6992";"Dresden (DED2)";"United States (US)";1;4;0,06;0,11;7,33;"Drones"
"26775";"Dresden (DED2)";"United States (US)";9;9,57;0,19;0,13;6,42;"Pollution Control"
"1513832";"Dresden (DED2)";"United States (US)";8;9,76;0,14;0,17;11,65;"Carbon Capture & Storage"
"1670931";"Dresden (DED2)";"United States (US)";4;11,43;0,09;0,06;7,7;"Sustainable Agriculture"
"1704030";"Dresden (DED2)";"United States (US)";4;9,76;0,09;0,06;6,73;"Biomass Energy"
"1912626";"Dresden (DED2)";"United States (US)";25;27,17;0,45;0,08;4,71;"Internet of Things (IoT)"
"507749";"Dresden (DED2)";"United States (US)";2;16,67;0,21;0,06;5,05;"Hydroelectric Power"
"505176";"Dresden (DED2)";"United States (US)";1;12,5;0,09;0,05;6,15;"Wind Energy"
"2067622";"Dresden (DED2)";"United States (US)";5;5,81;0,09;0,1;6,37;"Water Management"
"2240220";"Dresden (DED2)";"United States (US)";44;20,95;0,4;0,3;15,64;"Nuclear Energy"
"2250817";"Dresden (DED2)";"United States (US)";28;14,58;0,38;0,17;6,49;"Solar Energy"
"1843922";"Dresden (DED2)";"United States (US)";27;24,77;0,38;0,12;8,08;"Cloud Computing & Edge Computing"
"40023";"Dresden (DED2)";"United States (US)";13;10;0,15;0,09;5,55;"Waste Management"
"1219930";"Dresden (DED2)";"United States (US)";10;17,54;0,1;0,06;10,05;"Generative AI"
"1652423";"Dresden (DED2)";"United States (US)";7;21,88;0,14;0,03;4,71;"Blockchain Technologies"
"2017020";"Dresden (DED2)";"United States (US)";4;4,17;0,07;0,12;7,09;"Energy Efficiency"
"1875919";"Dresden (DED2)";"United States (US)";10;6,8;0,09;0,11;8,72;"Smart Grid"
"2383814";"Dresden (DED2)";"United States (US)";17;7,66;0,24;0,21;6,77;"Green Building"
"2034717";"Dresden (DED2)";"United States (US)";7;12,96;0,12;0,07;6,84;"Biofuels"
"44673";"Dresden (DED2)";"United States (US)";428;38,94;1,16;0,34;11,32;"Quantum Technologies"
"1104924";"Dresden (DED2)";"United States (US)";8;22,86;0,35;0,13;8,37;"Geothermal Energy"
"50594";"Dresden (DED2)";"United States (US)";70;16,55;0,2;0,13;10,35;"Environmental Engineering"
"1879216";"Dresden (DED2)";"United States (US)";7;6,93;0,12;0,12;7,17;"EVs & Charging Infrastructure"
"2384911";"Dresden (DED2)";"United States (US)";39;7,29;0,21;0,21;7,26;"Battery"
"2576510";"Dresden (DED2)";"United States (US)";180;17,89;0,75;0,49;11,62;"Semiconductors/Chips"
"3731112";"Dresden (DED2)";"United States (US)";54;8,93;0,24;0,18;6,9;"Biomaterials"
"1941810";"Dresden (DED2)";"United States (US)";42;14,95;0,37;0,19;7,87;"Hydrogen Fuel Cells"
"1611412";"Dresden (DED2)";"United States (US)";15;8,29;0,19;0,16;7,13;"Heat Pumps"
"211289";"Dresden (DED2)";"United States (US)";40;18,43;0,33;0,13;7,52;"Mobile Networks (5G/6G)"
"1196214";"Dresden (DED2)";"United States (US)";4;10,53;0,1;0,12;12,69;"Satellite Connectivity"
"247998";"Dresden (DED2)";"United States (US)";63;24,42;0,5;0,36;17,7;"High-Performance Computing (HPC)"
"118100";"Dresden (DED2)";"United States (US)";533;24,39;0,12;0,09;19,15;"Other"
"2621111";"Dresden (DED2)";"United States (US)";28;22,76;0,11;0,06;11,89;"Cybersecurity Technologies"
"162226";"Dresden (DED2)";"United States (US)";11;8,4;0,12;0,2;14,5;"Software Engineering & System Development"
"464962";"Dresden (DED2)";"United States (US)";73;11,08;0,1;0,1;10,79;"Computer Vision, Language Processing & Object Recognition"
"380743";"Dresden (DED2)";"United States (US)";14;4,5;0,1;0,12;5,19;"Green Consumer Goods"
"353562";"Dresden (DED2)";"United States (US)";19;7,48;0,21;0,15;5,22;"Recycling"
"315462";"Dresden (DED2)";"United States (US)";112;11,85;0,3;0,26;10,24;"Robotics"
"639841";"Dresden (DED2)";"United States (US)";214;11,61;0,11;0,13;13,34;"Artificial Intelligence"
