"tech";"nuts2";"nuts2_name";"count";"rca";"rel";"comp";"parent";"value";"id";"color"
"5G";"EL54";"Thessalia";0;"0";"2,31";"68,51";"Digital transition";0;"5G";"blue"
"5G";"FR53";"Poitou-Charentes";3;"0,19";"5,33";"68,51";"Digital transition";3;"5G";"blue"
"5G";"SE12";"Östra Mellansverige";790;"5,65";"81";"68,51";"Digital transition";790;"5G";"blue"
"5G";"FR22";"Picardie";3;"0,08";"3,17";"68,51";"Digital transition";3;"5G";"blue"
"5G";"DED4";"Chemnitz";9;"0,37";"6,44";"68,51";"Digital transition";9;"5G";"blue"
"5G";"ITI4";"Lazio";26;"0,61";"48,61";"68,51";"Digital transition";26;"5G";"blue"
"5G";"ES41";"Castilla y León";2;"0,24";"8,11";"68,51";"Digital transition";2;"5G";"blue"
"5G";"UKM6";"Highlands and Islands";2;"0,43";"4,99";"68,51";"Digital transition";2;"5G";"blue"
"5G";"ES30";"Comunidad de Madrid";87;"1,15";"65,66";"68,51";"Digital transition";87;"5G";"blue"
"5G";"PL42";"Zachodniopomorskie";2;"1,03";"24,24";"68,51";"Digital transition";2;"5G";"blue"
"5G";"FR51";"Pays de la Loire";5;"0,1";"6,64";"68,51";"Digital transition";5;"5G";"blue"
"5G";"ES23";"La Rioja";1;"0,45";"22,5";"68,51";"Digital transition";1;"5G";"blue"
"5G";"SI04";"Vzhodna Slovenija";1;"0,18";"6,31";"68,51";"Digital transition";1;"5G";"blue"
"5G";"AT12";"Niederösterreich";20;"0,34";"11,57";"68,51";"Digital transition";20;"5G";"blue"
"5G";"UKF1";"Derbyshire and Nottinghamshire";1;"0,03";"4,82";"68,51";"Digital transition";1;"5G";"blue"
"5G";"FRY3";"Guyane";0;"0";"0,33";"68,51";"Digital transition";0;"5G";"blue"
"5G";"EL52";"Kentriki Makedonia";3;"0,83";"11,14";"68,51";"Digital transition";3;"5G";"blue"
"5G";"DK01";"Hovedstaden";12;"0,09";"5,92";"68,51";"Digital transition";12;"5G";"blue"
"5G";"DE14";"Tübingen";119;"0,72";"11,13";"68,51";"Digital transition";119;"5G";"blue"
"5G";"PL34";"Podlaskie";0;"0";"2,56";"68,51";"Digital transition";0;"5G";"blue"
"5G";"UKH3";"Essex";7;"0,25";"38,94";"68,51";"Digital transition";7;"5G";"blue"
"5G";"UKF3";"Lincolnshire";0;"0";"11";"68,51";"Digital transition";0;"5G";"blue"
"5G";"CZ05";"Severovýchod";2;"0,2";"14,08";"68,51";"Digital transition";2;"5G";"blue"
"5G";"FRY1";"Guadeloupe";0;"0";"40,86";"68,51";"Digital transition";0;"5G";"blue"
"5G";"PL63";"Pomorskie";10;"1,14";"66,13";"68,51";"Digital transition";10;"5G";"blue"
"5G";"IS02";"Landsbyggð";0;"0";"2,71";"68,51";"Digital transition";0;"5G";"blue"
"5G";"BG42";"Yuzhen tsentralen";0;"0";"2,43";"68,51";"Digital transition";0;"5G";"blue"
"5G";"UKE2";"North Yorkshire";7;"0,42";"10,49";"68,51";"Digital transition";7;"5G";"blue"
"5G";"DEB3";"Rheinhessen-Pfalz";38;"0,22";"0,62";"68,51";"Digital transition";38;"5G";"blue"
"5G";"UKI2";"Outer London";39;"0,72";"70,27";"68,51";"Digital transition";39;"5G";"blue"
"5G";"EL51";"Anatoliki Makedonia, Thraki";0;"0";"14,04";"68,51";"Digital transition";0;"5G";"blue"
"5G";"EL30";"Attiki";16;"0,9";"77,05";"68,51";"Digital transition";16;"5G";"blue"
"5G";"UKM2";"Eastern Scotland";30;"0,7";"44,69";"68,51";"Digital transition";30;"5G";"blue"
"5G";"ITI1";"Toscana";13;"0,26";"22,78";"68,51";"Digital transition";13;"5G";"blue"
"Additive manufacturing (3D printing)";"NO01";"Oslo og Akershus";10;"0,54";"13,38";"34,51";"Digital transition";10;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"EL51";"Anatoliki Makedonia, Thraki";0;"0";"1,73";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL43";"Lubuskie";2;"5,55";"41,78";"34,51";"Digital transition";2;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ES30";"Comunidad de Madrid";11;"0,36";"14,04";"34,51";"Digital transition";11;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FRY2";"Martinique";0;"0";"2,41";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"BE31";"Prov. Brabant Wallon";10;"0,88";"30,53";"34,51";"Digital transition";10;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"CH01";"Région lémanique";36;"0,63";"15,35";"34,51";"Digital transition";36;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL31";"Lubelskie";2;"1,52";"36,83";"34,51";"Digital transition";2;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL41";"Wielkopolskie";7;"2,61";"42,17";"34,51";"Digital transition";7;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"AT22";"Steiermark";19;"0,72";"20,04";"34,51";"Digital transition";19;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PT18";"Alentejo";0;"0";"8,49";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FI1D";"Pohjois- ja Itä-Suomi";4;"0,17";"9,87";"34,51";"Digital transition";4;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL42";"Zachodniopomorskie";0;"0";"11,38";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"NL32";"Noord-Holland";29;"1,09";"46,42";"34,51";"Digital transition";29;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FR25";"Basse-Normandie";2;"0,35";"23,68";"34,51";"Digital transition";2;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"NL21";"Overijssel";13;"1,43";"62,56";"34,51";"Digital transition";13;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"CH07";"Ticino";3;"0,35";"20,04";"34,51";"Digital transition";3;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FR82";"Provence-Alpes-Côte d'Azur";19;"0,53";"18,14";"34,51";"Digital transition";19;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ES62";"Región de Murcia";1;"0,34";"19,63";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"HU32";"Észak-Alföld";0;"0";"25,17";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ES51";"Cataluña";520;"10,61";"61,52";"34,51";"Digital transition";520;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"EL42";"Notio Aigaio";0;"0";"1,82";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DE26";"Unterfranken";46;"1,19";"71,45";"34,51";"Digital transition";46;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DED4";"Chemnitz";18;"1,8";"68,33";"34,51";"Digital transition";18;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"HU22";"Nyugat-Dunántúl";0;"0";"14,43";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKE1";"East Yorkshire and Northern Lincolnshire";0;"0";"11,48";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL63";"Pomorskie";7;"1,95";"56,83";"34,51";"Digital transition";7;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DE30";"Berlin";149;"2,33";"51,51";"34,51";"Digital transition";149;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKC1";"Tees Valley and Durham";6;"0,63";"24,69";"34,51";"Digital transition";6;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ITF5";"Basilicata";0;"0";"7,06";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DE22";"Niederbayern";32;"1,19";"59,36";"34,51";"Digital transition";32;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"BE23";"Prov. Oost-Vlaanderen";11;"0,48";"34,59";"34,51";"Digital transition";11;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FR51";"Pays de la Loire";13;"0,66";"29,13";"34,51";"Digital transition";13;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DK02";"Sjælland";6;"0,63";"28,26";"34,51";"Digital transition";6;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKM3";"South Western Scotland";6;"0,81";"14,04";"34,51";"Digital transition";6;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"EL52";"Kentriki Makedonia";0;"0";"8,07";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKJ3";"Hampshire and Isle of Wight";11;"0,35";"27,26";"34,51";"Digital transition";11;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ITH5";"Emilia-Romagna";17;"0,41";"36,09";"34,51";"Digital transition";17;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKG3";"West Midlands";11;"0,54";"21,89";"34,51";"Digital transition";11;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"NL13";"Drenthe";0;"0";"26,9";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKK4";"Devon";2;"0,46";"16,61";"34,51";"Digital transition";2;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"CH05";"Ostschweiz";44;"1,59";"71,81";"34,51";"Digital transition";44;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ES22";"Comunidad Foral de Navarra";0;"0";"17,87";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"NL33";"Zuid-Holland";40;"0,92";"16,18";"34,51";"Digital transition";40;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"CY00";"Kýpros";0;"0";"22,72";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"NL42";"Limburg (NL)";32;"1,36";"52,27";"34,51";"Digital transition";32;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DE94";"Weser-Ems";6;"0,25";"33";"34,51";"Digital transition";6;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DE50";"Bremen";14;"1,81";"58,78";"34,51";"Digital transition";14;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"NO05";"Vestlandet";3;"0,3";"13,12";"34,51";"Digital transition";3;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ITI2";"Umbria";1;"0,33";"26,71";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"RO12";"Centru";0;"0";"10,19";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKH3";"Essex";24;"2,06";"30,54";"34,51";"Digital transition";24;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DK04";"Midtjylland";8;"0,23";"13,69";"34,51";"Digital transition";8;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ES11";"Galicia";1;"0,24";"27,5";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKN0";"Northern Ireland";4;"0,59";"15,28";"34,51";"Digital transition";4;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKD6";"Cheshire";10;"0,87";"21,53";"34,51";"Digital transition";10;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKG1";"Herefordshire, Worcestershire and Warwickshire";9;"0,82";"31,77";"34,51";"Digital transition";9;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"NO07";"Nord-Norge";0;"0";"13,72";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"NL11";"Groningen";1;"0,23";"16,99";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"AT31";"Oberösterreich";26;"0,75";"48,04";"34,51";"Digital transition";26;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"RO31";"Sud - Muntenia";0;"0";"20,39";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PT17";"Lisboa";2;"0,33";"18,84";"34,51";"Digital transition";2;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL32";"Podkarpackie";3;"1,48";"40,94";"34,51";"Digital transition";3;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ES52";"Comunidad Valenciana";14;"0,9";"36,25";"34,51";"Digital transition";14;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ITC1";"Piemonte";20;"0,72";"38,06";"34,51";"Digital transition";20;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"EL62";"Ionia Nisia";0;"0";"0,51";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"EL61";"Ipeiros";0;"0";"3,51";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"IS02";"Landsbyggð";1;"0,8";"8,62";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DE60";"Hamburg";18;"0,64";"30,71";"34,51";"Digital transition";18;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKJ1";"Berkshire, Buckinghamshire and Oxfordshire";33;"0,54";"23,85";"34,51";"Digital transition";33;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"BG31";"Severozapaden";0;"0";"12,85";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKE4";"West Yorkshire";7;"0,72";"32,96";"34,51";"Digital transition";7;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DE14";"Tübingen";39;"0,57";"16,62";"34,51";"Digital transition";39;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"BE10";"Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest";18;"0,95";"24,9";"34,51";"Digital transition";18;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"NL31";"Utrecht";19;"1,28";"38,92";"34,51";"Digital transition";19;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ES42";"Castilla-La Mancha";1;"0,52";"23,91";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL34";"Podlaskie";2;"3,04";"46,36";"34,51";"Digital transition";2;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL21";"Małopolskie";10;"1,26";"41,98";"34,51";"Digital transition";10;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"HR03";"Jadranska Hrvatska";0;"0";"6,17";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FR21";"Champagne-Ardenne";3;"0,57";"31,09";"34,51";"Digital transition";3;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DE12";"Karlsruhe";79;"0,79";"18,36";"34,51";"Digital transition";79;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL52";"Opolskie";0;"0";"13,22";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"IE01";"Border, Midland and Western";5;"0,53";"14,09";"34,51";"Digital transition";5;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ES61";"Andalucía";4;"0,34";"15,41";"34,51";"Digital transition";4;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FRY4";"Réunion";0;"0";"19,58";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ITF4";"Puglia";2;"0,38";"33,4";"34,51";"Digital transition";2;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"HU21";"Közép-Dunántúl";1;"0,41";"14,24";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL22";"Śląskie";4;"0,95";"32,07";"34,51";"Digital transition";4;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ITF6";"Calabria";1;"0,52";"16,06";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"AT12";"Niederösterreich";23;"0,96";"44,86";"34,51";"Digital transition";23;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"BE24";"Prov. Vlaams-Brabant";46;"1,6";"65,17";"34,51";"Digital transition";46;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"BG42";"Yuzhen tsentralen";0;"0";"20,13";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"LV00";"Latvija";3;"1,28";"34";"34,51";"Digital transition";3;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ITF2";"Molise";0;"0";"8,09";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"AT32";"Salzburg";1;"0,17";"31,92";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FR62";"Midi-Pyrénées";15;"0,47";"11,2";"34,51";"Digital transition";15;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ITG2";"Sardegna";0;"0";"17,75";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKD3";"Greater Manchester";10;"0,56";"13,64";"34,51";"Digital transition";10;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"UKF1";"Derbyshire and Nottinghamshire";13;"1,05";"54,85";"34,51";"Digital transition";13;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"HU23";"Dél-Dunántúl";1;"1,06";"31,25";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ES70";"Canarias";1;"0,6";"16,12";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DE13";"Freiburg";49;"0,86";"25,38";"34,51";"Digital transition";49;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"RO41";"Sud-Vest Oltenia";0;"0";"3,8";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DEE0";"Sachsen-Anhalt";9;"0,76";"46,43";"34,51";"Digital transition";9;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"BE32";"Prov. Hainaut";4;"0,49";"29,51";"34,51";"Digital transition";4;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PL61";"Kujawsko-Pomorskie";1;"0,86";"11,59";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ITH4";"Friuli-Venezia Giulia";2;"0,24";"29,94";"34,51";"Digital transition";2;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"EL53";"Dytiki Makedonia";0;"0";"0,93";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"MT00";"Malta";1;"1,15";"30,23";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"RO42";"Vest";0;"0";"14,16";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"SK04";"Východné Slovensko";1;"0,89";"11,98";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"NL34";"Zeeland";4;"0,94";"31,53";"34,51";"Digital transition";4;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"BG34";"Yugoiztochen";0;"0";"16,18";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ES23";"La Rioja";0;"0";"26,39";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"CZ03";"Jihozápad";2;"0,89";"32,85";"34,51";"Digital transition";2;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FI1C";"Etelä-Suomi";21;"1,13";"50,5";"34,51";"Digital transition";21;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"IS01";"Höfuðborgarsvæði";2;"1,2";"29,94";"34,51";"Digital transition";2;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"BG33";"Severoiztochen";0;"0";"10,57";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FR23";"Haute-Normandie";35;"2,17";"50,97";"34,51";"Digital transition";35;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"PT30";"Região Autónoma da Madeira";0;"0";"1,76";"34,51";"Digital transition";0;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"BG41";"Yugozapaden";3;"1,11";"38,61";"34,51";"Digital transition";3;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"SE22";"Sydsverige";17;"0,26";"5,85";"34,51";"Digital transition";17;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"ITC4";"Lombardia";36;"0,5";"45,41";"34,51";"Digital transition";36;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"FR43";"Franche-Comté";1;"0,1";"19,86";"34,51";"Digital transition";1;"Additive manufacturing (3D printing)";"blue"
"Additive manufacturing (3D printing)";"DE71";"Darmstadt";108;"1,02";"51,7";"34,51";"Digital transition";108;"Additive manufacturing (3D printing)";"blue"
