"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL11","A01C",1,1.23,23.79,58.42,"north"
"NL12","A01C",1,1.63,30.84,58.42,"north"
"NL11","A01D",5,3.46,39.43,49.51,"north"
"NL11","A01F",3,4.5,67.38,51.74,"north"
"NL12","A01F",2,3.97,23.05,51.74,"north"
"NL11","A01G",1,0.85,34.24,39.29,"north"
"NL12","A01G",2,2.25,42.97,39.29,"north"
"NL11","A01J",2,7.6,52.81,53.28,"north"
"NL12","A01J",21,105.63,71.88,53.28,"north"
"NL13","A01J",2,18.92,41.25,53.28,"north"
"NL11","A01K",2,1.4,38.06,25.71,"north"
"NL12","A01K",11,10.22,40.97,25.71,"north"
"NL12","A01L",1,40.76,39.63,58.23,"north"
"NL12","A01M",1,1.97,35.32,42.14,"north"
"NL11","A01N",3,0.91,54.91,21.63,"north"
"NL11","A21D",4,9.07,51.36,41.76,"north"
"NL11","A22C",3,6.93,41.69,33.59,"north"
"NL12","A22C",1,3.06,48.17,33.59,"north"
"NL13","A22C",1,5.75,43.19,33.59,"north"
"NL11","A23B",1,2.98,65.65,33.15,"north"
"NL12","A23B",4,15.78,57.82,33.15,"north"
"NL11","A23C",9,11.7,78.06,29.67,"north"
"NL12","A23C",4,6.88,51.25,29.67,"north"
"NL13","A23C",4,12.94,65.7,29.67,"north"
"NL12","A23F",1,3.92,64.5,37.46,"north"
"NL13","A23F",2,14.76,70.13,37.46,"north"
"NL11","A23G",2,2.69,49,37.59,"north"
"NL12","A23G",3,5.34,48.72,37.59,"north"
"NL11","A23J",5,13.53,76.6,28.7,"north"
"NL13","A23J",1,6.73,69.36,28.7,"north"
"NL11","A23K",9,8.68,71.81,28.04,"north"
"NL13","A23K",5,12.01,47.73,28.04,"north"
"NL11","A23L",23,6.02,69.32,23.61,"north"
"NL12","A23L",9,3.12,44.04,23.61,"north"
"NL13","A23L",8,5.21,51.41,23.61,"north"
"NL11","A23N",1,6.29,43.81,44.4,"north"
"NL13","A23N",1,15.65,60.64,44.4,"north"
"NL12","A23P",3,5.82,54.75,39.58,"north"
"NL13","A23P",2,7.3,57.77,39.58,"north"
"NL11","A23V",25,9.99,70.9,21.95,"north"
"NL12","A23V",7,3.7,48.51,21.95,"north"
"NL13","A23V",4,3.98,54.18,21.95,"north"
"NL11","A23Y",4,21.17,95.74,34.38,"north"
"NL13","A23Y",1,13.17,70.74,34.38,"north"
"NL12","A24F",3,2.9,11.37,30.35,"north"
"NL13","A47B",1,1.6,19.59,52.72,"north"
"NL12","A47G",1,2.14,30.28,38.77,"north"
"NL13","A47G",1,4.02,29.13,38.77,"north"
"NL11","A47J",1,0.36,34.59,44.57,"north"
"NL12","A47J",3,1.41,43.54,44.57,"north"
"NL13","A47J",2,1.77,58.67,44.57,"north"
"NL11","A47K",2,3.04,27.09,44.27,"north"
"NL12","A47K",1,2.01,26.18,44.27,"north"
"NL13","A47L",1,1.19,23.28,54.15,"north"
"NL11","A61B",14,1.13,30.54,14.45,"north"
"NL12","A61B",4,0.43,22.78,14.45,"north"
"NL13","A61B",1,0.2,27.9,14.45,"north"
"NL11","A61C",1,0.56,28.17,37.44,"north"
"NL13","A61C",1,1.4,18.87,37.44,"north"
"NL11","A61F",30,5.71,38.51,29.07,"north"
"NL12","A61F",4,1.01,16.37,29.07,"north"
"NL13","A61F",2,0.95,26.21,29.07,"north"
"NL11","A61G",1,1.21,29.2,39.53,"north"
"NL13","A61G",1,3.02,18.32,39.53,"north"
"NL11","A61H",1,1.32,26.93,39.14,"north"
"NL13","A61J",1,2.31,54.37,42.53,"north"
"NL11","A61K",46,2.05,70.43,7.31,"north"
"NL12","A61K",1,0.06,20.7,7.31,"north"
"NL13","A61K",8,0.89,33.66,7.31,"north"
"NL11","A61L",13,3.75,40.91,25.22,"north"
"NL12","A61L",2,0.76,33.47,25.22,"north"
"NL11","A61M",6,0.81,36.1,27.55,"north"
"NL13","A61M",3,1,25.91,27.55,"north"
"NL11","A61N",2,0.85,45.78,21.36,"north"
"NL13","A61N",1,1.06,13.4,21.36,"north"
"NL11","A61P",37,2.18,84.65,7.52,"north"
"NL12","A61P",1,0.08,19.59,7.52,"north"
"NL13","A61P",6,0.88,31.73,7.52,"north"
"NL11","A61Q",2,0.5,59.68,17.91,"north"
"NL13","A61Q",1,0.63,29.04,17.91,"north"
"NL12","A62C",1,2.37,33.58,42.81,"north"
"NL13","A62D",1,38.33,26.28,39.39,"north"
"NL12","A63G",2,21.34,21.74,48.84,"north"
"NL11","A63J",1,26.12,10.31,46.64,"north"
"NL11","B01B",1,35.33,34.46,56.13,"north"
"NL11","B01D",6,0.9,27.64,35.02,"north"
"NL12","B01D",17,3.36,27.79,35.02,"north"
"NL13","B01D",2,0.74,34.59,35.02,"north"
"NL12","B01F",2,1.69,37.15,43.18,"north"
"NL13","B01F",3,4.77,40.42,43.18,"north"
"NL11","B01J",1,0.17,40.37,24.31,"north"
"NL12","B01J",1,0.22,34.42,24.31,"north"
"NL13","B01J",1,0.42,29.08,24.31,"north"
"NL11","B01L",1,0.51,48.73,28.92,"north"
"NL11","B03B",1,8.17,18.43,45.81,"north"
"NL13","B05B",1,1.15,30.46,44.87,"north"
"NL12","B05C",1,1.88,29.05,56.94,"north"
"NL11","B05D",1,0.7,28.64,48.19,"north"
"NL12","B05D",1,0.93,40.78,48.19,"north"
"NL13","B05D",2,3.5,36.31,48.19,"north"
"NL13","B06B",1,5.99,19.86,46.81,"north"
"NL12","B07B",1,4.49,23.4,57.59,"north"
"NL13","B07B",2,16.89,25.32,57.59,"north"
"NL11","B08B",1,0.74,23.03,46.39,"north"
"NL12","B08B",1,0.98,25.6,46.39,"north"
"NL13","B08B",2,3.68,33.97,46.39,"north"
"NL13","B09C",1,29.6,49.5,37.66,"north"
"NL11","B21D",1,0.67,19.39,63.07,"north"
"NL11","B22C",1,2.83,39.63,56.37,"north"
"NL13","B22C",1,7.05,51.38,56.37,"north"
"NL11","B22D",2,2.39,26.52,60.8,"north"
"NL13","B22D",2,5.95,27.41,60.8,"north"
