"source","target","weight"
0,0,63
1,1,38
0,80,4
2,44,4
1,27,3
0,1,3
1,30,3
0,81,3
0,1,3
1,185,2
0,185,2
2,112,2
1,81,1
1,169,1
1,257,1
1,123,1
1,186,1
1,187,1
0,25,1
0,43,1
0,123,1
0,20,1
0,230,1
0,96,1
0,186,1
2,45,1
2,46,1
