"source","target","weight"
0,0,24
1,1,18
1,184,6
0,1,5
0,1,5
1,186,3
0,40,1
0,157,1
0,184,1
1,43,1
1,30,1
1,188,1
1,24,1
1,137,1
1,31,1
1,194,1
