"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL21","Agro-tech/Smart farming",0,0,57.68,39.19,7,"east"
"NL21","Agro-tech/Smart farming - Vertical Farming",3.9,1,19.73,57.27,2,"east"
"NL21","Circulaire en natuur - inclusieve landbouw",0,0,71.59,41.11,11,"east"
"NL21","Innovaties voor preventie - Imaging",2.06,6,16.97,29.41,7,"east"
"NL21","MedTech en Connected Health",0.69,3,10.45,26.67,0,"east"
"NL21","Nanotechnologie en fotonica - Nanotechnologies",1.05,69,67.83,35.43,8,"east"
"NL21","Nanotechnologie en fotonica - Photonics",3.57,41,32,40.46,13,"east"
"NL21","Nieuwe, duurzame en geavanceerde materialen - Composite materials",0.98,69,58.68,56.11,17,"east"
"NL21","Protein transition and food technology",0,0,44.72,32.06,6,"east"
"NL21","Smart Industry & Industrie 4.0 - Additive manufacturing",0.57,3,63.71,55.39,26,"east"
"NL21","Smart Industry & Industrie 4.0 - Autonomous robots",0,0,45.06,54.56,4,"east"
"NL22","Agro-tech/Smart farming",2.83,35,66.06,39.19,17,"east"
"NL22","Agro-tech/Smart farming - Vertical Farming",5.06,5,24.37,57.27,13,"east"
"NL22","Circulaire en natuur - inclusieve landbouw",3.19,26,66.31,41.11,18,"east"
"NL22","Innovaties voor preventie - Imaging",2.23,25,14.22,29.41,30,"east"
"NL22","MedTech en Connected Health",1.36,23,7.99,26.67,10,"east"
"NL22","Nanotechnologie en fotonica - Nanotechnologies",0.71,180,55.58,35.43,13,"east"
"NL22","Nanotechnologie en fotonica - Photonics",1.15,51,33.19,40.46,69,"east"
"NL22","Nieuwe, duurzame en geavanceerde materialen - Composite materials",0.47,128,53.65,56.11,28,"east"
"NL22","Protein transition and food technology",0,0,93.02,32.06,66,"east"
"NL22","Smart Industry & Industrie 4.0 - Additive manufacturing",0.3,6,23.07,55.39,11,"east"
"NL22","Smart Industry & Industrie 4.0 - Autonomous robots",0,0,18.72,54.56,7,"east"
"east","Agro-tech/Smart farming",2.00458333333333,0,63.6158333333333,39.19,24,"east"
"east","Agro-tech/Smart farming - Vertical Farming",4.90533333333333,1,23.7513333333333,57.27,15,"east"
"east","Circulaire en natuur - inclusieve landbouw",1.98,0,68.3127586206896,41.11,29,"east"
"east","Innovaties voor preventie - Imaging",2.19783783783784,6,14.7402702702703,29.41,37,"east"
"east","MedTech en Connected Health",1.36,3,7.99,26.67,10,"east"
"east","Nanotechnologie en fotonica - Nanotechnologies",0.83952380952381,69,60.2466666666667,35.43,21,"east"
"east","Nanotechnologie en fotonica - Photonics",1.53365853658537,41,33.0013414634146,40.46,82,"east"
"east","Nieuwe, duurzame en geavanceerde materialen - Composite materials",0.662666666666667,69,55.5502222222222,56.11,45,"east"
"east","Protein transition and food technology",0,0,88.995,32.06,72,"east"
"east","Smart Industry & Industrie 4.0 - Additive manufacturing",0.48972972972973,3,51.6278378378378,55.39,37,"east"
"east","Smart Industry & Industrie 4.0 - Autonomous robots",0,0,28.2981818181818,54.56,11,"east"
"east","Agro-tech/Smart farming",2.00458333333333,35,63.6158333333333,39.19,24,"east"
"east","Agro-tech/Smart farming - Vertical Farming",4.90533333333333,5,23.7513333333333,57.27,15,"east"
"east","Circulaire en natuur - inclusieve landbouw",1.98,26,68.3127586206896,41.11,29,"east"
"east","Innovaties voor preventie - Imaging",2.19783783783784,25,14.7402702702703,29.41,37,"east"
"east","MedTech en Connected Health",1.36,23,7.99,26.67,10,"east"
"east","Nanotechnologie en fotonica - Nanotechnologies",0.83952380952381,180,60.2466666666667,35.43,21,"east"
"east","Nanotechnologie en fotonica - Photonics",1.53365853658537,51,33.0013414634146,40.46,82,"east"
"east","Nieuwe, duurzame en geavanceerde materialen - Composite materials",0.662666666666667,128,55.5502222222222,56.11,45,"east"
"east","Smart Industry & Industrie 4.0 - Additive manufacturing",0.48972972972973,6,51.6278378378378,55.39,37,"east"
