"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL31","Digital communication",29,0.34,2.24,100,"west"
"NL32","Digital communication",88,0.62,21.1,100,"west"
"NL33","Digital communication",156,0.75,16.62,100,"west"
"NL23","Electrical machinery, apparatus, energy",7,0.44,28.56,29.41,"west"
"NL31","Electrical machinery, apparatus, energy",60,0.51,7.47,29.41,"west"
"NL32","Electrical machinery, apparatus, energy",98,0.5,47.99,29.41,"west"
"NL33","Electrical machinery, apparatus, energy",185,0.63,45.71,29.41,"west"
"NL23","Engines, pumps, turbines",4,0.47,37.84,36.32,"west"
"NL31","Engines, pumps, turbines",32,0.51,6.82,36.32,"west"
"NL32","Engines, pumps, turbines",49,0.47,50.18,36.32,"west"
"NL33","Engines, pumps, turbines",64,0.41,40.42,36.32,"west"
"NL23","Environmental technology",6,1.4,48.18,23.27,"west"
"NL31","Environmental technology",26,0.82,10.26,23.27,"west"
"NL32","Environmental technology",68,1.28,65.05,23.27,"west"
"NL33","Environmental technology",67,0.86,55.74,23.27,"west"
"NL23","Food chemistry",18,5.62,77.35,23.41,"west"
"NL31","Food chemistry",170,7.22,49.73,23.41,"west"
"NL32","Food chemistry",100,2.54,81.59,23.41,"west"
"NL33","Food chemistry",236,4.05,69.2,23.41,"west"
"NL23","Furniture, games",4,0.75,44.74,21.01,"west"
"NL31","Furniture, games",83,2.12,23.28,21.01,"west"
"NL32","Furniture, games",63,0.96,46.28,21.01,"west"
"NL33","Furniture, games",72,0.74,39.83,21.01,"west"
"NL23","Green technologies",10,0.6,40.83,30.5,"west"
"NL31","Green technologies",97,0.79,10.97,30.5,"west"
"NL32","Green technologies",218,1.06,47.71,30.5,"west"
"NL33","Green technologies",337,1.1,28.95,30.5,"west"
"NL23","Handling",11,1.19,44.33,5.51,"west"
"NL31","Handling",106,1.56,15.82,5.51,"west"
"NL32","Handling",136,1.2,41.83,5.51,"west"
"NL33","Handling",211,1.26,32.36,5.51,"west"
"NL23","IT methods for management",1,0.38,8.67,66.85,"west"
"NL31","IT methods for management",12,0.62,8.32,66.85,"west"
"NL32","IT methods for management",30,0.92,31.89,66.85,"west"
"NL33","IT methods for management",26,0.54,19.06,66.85,"west"
"NL23","Machine tools",1,0.14,51.41,9.28,"west"
"NL31","Machine tools",16,0.31,15.13,9.28,"west"
"NL32","Machine tools",33,0.38,58.18,9.28,"west"
"NL33","Machine tools",32,0.25,41.57,9.28,"west"
"NL23","Macromolecular chemistry, polymers",15,2.12,77.79,2.35,"west"
"NL31","Macromolecular chemistry, polymers",40,0.77,11.05,2.35,"west"
"NL32","Macromolecular chemistry, polymers",95,1.09,78.11,2.35,"west"
"NL33","Macromolecular chemistry, polymers",91,0.71,60.46,2.35,"west"
"NL23","Materials, metallurgy",2,0.32,59.31,15.18,"west"
"NL31","Materials, metallurgy",22,0.48,6.14,15.18,"west"
"NL32","Materials, metallurgy",111,1.43,67.81,15.18,"west"
"NL33","Materials, metallurgy",59,0.52,50.05,15.18,"west"
"NL23","Measurement",5,0.29,31.57,55.7,"west"
"NL31","Measurement",104,0.81,31.97,55.7,"west"
"NL32","Measurement",198,0.92,55.2,55.7,"west"
"NL33","Measurement",425,1.33,50.23,55.7,"west"
"NL23","Mechanical elements",28,2.57,31.49,18.34,"west"
"NL31","Mechanical elements",64,0.8,20.14,18.34,"west"
"NL32","Mechanical elements",102,0.76,40.47,18.34,"west"
"NL33","Mechanical elements",148,0.75,34.45,18.34,"west"
"NL23","Medical technology",6,0.41,41.42,46.92,"west"
"NL31","Medical technology",91,0.85,23.24,46.92,"west"
"NL32","Medical technology",137,0.76,48.36,46.92,"west"
"NL33","Medical technology",173,0.65,47.33,46.92,"west"
"NL23","Micro-structural and nano-technology",1,1.11,54.72,39.02,"west"
"NL31","Micro-structural and nano-technology",2,0.3,11.32,39.02,"west"
"NL32","Micro-structural and nano-technology",15,1.36,69.81,39.02,"west"
"NL33","Micro-structural and nano-technology",33,2.02,62.03,39.02,"west"
"NL23","Optics",1,0.22,34.93,44.4,"west"
"NL31","Optics",26,0.76,4.78,44.4,"west"
"NL32","Optics",35,0.61,45.95,44.4,"west"
"NL33","Optics",113,1.34,43.56,44.4,"west"
"NL23","Organic fine chemistry",9,1.03,81.52,28.6,"west"
"NL31","Organic fine chemistry",57,0.88,43.28,28.6,"west"
"NL32","Organic fine chemistry",181,1.68,90.59,28.6,"west"
"NL33","Organic fine chemistry",129,0.81,78.87,28.6,"west"
"NL23","Other consumer goods",3,0.47,45.85,24.43,"west"
"NL31","Other consumer goods",30,0.64,21.5,24.43,"west"
"NL32","Other consumer goods",69,0.88,41.75,24.43,"west"
"NL33","Other consumer goods",80,0.69,33.79,24.43,"west"
"NL23","Other special machines",35,2.62,52.37,0,"west"
"NL31","Other special machines",97,0.99,18.46,0,"west"
"NL32","Other special machines",184,1.12,60.98,0,"west"
"NL33","Other special machines",352,1.45,37.47,0,"west"
"NL23","Pharmaceuticals",21,1.94,75.23,46.22,"west"
"NL31","Pharmaceuticals",250,3.14,48.22,46.22,"west"
"NL32","Pharmaceuticals",172,1.29,87.29,46.22,"west"
"NL33","Pharmaceuticals",250,1.27,64.3,46.22,"west"
"NL23","Semiconductors",3,1.08,32.52,38.72,"west"
"NL31","Semiconductors",3,0.15,2.6,38.72,"west"
"NL32","Semiconductors",36,1.06,53.66,38.72,"west"
"NL33","Semiconductors",82,1.63,52.68,38.72,"west"
"NL23","Surface technology, coating",10,1.66,56.43,6.81,"west"
"NL31","Surface technology, coating",27,0.61,11.31,6.81,"west"
"NL32","Surface technology, coating",90,1.22,61.51,6.81,"west"
"NL33","Surface technology, coating",85,0.78,46.89,6.81,"west"
"NL23","Telecommunications",2,0.31,6.33,99.51,"west"
"NL31","Telecommunications",17,0.36,2.79,99.51,"west"
"NL32","Telecommunications",37,0.47,28.43,99.51,"west"
"NL33","Telecommunications",80,0.69,33.69,99.51,"west"
"NL23","Textile and paper machines",6,1.36,59.25,9.06,"west"
"NL31","Textile and paper machines",20,0.62,18.37,9.06,"west"
"NL32","Textile and paper machines",25,0.46,65.88,9.06,"west"
"NL33","Textile and paper machines",36,0.45,46.41,9.06,"west"
"NL23","Thermal processes and apparatus",3,0.63,34.82,19.47,"west"
"NL31","Thermal processes and apparatus",17,0.48,12.53,19.47,"west"
"NL32","Thermal processes and apparatus",51,0.86,54.74,19.47,"west"
"NL33","Thermal processes and apparatus",62,0.71,39,19.47,"west"
"NL23","Transport",9,0.57,36.62,28.35,"west"
"NL31","Transport",86,0.75,11.86,28.35,"west"
"NL32","Transport",110,0.57,43.64,28.35,"west"
"NL33","Transport",274,0.96,36.97,28.35,"west"
"west","Analysis of biological materials",182,1.38835164835165,60.3837362637363,44.56,"west"
"west","Audio-visual technology",227,1.20568281938326,21.386872246696,79.82,"west"
"west","Basic communication processes",41,0.792682926829268,31.5907317073171,74.95,"west"
"west","Basic materials chemistry",468,1.36679487179487,52.8455128205128,11.54,"west"
"west","Biotechnology",707,2.3075954738331,75.3332673267327,42,"west"
"west","Chemical engineering",483,1.2976397515528,48.3182194616977,13.92,"west"
"west","Civil engineering",512,1.60232421875,29.6464453125,18,"west"
"west","Computer technology",337,0.777833827893175,28.3271216617211,90.45,"west"
"west","Control",192,0.808385416666667,25.1410416666667,58.99,"west"
"west","Digital communication",275,0.660945454545455,16.4318545454545,100,"west"
"west","Electrical machinery, apparatus, energy",350,0.569228571428571,39.4499714285714,29.41,"west"
"west","Engines, pumps, turbines",149,0.452818791946309,36.3442953020134,36.32,"west"
"west","Environmental technology",167,1.04419161676647,52.1785628742515,23.27,"west"
"west","Food chemistry",524,4.84419847328244,65.5278625954198,23.41,"west"
"west","Furniture, games",222,1.31855855855856,35.5612612612613,21.01,"west"
"west","Green technologies",662,1.03385196374622,32.6726888217523,30.5,"west"
"west","Handling",464,1.30928879310345,31.6409267241379,5.51,"west"
"west","IT methods for management",69,0.716811594202899,22.6198550724638,66.85,"west"
"west","Machine tools",82,0.312682926829268,43.2154878048781,9.28,"west"
"west","Macromolecular chemistry, polymers",241,0.957510373443983,60.2952697095436,2.35,"west"
"west","Materials, metallurgy",194,1.03407216494845,55.3276288659794,15.18,"west"
"west","Measurement",732,1.13811475409836,48.8525683060109,55.7,"west"
"west","Mechanical elements",342,0.911345029239766,33.3252046783626,18.34,"west"
"west","Medical technology",407,0.728206388206388,42.2033660933661,46.92,"west"
"west","Micro-structural and nano-technology",51,1.74058823529412,62.1862745098039,39.02,"west"
"west","Optics",175,1.10142857142857,38.2270857142857,44.4,"west"
"west","Organic fine chemistry",376,1.24468085106383,79.1799468085106,28.6,"west"
"west","Other consumer goods",182,0.750164835164835,34.9807692307692,24.43,"west"
"west","Other special machines",668,1.35360778443114,41.9660628742515,0,"west"
"west","Pharmaceuticals",693,1.96987012987013,64.5363780663781,46.22,"west"
"west","Semiconductors",124,1.41540322580645,51.2651612903226,38.72,"west"
"west","Surface technology, coating",212,0.986650943396226,49.0151886792453,6.81,"west"
"west","Telecommunications",136,0.583308823529412,27.9941176470588,99.51,"west"
"west","Textile and paper machines",87,0.554712643678161,46.444367816092,9.06,"west"
"west","Thermal processes and apparatus",133,0.736315789473684,41.557969924812,19.47,"west"
"west","Transport",479,0.825407098121085,33.9868893528184,28.35,"west"
