"id";"value";"share";"ctry"
"Mitsubishi Electric Corporation";217;2,24;"JP"
"Huawei Technologies Co Ltd";204;2,11;"CN"
"Siemens Aktiengesellschaft";178;1,84;"DE"
"Hitachi Ltd";160;1,65;"JP"
"Abb Schweiz Ag";152;1,57;"CH"
"Nec Corporation";132;1,36;"JP"
"Kyocera Corporation";117;1,21;"JP"
"Microsoft Technology Licensing Llc";113;1,17;"US"
"General Electric Company";110;1,14;"US"
"State Grid Corporation Of China";103;1,06;"CN"
"Kabushiki Kaisha Toshiba";96;0,99;"JP"
"Vestas Wind Systems A/S";90;0,93;"DK"
"Intel Corporation";89;0,92;"US"
"Abb Power Grids Switzerland Ag";81;0,84;"CH"
"Siemens Energy Global Gmbh & Co Kg";81;0,84;"DE"
"Telefonaktiebolaget Lm Ericsson (Publ)";81;0,84;"SE"
"General Electric Technology Gmbh";78;0,81;"CH"
"Cisco Technology Inc";77;0,8;"US"
"Wobben Properties Gmbh";73;0,75;"DE"
"Nr Electric Co Ltd";69;0,71;"CN"
"Honda Motor Co Ltd";64;0,66;"JP"
"Toshiba Mitsubishi-Electric Industrial Systems Corporation";59;0,61;"JP"
"Nr Engineering Co Ltd";58;0,6;"CN"
"Sma Solar Technology Ag";57;0,59;"DE"
"Zte Corporation";48;0,5;"CN"
"Sumitomo Electric Industries Ltd";47;0,49;"JP"
"Toshiba Energy Systems & Solutions Corporation";47;0,49;"JP"
"Qualcomm Incorporated";45;0,47;"US"
"Citrix Systems Inc";42;0,43;"US"
"Samsung Electronics Co Ltd";41;0,42;"KR"
"Bayerische Motoren Werke Aktiengesellschaft";40;0,41;"DE"
"Omron Corporation";39;0,4;"JP"
"Murata Manufacturing Co Ltd";38;0,39;"JP"
"Robert Bosch Gmbh";36;0,37;"DE"
"Panasonic Intellectual Property Management Co Ltd";34;0,35;"JP"
"Gree Electric Appliances Inc Of Zhuhai";34;0,35;"CN"
"Lg Electronics Inc";33;0,34;"KR"
"Korea Electric Power Corporation";33;0,34;"KR"
"Eaton Intelligent Power Limited";32;0,33;"IE"
"Siemens Mobility Gmbh";32;0,33;"DE"
"Hyosung Heavy Industries Corporation";32;0,33;"KR"
"Eaton Intelligent Power Limited";32;0,33;"SG"
"Hewlett Packard Enterprise Development Lp";28;0,29;"US"
"Nippon Telegraph And Telephone Corporation";28;0,29;"JP"
"Nari Technology Co Ltd";27;0,28;"CN"
"Schweitzer Engineering Laboratories Inc";27;0,28;"US"
"Nokia Technologies Oy";27;0,28;"FI"
"Signify Holding Bv";26;0,27;"NL"
"Google Llc";26;0,27;"US"
"Oracle International Corporation";26;0,27;"US"
"Saudi Arabian Oil Company";24;0,25;"SA"
"Electric Aviation Group Ltd";24;0,25;"UK"
"Ping An Technology (Shenzhen) Co Ltd";24;0,25;"CN"
"Orange";23;0,24;"FR"
"Innogy Se";23;0,24;"DE"
"Tsinghua University";23;0,24;"CN"
"Honeywell International Inc";22;0,23;"US"
"Audi Ag";22;0,23;"DE"
"Johnson Controls Technology Company";20;0,21;"US"
"Landis+Gyr Innovations Inc";20;0,21;"US"
"International Business Machines Corporation";20;0,21;"US"
"Alibaba Group Holding Limited";20;0,21;"KY"
"Siemens Gamesa Renewable Energy A/S";19;0,2;"DK"
"Daikin Industries Ltd";19;0,2;"JP"
"Ls Electric Co Ltd";19;0,2;"KR"
"Mcafee Llc";19;0,2;"US"
"At&T Intellectual Property I Lp";18;0,19;"US"
"Enphase Energy Inc";18;0,19;"US"
"China Electric Power Research Institute Company Limited";18;0,19;"CN"
"Beijing Goldwind Science & Creation Windpower Equipment Co Ltd";18;0,19;"CN"
"Amazon Technologies Inc";18;0,19;"US"
"Sony Corporation";17;0,18;"JP"
"Hewlett-Packard Development Company Lp";17;0,18;"US"
"Shenzhen University";17;0,18;"CN"
"Ethicon Llc";17;0,18;"US"
"Nokia Solutions And Networks Oy";17;0,18;"FI"
"Electricit„© De France";16;0,17;"FR"
