"id";"value";"share";"ctry"
"Lg Chem Ltd";2316;4,9;"KR"
"Robert Bosch Gmbh";1168;2,47;"DE"
"Contemporary Amperex Technology Co Limited";722;1,53;"CN"
"Murata Manufacturing Co Ltd";598;1,27;"JP"
"Lg Energy Solution Ltd";551;1,17;"KR"
"Sumitomo Electric Industries Ltd";549;1,16;"JP"
"Gs Yuasa International Ltd";486;1,03;"JP"
"Nissan Motor Co Ltd";467;0,99;"JP"
"Samsung Sdi Co Ltd";447;0,95;"KR"
"Bayerische Motoren Werke Aktiengesellschaft";412;0,87;"DE"
"Denso Corporation";410;0,87;"JP"
"Honda Motor Co Ltd";402;0,85;"JP"
"Byd Company Limited";367;0,78;"CN"
"Sumitomo Wiring Systems Ltd";348;0,74;"JP"
"Kabushiki Kaisha Toshiba";335;0,71;"JP"
"Samsung Electronics Co Ltd";326;0,69;"KR"
"Autonetworks Technologies Ltd";323;0,68;"JP"
"Kabushiki Kaisha Toyota Jidoshokki";290;0,61;"JP"
"Huawei Technologies Co Ltd";290;0,61;"CN"
"Panasonic Intellectual Property Management Co Ltd";288;0,61;"JP"
"Zeon Corporation";265;0,56;"JP"
"Audi Ag";256;0,54;"DE"
"Mitsubishi Electric Corporation";235;0,5;"JP"
"Nec Corporation";225;0,48;"JP"
"Ngk Insulators Ltd";203;0,43;"JP"
"Guangdong Oppo Mobile Telecommunications Corp Ltd";199;0,42;"CN"
"Kyocera Corporation";193;0,41;"JP"
"Hitachi Ltd";192;0,41;"JP"
"Toray Industries Inc";181;0,38;"JP"
"Hitachi Automotive Systems Ltd";179;0,38;"JP"
"Toyota Jidosha Kabushiki Kaisha";176;0,37;"JP"
"Sz Dji Technology Co Ltd";176;0,37;"CN"
"Zte Corporation";168;0,36;"CN"
"Qualcomm Incorporated";163;0,35;"US"
"Hitachi Chemical Company Ltd";161;0,34;"JP"
"Renault Sas";157;0,33;"FR"
"Lg Innotek Co Ltd";151;0,32;"KR"
"Showa Denko Kk";151;0,32;"JP"
"Lg Electronics Inc";150;0,32;"KR"
"Valeo Systemes Thermiques";149;0,32;"FR"
"Fujifilm Corporation";147;0,31;"JP"
"Sumitomo Metal Mining Co Ltd";145;0,31;"JP"
"Siemens Aktiengesellschaft";131;0,28;"DE"
"Apple Inc";128;0,27;"US"
"3m Innovative Properties Company";127;0,27;"US"
"Intel Corporation";125;0,26;"US"
"Cps Technology Holdings Llc";123;0,26;"US"
"Sumitomo Chemical Company Limited";120;0,25;"JP"
"Sanyo Electric Co Ltd";118;0,25;"JP"
"Volkswagen Aktiengesellschaft";117;0,25;"DE"
"Nanotek Instruments Inc";116;0,25;"US"
"The Regents Of The University Of California";115;0,24;"US"
"Daimler Ag";114;0,24;"DE"
"Semiconductor Energy Laboratory Co Ltd";112;0,24;"JP"
"Abb Schweiz Ag";107;0,23;"CH"
"Tsinghua University";107;0,23;"CN"
"Basf Se";104;0,22;"DE"
"Commissariat √† L'„âNergie Atomique Et Aux √âNergies Alternatives";104;0,22;"FR"
"Ningde Amperex Technology Limited";103;0,22;"CN"
"Sekisui Chemical Co Ltd";98;0,21;"JP"
"Nio (Anhui) Holding Co Ltd";97;0,21;"CN"
"Vitesco Technologies Gmbh";96;0,2;"DE"
"Tdk Corporation";93;0,2;"JP"
"Dai Nippon Printing Co Ltd";89;0,19;"JP"
"Microsoft Technology Licensing Llc";88;0,19;"US"
"Guangdong Oppo Mobile Telecommunications Corp Lt";88;0,19;"CN"
"Volvo Truck Corporation";87;0,18;"SE"
"Volkswagen Ag";86;0,18;"DE"
"Vehicle Energy Japan Inc";86;0,18;"JP"
"Dyson Technology Limited";82;0,17;"UK"
"Avl List Gmbh";80;0,17;"AT"
"Ntn Corporation";79;0,17;"JP"
"Centre National De La Recherche Scientifique";79;0,17;"FR"
