"id";"value";"share";"ctry"
"Robert Bosch Gmbh";132;1,86;"DE"
"Basf Se";80;1,13;"DE"
"Neste Oyj";71;1;"FI"
"Novozymes A/S";67;0,95;"DK"
"Saudi Arabian Oil Company";67;0,95;"SA"
"Sika Technology Ag";64;0,9;"CH"
"Shell Internationale Research Maatschappij Bv";56;0,79;"NL"
"Danisco Us Inc";49;0,69;"US"
"Dsm Ip Assets Bv";47;0,66;"NL"
"Halliburton Energy Services Inc";46;0,65;"US"
"Ifp Energies Nouvelles";42;0,59;"FR"
"Exxonmobil Research And Engineering Company";40;0,56;"US"
"W„§Rtsil„§ Finland Oy";35;0,49;"FI"
"United States Gypsum Company";35;0,49;"US"
"Kao Corporation";34;0,48;"JP"
"Daewoo Shipbuilding & Marine Engineering Co Ltd";32;0,45;"KR"
"Sekisui Chemical Co Ltd";31;0,44;"JP"
"Uop Llc";31;0,44;"US"
"Haldor Tops„∏E A/S";28;0,4;"DK"
"Denso Corporation";27;0,38;"JP"
"Wacker Chemie Ag";26;0,37;"DE"
"The Regents Of The University Of California";25;0,35;"US"
"Dow Global Technologies Llc";24;0,34;"US"
"Electric Aviation Group Ltd";24;0,34;"UK"
"Volvo Truck Corporation";24;0,34;"SE"
"Cummins Inc";23;0,32;"US"
"Eastman Chemical Company";22;0,31;"US"
"Westport Power Inc";22;0,31;"CA"
"Lallemand Hungary Liquidity Management Llc";20;0,28;"HU"
"Sabic Global Technologies Bv";19;0,27;"NL"
"Gcp Applied Technologies Inc";19;0,27;"US"
"Takemoto Yushi Kabushiki Kaisha";19;0,27;"JP"
"Evonik Operations Gmbh";18;0,25;"DE"
"Invista Textiles (Uk) Limited";17;0,24;"UK"
"Total Marketing Services";17;0,24;"FR"
"Mtu Friedrichshafen Gmbh";17;0,24;"DE"
"Hilti Aktiengesellschaft";17;0,24;"LI"
"Denka Company Limited";17;0,24;"JP"
"Institut National De Recherche Pour L'agriculture L'alimentation Et L'environnement";16;0,23;"FR"
"Cargill Incorporated";16;0,23;"US"
"Valmet Ab";16;0,23;"SE"
"Chevron Usa Inc";16;0,23;"US"
"Construction Research & Technology Gmbh";16;0,23;"DE"
"Kzj New Materials Group Co Ltd";16;0,23;"CN"
"Corning Incorporated";16;0,23;"US"
"Taiheiyo Cement Corporation";15;0,21;"JP"
"Iogen Corporation";15;0,21;"CA"
"Yanmar Co Ltd";15;0,21;"JP"
"Innio Jenbacher Gmbh & Co Og";15;0,21;"AT"
"Yanmar Power Technology Co Ltd";15;0,21;"JP"
"Nippon Shokubai Co Ltd";15;0,21;"JP"
"Genomatica Inc";14;0,2;"US"
"Poet Research Inc";14;0,2;"US"
"Dalian Institute Of Chemical Physics Chinese Academy Of Sciences";14;0,2;"CN"
"Kawasaki Jukogyo Kabushiki Kaisha";14;0,2;"JP"
"Ihi Corporation";14;0,2;"JP"
"Lanzatech New Zealand Limited";13;0,18;"NZ"
"Eni Spa";13;0,18;"IT"
"Caterpillar Inc";13;0,18;"US"
"Lanzatech Inc";12;0,17;"US"
"Nippon Paper Industries Co Ltd";12;0,17;"JP"
"L'orange Gmbh";12;0,17;"DE"
"Scania Cv Ab";12;0,17;"SE"
"Commissariat √† L'„âNergie Atomique Et Aux √âNergies Alternatives";11;0,16;"FR"
"Upm-Kymmene Corporation";11;0,16;"FI"
"Anellotech Inc";11;0,16;"US"
"Battelle Memorial Institute";11;0,16;"US"
"White Dog Labs Inc";11;0,16;"US"
"Massachusetts Institute Of Technology";11;0,16;"US"
"Continental Automotive Gmbh";11;0,16;"DE"
"Holcim Technology Ltd";11;0,16;"CH"
"Dic Corporation";11;0,16;"JP"
"Vericool Inc";11;0,16;"US"
"Metabolic Explorer";10;0,14;"FR"
"Iogen Energy Corporation";10;0,14;"CA"
"Rhodia Operations";10;0,14;"FR"
"Mitsubishi Heavy Industries Ltd";10;0,14;"JP"
"Toyota Jidosha Kabushiki Kaisha";10;0,14;"JP"
"Woodward Inc";10;0,14;"US"
"Hyundai Heavy Industries Co Ltd";10;0,14;"KR"
"Sobute New Materials Co Ltd";10;0,14;"CN"
"Basf Enzymes Llc";9;0,13;"US"
"Danmarks Tekniske Universitet";9;0,13;"DK"
"Centre National De La Recherche Scientifique";9;0,13;"FR"
"Honda Motor Co Ltd";9;0,13;"JP"
"Braskem Sa";9;0,13;"BR"
"Fraunhofer-Gesellschaft Zur F„∂Rderung Der Angewandten Forschung Ev";9;0,13;"DE"
