"id";"value";"share";"ctry"
"Siemens Aktiengesellschaft";77;2,86;"DE"
"Hitachi Ltd";66;2,45;"JP"
"Mitsubishi Hitachi Power Systems Ltd";56;2,08;"JP"
"Siemens Energy Global Gmbh & Co Kg";53;1,97;"DE"
"General Electric Company";51;1,89;"US"
"Sumitomo Electric Industries Ltd";48;1,78;"JP"
"Mitsubishi Electric Corporation";44;1,63;"JP"
"Kyocera Corporation";39;1,45;"JP"
"Abb Schweiz Ag";32;1,19;"CH"
"Mitsubishi Power Ltd";31;1,15;"JP"
"Vestas Wind Systems A/S";28;1,04;"DK"
"Nec Corporation";27;1;"JP"
"General Electric Technology Gmbh";25;0,93;"CH"
"Eon Sverige Ab";25;0,93;"SE"
"Abb Power Grids Switzerland Ag";24;0,89;"CH"
"State Grid Corporation Of China";24;0,89;"CN"
"Saudi Arabian Oil Company";15;0,56;"SA"
"Li Huayu";15;0,56;"CN"
"8 Rivers Capital Llc";14;0,52;"US"
"Ifp Energies Nouvelles";14;0,52;"FR"
"Wobben Properties Gmbh";14;0,52;"DE"
"Tsinghua University";13;0,48;"CN"
"The Chugoku Electric Power Co Inc";13;0,48;"JP"
"Korea Electric Power Corporation";13;0,48;"KR"
"Nr Electric Co Ltd";13;0,48;"CN"
"Mitsubishi Heavy Industries Engineering Ltd";12;0,45;"JP"
"Mitsubishi Heavy Industries Ltd";12;0,45;"JP"
"Kabushiki Kaisha Toshiba";12;0,45;"JP"
"Rosendahl Glenn Kenton";12;0,45;"CA"
"Mitsubishi Materials Corporation";12;0,45;"JP"
"Siemens Gamesa Renewable Energy A/S";12;0,45;"DK"
"Linde Aktiengesellschaft";11;0,41;"DE"
"Praxair Technology Inc";11;0,41;"US"
"Massachusetts Institute Of Technology";11;0,41;"US"
"Sma Solar Technology Ag";11;0,41;"DE"
"Nr Engineering Co Ltd";11;0,41;"CN"
"Toshiba Mitsubishi-Electric Industrial Systems Corporation";11;0,41;"JP"
"Fujikura Ltd";11;0,41;"JP"
"Total Raffinage Chimie";10;0,37;"FR"
"L'air Liquide Soci„©T„© Anonyme Pour L'etude Et L'exploitation Des Proc„©D„©S Georges Claude";10;0,37;"FR"
"Toshiba Energy Systems & Solutions Corporation";10;0,37;"JP"
"Exxonmobil Upstream Research Company";9;0,33;"US"
"Omron Corporation";9;0,33;"JP"
"Furukawa Electric Co Ltd";9;0,33;"JP"
"Eaton Intelligent Power Limited";9;0,33;"IE"
"Rolls-Royce Deutschland Ltd & Co Kg";9;0,33;"DE"
"Eaton Intelligent Power Limited";9;0,33;"SG"
