"reg","tech","count","rca","reldens","comp","dutch.reg"
"east","Macromolecular chemistry, polymers",158,1.75556962025316,74.8301265822785,2.35,"east"
"east","Materials, metallurgy",52,0.605576923076923,62.1442307692308,15.18,"east"
"east","Measurement",172,0.721627906976744,37.888488372093,55.7,"east"
"east","Mechanical elements",108,0.820092592592593,39.779537037037,18.34,"east"
"east","Medical technology",143,0.72048951048951,43.7822377622378,46.92,"east"
"east","Micro-structural and nano-technology",17,1.39764705882353,49.9417647058823,39.02,"east"
"east","Optics",36,0.575555555555556,34.15,44.4,"east"
"east","Organic fine chemistry",154,1.29590909090909,72.175974025974,28.6,"east"
"east","Other consumer goods",50,0.654,57.5304,24.43,"east"
"east","Other special machines",411,2.25656934306569,52.6749635036496,0,"east"
"east","Pharmaceuticals",189,1.61761904761905,80.0533333333333,46.22,"east"
"east","Semiconductors",40,1.3955,35.096,38.72,"east"
"east","Surface technology, coating",102,1.26666666666667,55.1839215686275,6.81,"east"
"east","Telecommunications",25,0.3296,6.8572,99.51,"east"
"east","Textile and paper machines",69,1.14391304347826,59.9713043478261,9.06,"east"
"east","Thermal processes and apparatus",128,2.13546875,36.10796875,19.47,"east"
"east","Transport",134,0.629402985074627,32.3958955223881,28.35,"east"
