"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL21","Analysis of biological materials",14,0.85,17.03,44.56,"east"
"NL22","Analysis of biological materials",33,1.03,51.37,44.56,"east"
"NL21","Audio-visual technology",11,0.45,15.55,79.82,"east"
"NL22","Audio-visual technology",17,0.36,21.28,79.82,"east"
"NL21","Basic communication processes",2,0.24,7.52,74.95,"east"
"NL22","Basic communication processes",13,0.79,15.04,74.95,"east"
"NL21","Basic materials chemistry",65,1.52,68,11.54,"east"
"NL22","Basic materials chemistry",103,1.24,76.52,11.54,"east"
"NL21","Biotechnology",16,0.4,31.11,42,"east"
"NL22","Biotechnology",170,2.22,79.08,42,"east"
"NL21","Chemical engineering",88,1.86,58.26,13.92,"east"
"NL22","Chemical engineering",105,1.15,63.55,13.92,"east"
"NL21","Civil engineering",93,2.26,51.43,18,"east"
"NL22","Civil engineering",132,1.66,41.07,18,"east"
"NL21","Computer technology",19,0.35,9.99,90.45,"east"
"NL22","Computer technology",44,0.41,13.43,90.45,"east"
"NL21","Control",10,0.31,23.61,58.99,"east"
"NL22","Control",19,0.3,22.52,58.99,"east"
"NL21","Digital communication",18,0.34,3.36,100,"east"
"NL22","Digital communication",22,0.21,3.67,100,"east"
"NL21","Electrical machinery, apparatus, energy",60,0.8,28.87,29.41,"east"
"NL22","Electrical machinery, apparatus, energy",73,0.51,30.21,29.41,"east"
"NL21","Engines, pumps, turbines",38,0.96,45.59,36.32,"east"
"NL22","Engines, pumps, turbines",26,0.34,32.67,36.32,"east"
"NL21","Environmental technology",29,1.45,53.85,23.27,"east"
"NL22","Environmental technology",64,1.65,54.39,23.27,"east"
"NL21","Food chemistry",17,1.14,51.86,23.41,"east"
"NL22","Food chemistry",134,4.65,87.26,23.41,"east"
"NL21","Furniture, games",31,1.25,49.37,21.01,"east"
"NL22","Furniture, games",48,1,43.2,21.01,"east"
"NL21","Green technologies",74,0.95,40.28,30.5,"east"
"NL22","Green technologies",140,0.93,45.46,30.5,"east"
"NL21","Handling",64,1.49,50.68,5.51,"east"
"NL22","Handling",138,1.66,46.93,5.51,"east"
"NL21","IT methods for management",1,0.08,11.61,66.85,"east"
"NL22","IT methods for management",10,0.42,12.13,66.85,"east"
"NL21","Machine tools",19,0.57,54.12,9.28,"east"
"NL22","Machine tools",37,0.58,47.6,9.28,"east"
"NL21","Macromolecular chemistry, polymers",74,2.25,71.72,2.35,"east"
"NL22","Macromolecular chemistry, polymers",84,1.32,77.57,2.35,"east"
"NL21","Materials, metallurgy",19,0.65,60.71,15.18,"east"
"NL22","Materials, metallurgy",33,0.58,62.97,15.18,"east"
"NL21","Measurement",62,0.76,21.51,55.7,"east"
"NL22","Measurement",110,0.7,47.12,55.7,"east"
"NL21","Mechanical elements",55,1.09,39.49,18.34,"east"
"NL22","Mechanical elements",53,0.54,40.08,18.34,"east"
"NL21","Medical technology",50,0.74,36.83,46.92,"east"
"NL22","Medical technology",93,0.71,47.52,46.92,"east"
"NL21","Micro-structural and nano-technology",5,1.2,31.13,39.02,"east"
"NL22","Micro-structural and nano-technology",12,1.48,57.78,39.02,"east"
"NL21","Optics",10,0.46,28.69,44.4,"east"
"NL22","Optics",26,0.62,36.25,44.4,"east"
"NL21","Organic fine chemistry",47,1.15,45.69,28.6,"east"
"NL22","Organic fine chemistry",107,1.36,83.81,28.6,"east"
"NL21","Other consumer goods",26,0.87,58.02,24.43,"east"
"NL22","Other consumer goods",24,0.42,57,24.43,"east"
"NL21","Other special machines",138,2.23,52.21,0,"east"
"NL22","Other special machines",273,2.27,52.91,0,"east"
"NL21","Pharmaceuticals",18,0.36,45.98,46.22,"east"
"NL22","Pharmaceuticals",171,1.75,83.64,46.22,"east"
"NL21","Semiconductors",3,0.23,34.8,38.72,"east"
"NL22","Semiconductors",37,1.49,35.12,38.72,"east"
"NL21","Surface technology, coating",41,1.47,53.94,6.81,"east"
"NL22","Surface technology, coating",61,1.13,56.02,6.81,"east"
"NL21","Telecommunications",13,0.44,6.55,99.51,"east"
"NL22","Telecommunications",12,0.21,7.19,99.51,"east"
"NL21","Textile and paper machines",24,1.17,58.98,9.06,"east"
"NL22","Textile and paper machines",45,1.13,60.5,9.06,"east"
"NL21","Thermal processes and apparatus",62,2.78,37.33,19.47,"east"
"NL22","Thermal processes and apparatus",66,1.53,34.96,19.47,"east"
"NL21","Transport",41,0.56,40.87,28.35,"east"
"NL22","Transport",93,0.66,28.66,28.35,"east"
"east","Analysis of biological materials",47,0.976382978723404,41.1410638297872,44.56,"east"
"east","Audio-visual technology",28,0.395357142857143,19.0289285714286,79.82,"east"
"east","Basic communication processes",15,0.716666666666667,14.0373333333333,74.95,"east"
"east","Basic materials chemistry",168,1.34833333333333,73.2235714285714,11.54,"east"
"east","Biotechnology",186,2.06344086021505,74.9535483870968,42,"east"
"east","Chemical engineering",193,1.47373056994819,61.1379792746114,13.92,"east"
"east","Civil engineering",225,1.908,45.3521333333333,18,"east"
"east","Computer technology",63,0.391904761904762,12.3925396825397,90.45,"east"
"east","Control",29,0.303448275862069,22.8958620689655,58.99,"east"
"east","Digital communication",40,0.2685,3.5305,100,"east"
"east","Electrical machinery, apparatus, energy",133,0.640827067669173,29.6054887218045,29.41,"east"
"east","Engines, pumps, turbines",64,0.708125,40.34125,36.32,"east"
"east","Environmental technology",93,1.58763440860215,54.2216129032258,23.27,"east"
"east","Food chemistry",151,4.25483443708609,83.2745695364239,23.41,"east"
"east","Furniture, games",79,1.09810126582278,45.6211392405063,21.01,"east"
"east","Green technologies",214,0.936915887850467,43.668785046729,30.5,"east"
"east","Handling",202,1.60613861386139,48.1181188118812,5.51,"east"
"east","IT methods for management",11,0.389090909090909,12.0827272727273,66.85,"east"
"east","Machine tools",56,0.576607142857143,49.8121428571429,9.28,"east"
