"id";"value";"share";"ctry"
"Batteries";12237;27,81;"JP"
"Batteries";9328;21,2;"EU"
"Green transports";9285;40,91;"EU"
"Air & Water pollution reduction";9261;32,23;"EU"
"Batteries";7104;16,15;"CN"
"Batteries";7024;15,96;"US"
"Air & Water pollution reduction";5967;20,77;"JP"
"Batteries";5904;13,42;"KR"
"Air & Water pollution reduction";5509;19,18;"US"
"Green transports";5384;23,72;"JP"
"Solar energy";5041;23,19;"EU"
"Solar energy";4999;23;"JP"
"Solar energy";4284;19,71;"US"
"Hydrogen";4267;27,69;"EU"
"Hydrogen";4086;26,52;"JP"
"Solar energy";3697;17,01;"CN"
"Green transports";3615;15,93;"US"
"Green buildings";3278;29,12;"EU"
"Air & Water pollution reduction";3229;11,24;"CN"
"Hydrogen";2974;19,3;"US"
"Wind energy";2852;57,86;"EU"
"Biofuels";2475;37,07;"EU"
"Waste management";2422;31,94;"EU"
"Green buildings";2355;20,92;"US"
"Green transports";2085;9,19;"CN"
"Green buildings";1995;17,72;"CN"
"Solar energy";1924;8,85;"KR"
"Air & Water pollution reduction";1832;6,38;"KR"
"Green buildings";1731;15,38;"JP"
"Biofuels";1719;25,75;"US"
"Waste management";1567;20,67;"US"
"Hydrogen";1321;8,57;"KR"
"Hydrogen";1266;8,22;"CN"
"Water related adaptation technologies";1245;34,84;"EU"
"Green transports";1084;4,78;"KR"
"Waste management";1056;13,93;"CN"
"Waste management";925;12,2;"JP"
"Water related adaptation technologies";900;25,19;"US"
"Efficient power & combustion";820;32,79;"EU"
"Green buildings";758;6,73;"KR"
"Biofuels";744;11,14;"JP"
"Other energy storage";726;31,68;"EU"
"Greenhouse gas capture";683;34,69;"US"
"Wind energy";659;13,37;"US"
"Batteries";588;1,34;"CA"
"Greenhouse gas capture";582;29,56;"EU"
"Efficient power & combustion";568;22,71;"JP"
"Marine & hydro energy";511;32,47;"EU"
"Nuclear energy";511;33,1;"US"
"Efficient power & combustion";506;20,23;"US"
"Air & Water pollution reduction";495;1,72;"CA"
"Biofuels";493;7,38;"CN"
"Other energy storage";489;21,34;"JP"
"Wind energy";479;9,72;"CN"
"Waste management";459;6,05;"KR"
"Air & Water pollution reduction";454;1,58;"IN"
"Other energy storage";440;19,2;"US"
"Water related adaptation technologies";418;11,7;"JP"
"Nuclear energy";365;23,64;"EU"
"Biofuels";344;5,15;"KR"
"Water related adaptation technologies";316;8,84;"CN"
"Hydrogen";306;1,99;"CA"
"Air & Water pollution reduction";305;1,06;"AU"
"Green transports";299;1,32;"CA"
"Wind energy";295;5,98;"JP"
"Batteries";282;0,64;"IN"
"Efficient power & combustion";276;11,04;"CN"
"Marine & hydro energy";253;16,07;"US"
"Hydrogen";252;1,64;"SA"
"Solar energy";246;1,13;"CA"
"Greenhouse gas capture";244;12,39;"JP"
"Waste management";241;3,18;"CA"
"Other energy storage";241;10,51;"CN"
"Batteries";237;0,54;"AU"
"Green transports";237;1,04;"IN"
"Air & Water pollution reduction";213;0,74;"IL"
"Air & Water pollution reduction";211;0,73;"SA"
"Solar energy";211;0,97;"IN"
"Solar energy";211;0,97;"AU"
"Green buildings";209;1,86;"CA"
"Batteries";207;0,47;"HK"
"Batteries";191;0,43;"IL"
"Marine & hydro energy";186;11,82;"CN"
"Biofuels";181;2,71;"CA"
"Hydrogen";179;1,16;"IN"
"Hydrogen";176;1,14;"AU"
"Marine & hydro energy";165;10,48;"JP"
"Wind energy";163;3,31;"KR"
"Marine & hydro energy";162;10,29;"KR"
"Nuclear energy";161;10,43;"JP"
"Nuclear energy";161;10,43;"KR"
"Waste management";159;2,1;"AU"
"Air & Water pollution reduction";152;0,53;"SG"
"Waste management";150;1,98;"IN"
"Solar energy";148;0,68;"SG"
"Other energy storage";148;6,46;"KR"
"Green buildings";148;1,31;"AU"
"Solar energy";144;0,66;"IL"
"Batteries";144;0,33;"SG"
"Air & Water pollution reduction";142;0,49;"TR"
"Air & Water pollution reduction";140;0,49;"BR"
"Air & Water pollution reduction";132;0,46;"RU"
"Biofuels";131;1,96;"IN"
"Nuclear energy";131;8,48;"CN"
"Green buildings";127;1,13;"IN"
"Nuclear energy";126;8,16;"RU"
"Green buildings";126;1,12;"TR"
"Efficient power & combustion";125;5;"KR"
"Batteries";118;0,27;"TW"
"Greenhouse gas capture";114;5,79;"KR"
"Water related adaptation technologies";112;3,13;"KR"
"Solar energy";109;0,5;"TW"
"Wind energy";106;2,15;"IN"
"Geothermal energy";105;36,97;"EU"
"Biofuels";104;1,56;"AU"
"Water related adaptation technologies";101;2,83;"IL"
"Hydrogen";94;0,61;"SG"
"Green buildings";94;0,83;"HK"
"Solar energy";91;0,42;"SA"
"Batteries";89;0,2;"TR"
"Hydrogen";88;0,57;"IL"
"Water related adaptation technologies";87;2,43;"CA"
"Solar energy";87;0,4;"MY"
"Solar energy";85;0,39;"HK"
"Waste management";84;1,11;"BR"
"Greenhouse gas capture";84;4,27;"CN"
"Green buildings";84;0,75;"IL"
"Water related adaptation technologies";82;2,29;"AU"
"Green transports";82;0,36;"AU"
"Solar energy";79;0,36;"RU"
"Waste management";77;1,02;"RU"
"Air & Water pollution reduction";76;0,26;"HK"
"Biofuels";74;1,11;"BR"
"Green transports";74;0,33;"BR"
"Batteries";72;0,16;"SA"
"Greenhouse gas capture";71;3,61;"SA"
"Green transports";69;0,3;"RU"
"Solar energy";68;0,31;"TR"
"Air & Water pollution reduction";66;0,23;"ME"
"Wind energy";66;1,34;"CA"
"Batteries";66;0,15;"RU"
"Greenhouse gas capture";65;3,3;"CA"
"Green transports";64;0,28;"HK"
"Biofuels";61;0,91;"SA"
"Batteries";61;0,14;"NZ"
"Green transports";58;0,26;"TR"
"Hydrogen";57;0,37;"RU"
"Geothermal energy";56;19,72;"US"
"Air & Water pollution reduction";55;0,19;"CL"
"Biofuels";55;0,82;"IL"
"Green transports";55;0,24;"IL"
"Waste management";52;0,69;"IL"
"Air & Water pollution reduction";51;0,18;"ZA"
"Green buildings";50;0,44;"SG"
"Nuclear energy";49;3,17;"CA"
