"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL21","A01B",1,0.44,29.05,54.69,"east"
"NL22","A01B",2,0.44,42.97,54.69,"east"
"NL21","A01C",1,0.53,45.23,58.42,"east"
"NL22","A01C",16,4.3,60.06,58.42,"east"
"NL21","A01D",2,0.59,49.49,49.51,"east"
"NL22","A01D",1,0.15,19.31,49.51,"east"
"NL21","A01F",4,2.58,34.04,51.74,"east"
"NL22","A01F",1,0.33,22.87,51.74,"east"
"NL21","A01G",4,1.46,52.56,39.29,"east"
"NL22","A01G",16,2.96,55.4,39.29,"east"
"NL22","A01H",21,14.58,90.85,38.15,"east"
"NL21","A01J",23,37.6,57.81,53.28,"east"
"NL22","A01J",18,14.91,66.88,53.28,"east"
"NL21","A01K",23,6.94,38.6,25.71,"east"
"NL22","A01K",50,7.65,59.14,25.71,"east"
"NL22","A01M",4,1.3,48.23,42.14,"east"
"NL21","A01N",5,0.65,39.47,21.63,"east"
"NL22","A01N",20,1.32,77.1,21.63,"east"
"NL22","A01P",1,3.4,94.84,41.01,"east"
"NL22","A21B",3,3.39,60.05,59.39,"east"
"NL21","A21C",1,1.81,62.14,58.22,"east"
"NL22","A21C",6,5.49,85.56,58.22,"east"
"NL21","A21D",2,1.95,61.76,41.76,"east"
"NL22","A21D",5,2.47,89.6,41.76,"east"
"NL22","A22B",7,13.57,76.14,35.14,"east"
"NL22","A22C",26,13.09,82.72,33.59,"east"
"NL21","A23B",2,2.56,48.09,33.15,"east"
"NL22","A23B",9,5.85,75.38,33.15,"east"
"NL21","A23C",3,1.68,58.87,29.67,"east"
"NL22","A23C",28,7.93,92.12,29.67,"east"
"NL21","A23D",1,1.09,54.48,38.94,"east"
"NL22","A23D",7,3.88,95.34,38.94,"east"
"NL21","A23F",1,1.28,78.57,37.46,"east"
"NL22","A23F",7,4.52,77.27,37.46,"east"
"NL21","A23G",3,1.74,68.95,37.59,"east"
"NL22","A23G",11,3.22,82.19,37.59,"east"
"NL21","A23J",2,2.33,63.62,28.7,"east"
"NL22","A23J",11,6.49,92.77,28.7,"east"
"NL21","A23K",3,1.24,51.27,28.04,"east"
"NL22","A23K",18,3.78,85.84,28.04,"east"
"NL21","A23L",7,0.79,66.09,23.61,"east"
"NL22","A23L",77,4.39,85.02,23.61,"east"
"NL21","A23N",1,2.7,68.81,44.4,"east"
"NL21","A23P",4,2.52,68.5,39.58,"east"
"NL22","A23P",22,7.03,86.93,39.58,"east"
"NL21","A23V",6,1.03,53.43,21.95,"east"
"NL22","A23V",60,5.23,88.66,21.95,"east"
"NL22","A23Y",8,9.23,93.18,34.38,"east"
"NL21","A24B",1,0.72,60.2,31.52,"east"
"NL21","A24C",5,4.32,29.98,40.04,"east"
"NL21","A24D",1,0.76,67.34,36.86,"east"
"NL21","A24F",13,4.08,31.57,30.35,"east"
"NL22","A24F",2,0.32,12.63,30.35,"east"
"NL21","A41D",2,1.35,25,40.54,"east"
"NL22","A41D",2,0.68,18.75,40.54,"east"
"NL21","A41G",1,13.25,23.28,50.23,"east"
"NL22","A42B",1,0.82,13.25,42.52,"east"
"NL22","A43B",1,0.33,37.54,45.79,"east"
"NL21","A43D",1,3.27,23.2,45.42,"east"
"NL22","A43D",1,1.66,16.89,45.42,"east"
"NL21","A45B",1,5.55,44.35,51.57,"east"
"NL21","A45D",1,0.37,36.58,37.31,"east"
"NL22","A46B",1,0.32,12.87,45.43,"east"
"NL21","A47B",5,1.38,47.7,52.72,"east"
"NL22","A47B",6,0.84,49.39,52.72,"east"
"NL21","A47C",1,0.5,35.25,46.07,"east"
"NL22","A47C",5,1.26,48,46.07,"east"
"NL22","A47D",1,2.09,53.92,43.76,"east"
"NL21","A47F",2,1.63,44.04,50.2,"east"
"NL22","A47F",3,1.24,26.02,50.2,"east"
"NL21","A47G",4,2.78,42.49,38.77,"east"
"NL21","A47H",1,9.39,55.5,54.96,"east"
"NL22","A47H",1,4.76,48.33,54.96,"east"
"NL21","A47J",9,1.38,59.78,44.57,"east"
"NL22","A47J",20,1.55,52.4,44.57,"east"
"NL21","A47K",3,1.96,58.75,44.27,"east"
"NL22","A47K",2,0.66,56.01,44.27,"east"
"NL21","A47L",2,0.41,40.63,54.15,"east"
"NL22","A47L",5,0.52,38.1,54.15,"east"
"NL21","A61B",26,0.9,15.73,14.45,"east"
"NL22","A61B",41,0.72,17.86,14.45,"east"
"NL21","A61C",2,0.48,21.7,37.44,"east"
"NL22","A61C",4,0.49,18.46,37.44,"east"
"NL22","A61D",1,1.21,41.98,41.08,"east"
"NL21","A61F",12,0.98,27.74,29.07,"east"
"NL22","A61F",15,0.62,33.08,29.07,"east"
"NL21","A61G",3,1.56,30.03,39.53,"east"
"NL22","A61G",8,2.11,42.01,39.53,"east"
"NL22","A61H",2,0.58,23.75,39.14,"east"
"NL21","A61J",2,0.8,47.25,42.53,"east"
"NL22","A61J",1,0.2,46.76,42.53,"east"
"NL21","A61K",18,0.35,24.55,7.31,"east"
"NL22","A61K",157,1.52,71.12,7.31,"east"
"NL21","A61L",8,0.99,42.93,25.22,"east"
"NL22","A61L",21,1.32,51.41,25.22,"east"
"NL21","A61M",14,0.81,31.25,27.55,"east"
"NL22","A61M",13,0.38,23.38,27.55,"east"
"NL21","A61N",2,0.36,14.64,21.36,"east"
"NL22","A61N",9,0.83,20.1,21.36,"east"
"NL21","A61P",7,0.18,18.75,7.52,"east"
"NL22","A61P",130,1.67,81.25,7.52,"east"
"NL21","A61Q",1,0.11,36.33,17.91,"east"
"NL22","A61Q",5,0.27,74.83,17.91,"east"
"NL22","A62B",1,0.47,30.24,40.23,"east"
"NL21","A62C",2,1.54,50.28,42.81,"east"
"NL22","A62C",8,3.12,52.11,42.81,"east"
"NL22","A62D",1,3.36,56.09,39.39,"east"
"NL21","A63B",1,0.46,25.29,34.76,"east"
"NL22","A63B",4,0.93,18.76,34.76,"east"
"NL21","A63C",1,1.29,37.79,46.31,"east"
"NL22","A63C",2,1.31,28.7,46.31,"east"
"NL21","A63F",1,0.98,19.75,27,"east"
"NL22","A63F",2,1,7.64,27,"east"
"NL21","A63H",3,5.05,16.63,31.6,"east"
"NL21","B01D",22,1.41,58.86,35.02,"east"
"NL22","B01D",38,1.24,47.74,35.02,"east"
"NL21","B01F",14,3.85,55.63,43.18,"east"
"NL22","B01F",8,1.11,46.68,43.18,"east"
"NL21","B01J",29,2.11,66.56,24.31,"east"
"NL22","B01J",20,0.74,56.38,24.31,"east"
"NL21","B01L",11,2.41,41.65,28.92,"east"
"NL22","B01L",8,0.89,45.06,28.92,"east"
"NL22","B02C",3,0.89,40.59,57.7,"east"
"NL21","B03B",1,3.51,59.42,45.81,"east"
"NL21","B03C",2,2.58,57.11,53.92,"east"
"NL22","B03C",1,0.65,47.7,53.92,"east"
"NL22","B03D",4,7.37,46.56,49.26,"east"
"NL21","B04C",1,2.76,52.63,48.22,"east"
"NL22","B04C",1,1.4,34.21,48.22,"east"
"NL21","B05B",8,1.6,47.8,44.87,"east"
"NL22","B05B",9,0.91,47.41,44.87,"east"
"NL21","B05C",2,1.22,50.93,56.94,"east"
"NL22","B05C",7,2.17,40.32,56.94,"east"
"NL21","B05D",9,2.72,54.47,48.19,"east"
"NL22","B05D",10,1.53,51.17,48.19,"east"
"NL22","B06B",2,1.05,20.21,46.81,"east"
"NL21","B07B",3,4.38,57.37,57.59,"east"
"NL21","B07C",1,1.02,41.21,45.97,"east"
"NL22","B07C",6,3.12,42.58,45.97,"east"
"NL21","B08B",3,0.95,47.06,46.39,"east"
"NL22","B08B",6,0.97,44.66,46.39,"east"
"NL21","B09B",3,4.42,50.93,38.04,"east"
"NL22","B09B",2,1.49,47.5,38.04,"east"
"NL22","B09C",1,2.59,67,37.66,"east"
"NL21","B21B",1,0.78,12.86,62.04,"east"
"NL22","B21B",1,0.4,21.9,62.04,"east"
"NL21","B21D",2,0.57,27.35,63.07,"east"
"NL22","B21D",4,0.58,25.74,63.07,"east"
"NL22","B22D",1,0.26,13.83,60.8,"east"
"NL21","B22F",3,0.59,50.74,46.35,"east"
"NL22","B22F",1,0.1,15.93,46.35,"east"
"NL21","B23B",3,1.16,24.92,66.48,"east"
"NL22","B23B",3,0.59,11.1,66.48,"east"
"NL22","B23C",1,0.53,12.21,69.62,"east"
"NL21","B23D",2,1.44,42.03,70.58,"east"
"NL22","B23D",2,0.73,12.23,70.58,"east"
"NL21","B23H",1,3.97,18.37,62.69,"east"
"NL22","B23H",1,2.01,5.31,62.69,"east"
"NL21","B23K",2,0.28,31.29,58.61,"east"
"NL22","B23K",10,0.7,23.49,58.61,"east"
"NL21","B23P",1,0.38,28.57,61.06,"east"
