"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL21","A01",55,2.46,43.78,71.85,"east"
"NL22","A01",133,3.13,61,71.85,"east"
"NL21","A21",3,1.66,69.71,86.55,"east"
"NL22","A21",13,3.79,86.57,86.55,"east"
"NL22","A22",30,13.89,77.55,78.48,"east"
"NL21","A23",16,1.18,52.8,68.1,"east"
"NL22","A23",111,4.32,84,68.1,"east"
"NL21","A24",14,3,41.69,61.94,"east"
"NL22","A24",2,0.23,54.22,61.94,"east"
"NL21","A41",3,1.58,35.91,77.43,"east"
"NL22","A41",2,0.56,42.26,77.43,"east"
"NL22","A42",1,0.83,29.75,68.08,"east"
"NL21","A43",1,0.58,61.76,73.11,"east"
"NL22","A43",1,0.31,50.53,73.11,"east"
"NL21","A45",2,0.48,35.83,66.17,"east"
"NL22","A46",1,0.32,47.19,71.86,"east"
"NL21","A47",25,1.23,53.32,84.05,"east"
"NL22","A47",42,1.09,49.74,84.05,"east"
"NL21","A61",64,0.54,35.42,50.73,"east"
"NL22","A61",253,1.13,50.47,50.73,"east"
"NL21","A62",2,0.8,60.31,64.68,"east"
"NL22","A62",10,2.1,40.47,64.68,"east"
"NL21","A63",6,1.31,26.33,54.42,"east"
"NL22","A63",6,0.69,29.86,54.42,"east"
"NL21","B01",71,2.14,53.73,70.09,"east"
"NL22","B01",72,1.15,49.2,70.09,"east"
"NL22","B02",3,0.92,62.71,89.99,"east"
"NL21","B03",3,2.36,59.51,76.29,"east"
"NL22","B03",5,2.07,58.52,76.29,"east"
"NL21","B04",1,0.97,71.27,72.73,"east"
"NL22","B04",1,0.51,67.64,72.73,"east"
"NL21","B05",17,1.92,49.36,88.62,"east"
"NL22","B05",24,1.43,49.89,88.62,"east"
"NL22","B06",2,1.09,36.22,60.67,"east"
"NL21","B07",4,2.48,47.9,88.89,"east"
"NL22","B07",6,1.96,55.37,88.89,"east"
"NL21","B08",3,0.95,54.02,84.31,"east"
"NL22","B08",6,1.01,52.23,84.31,"east"
"NL21","B09",3,3.64,59.72,75.31,"east"
"NL22","B09",3,1.92,56.16,75.31,"east"
"NL21","B21",3,0.46,35.68,90.56,"east"
"NL22","B21",5,0.4,36.07,90.56,"east"
"NL21","B22",3,0.4,39.85,79.04,"east"
"NL22","B22",2,0.14,20.09,79.04,"east"
"NL21","B23",9,0.56,28.29,84.39,"east"
"NL22","B23",17,0.56,24.6,84.39,"east"
"NL21","B24",1,0.35,24.9,90.05,"east"
"NL22","B24",1,0.19,31.47,90.05,"east"
"NL21","B25",5,0.51,33.17,72.38,"east"
"NL22","B25",12,0.65,30.58,72.38,"east"
"NL21","B26",2,0.57,40.19,87.64,"east"
"NL22","B26",11,1.65,47.41,87.64,"east"
"NL21","B27",1,0.37,56.77,82.43,"east"
"NL22","B27",2,0.39,47.61,82.43,"east"
"NL21","B28",3,0.95,42.13,81.26,"east"
"NL22","B28",5,0.84,28.24,81.26,"east"
"NL21","B29",47,1.7,51.82,100,"east"
"NL22","B29",73,1.39,37.33,100,"east"
"NL21","B30",4,2.29,44.2,92.61,"east"
"NL21","B31",4,2.37,62.63,97.73,"east"
"NL22","B31",6,1.87,70.7,97.73,"east"
"NL21","B32",23,1.57,52.77,91.63,"east"
"NL22","B32",33,1.19,50.04,91.63,"east"
"NL21","B33",14,1.78,32.47,76.57,"east"
"NL22","B33",10,0.67,32.58,76.57,"east"
"NL21","B41",1,0.17,42.86,81.62,"east"
"NL22","B41",11,1,40.7,81.62,"east"
"NL21","B44",1,0.64,44.53,89.83,"east"
"NL22","B44",1,0.34,41.24,89.83,"east"
"NL21","B60",27,0.54,29.78,66.07,"east"
"NL22","B60",61,0.65,24.22,66.07,"east"
"NL21","B61",1,0.19,39.43,68.26,"east"
"NL22","B61",2,0.2,32.54,68.26,"east"
"NL21","B62",6,0.51,34.21,66.86,"east"
"NL22","B62",21,0.94,25.62,66.86,"east"
"NL21","B63",7,1.49,40.27,62.52,"east"
"NL22","B63",14,1.57,32.63,62.52,"east"
"NL21","B64",3,0.31,35.2,54.03,"east"
"NL22","B64",4,0.22,23.38,54.03,"east"
"NL21","B65",55,1.79,54.26,92.34,"east"
"NL22","B65",121,2.07,50.53,92.34,"east"
"NL21","B66",6,0.79,49.69,76.22,"east"
"NL22","B66",13,0.9,43.06,76.22,"east"
"NL21","B67",4,1.56,61.15,80.08,"east"
"NL22","B67",3,0.62,61.4,80.08,"east"
"NL22","B68",1,1.57,68.15,76.76,"east"
"NL21","B81",2,1.31,20.18,68.81,"east"
"NL22","B81",9,3.11,15.9,68.81,"east"
"NL21","B82",3,1.1,49.41,59.08,"east"
"NL22","B82",3,0.58,41.37,59.08,"east"
"NL21","C01",13,1.45,56.67,68.63,"east"
"NL22","C01",15,0.88,46.32,68.63,"east"
"NL21","C02",11,2.16,68.19,71.6,"east"
"NL22","C02",27,2.79,62.89,71.6,"east"
"NL21","C03",2,0.43,50.5,86.19,"east"
"NL22","C03",5,0.57,48.15,86.19,"east"
"NL21","C04",3,0.46,49.17,68.74,"east"
"NL22","C04",5,0.4,37.68,68.74,"east"
"NL21","C05",3,2.06,71.17,74.41,"east"
"NL22","C05",6,2.17,67.79,74.41,"east"
"NL21","C07",49,1,37.3,55.24,"east"
"NL22","C07",172,1.84,71.13,55.24,"east"
"NL21","C08",81,2.31,63.07,90.78,"east"
"NL22","C08",90,1.35,63.07,90.78,"east"
"NL21","C09",40,1.87,54.84,86.4,"east"
"NL22","C09",46,1.13,50.45,86.4,"east"
"NL21","C10",13,2.07,56.67,70.64,"east"
"NL22","C10",11,0.92,59.17,70.64,"east"
"NL21","C11",7,0.88,60.96,70.97,"east"
"NL22","C11",25,1.65,73.98,70.97,"east"
"NL21","C12",14,0.45,37.03,51.97,"east"
"NL22","C12",137,2.35,71.02,51.97,"east"
"NL21","C13",1,2.7,59.76,73.83,"east"
"NL22","C13",4,5.69,78.11,73.83,"east"
"NL22","C14",1,1.38,48.13,84.31,"east"
"NL22","C21",8,1.35,11.19,88.54,"east"
"NL22","C22",8,0.73,33.94,70.72,"east"
"NL21","C23",5,0.7,36.56,72.95,"east"
"NL22","C23",13,0.95,31.27,72.95,"east"
"NL21","C25",3,0.82,37.48,68.66,"east"
"NL22","C25",5,0.72,31.07,68.66,"east"
"NL21","C30",1,1.35,35.63,65.36,"east"
"NL21","D01",7,2.35,80.09,90,"east"
"NL22","D01",9,1.59,75.72,90,"east"
"NL21","D02",2,2.18,68.68,99.27,"east"
"NL22","D02",2,1.15,68.68,99.27,"east"
"NL21","D03",1,0.91,76.19,90.6,"east"
"NL21","D04",6,1.99,67.72,88.22,"east"
"NL22","D04",6,1.05,64.82,88.22,"east"
"NL21","D06",8,1.22,59.33,90.36,"east"
"NL22","D06",9,0.73,66.98,90.36,"east"
"NL22","D07",3,2.65,56.03,93.95,"east"
"NL21","D10",7,3.33,64.46,91.65,"east"
"NL22","D10",6,1.5,60.65,91.65,"east"
"NL21","D21",9,2.1,69.6,78.04,"east"
"NL22","D21",18,2.21,60.49,78.04,"east"
