"source","target","weight"
0,0,21
1,1,16
2,2,14
0,1,3
0,1,3
0,81,2
0,185,2
2,188,2
1,59,2
0,58,1
0,43,1
0,17,1
0,2,1
0,44,1
0,189,1
0,260,1
0,2,1
2,108,1
1,2,1
2,257,1
2,185,1
2,260,1
2,263,1
1,43,1
1,17,1
1,123,1
1,2,1
1,132,1
1,61,1
1,140,1
1,81,1
1,257,1
1,185,1
1,138,1
