"source","target","weight"
0,0,63
1,1,10
1,98,6
2,186,4
0,99,2
0,188,2
2,2,2
1,2,2
1,113,2
1,2,2
1,186,2
0,98,1
0,100,1
0,96,1
0,2,1
0,189,1
2,95,1
0,2,1
2,28,1
2,79,1
2,80,1
2,82,1
2,26,1
2,189,1
2,3,1
1,262,1
1,3,1
3,95,1
3,113,1
3,82,1
2,3,1
3,186,1
1,3,1
