"source","target","weight"
0,0,9
1,1,4
2,44,2
2,182,2
2,2,2
2,185,2
1,140,1
1,123,1
1,73,1
1,138,1
1,51,1
1,126,1
1,262,1
0,1,1
1,2,1
1,183,1
0,57,1
0,93,1
0,28,1
0,78,1
0,71,1
0,1,1
0,88,1
0,2,1
0,188,1
0,112,1
0,183,1
1,2,1
0,2,1
2,183,1
