"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL11","A01",15,1.74,44.85,71.85,"north"
"NL12","A01",33,4.39,44.53,71.85,"north"
"NL13","A01",2,0.51,47.5,71.85,"north"
"NL11","A21",4,5.74,70,86.55,"north"
"NL11","A22",3,6.84,62.24,78.48,"north"
"NL12","A22",1,2.61,72.79,78.48,"north"
"NL13","A22",1,5.05,70.07,78.48,"north"
"NL11","A23",32,6.13,65.3,68.1,"north"
"NL12","A23",13,2.86,41.12,68.1,"north"
"NL13","A23",11,4.67,50.93,68.1,"north"
"NL12","A24",3,1.91,34.88,61.94,"north"
"NL11","A47",3,0.38,28.96,84.05,"north"
"NL12","A47",4,0.59,33.65,84.05,"north"
"NL13","A47",4,1.13,40.29,84.05,"north"
"NL11","A61",101,2.23,48.35,50.73,"north"
"NL12","A61",9,0.23,38.92,50.73,"north"
"NL13","A61",17,0.83,33.15,50.73,"north"
"NL12","A62",1,1.19,38.13,64.68,"north"
"NL13","A62",1,2.29,35.8,64.68,"north"
"NL11","A63",1,0.57,19.26,54.42,"north"
"NL12","A63",2,1.3,24.38,54.42,"north"
"NL11","B01",8,0.63,45.7,70.09,"north"
"NL12","B01",20,1.8,49.27,70.09,"north"
"NL13","B01",6,1.04,44.36,70.09,"north"
"NL11","B03",1,2.04,29.63,76.29,"north"
"NL11","B05",1,0.29,31.45,88.62,"north"
"NL12","B05",2,0.67,44.78,88.62,"north"
"NL13","B05",3,1.95,44.99,88.62,"north"
"NL13","B06",1,5.94,21.98,60.67,"north"
"NL12","B07",1,1.84,43.93,88.89,"north"
"NL13","B07",2,7.11,46.96,88.89,"north"
"NL11","B08",1,0.82,31.7,84.31,"north"
"NL12","B08",1,0.95,35.57,84.31,"north"
"NL13","B08",2,3.65,49.85,84.31,"north"
"NL13","B09",1,6.97,56.64,75.31,"north"
"NL11","B21",1,0.4,27.47,90.56,"north"
"NL11","B22",4,1.39,11.29,79.04,"north"
"NL13","B22",2,1.54,25.62,79.04,"north"
"NL11","B23",1,0.16,20.91,84.39,"north"
"NL12","B23",1,0.19,45.59,84.39,"north"
"NL12","B24",1,1.05,41.24,90.05,"north"
"NL12","B25",4,1.22,44.51,72.38,"north"
"NL13","B25",1,0.59,33.17,72.38,"north"
"NL11","B26",5,3.7,33.75,87.64,"north"
"NL12","B26",5,4.24,48.19,87.64,"north"
"NL13","B26",6,9.84,33.75,87.64,"north"
"NL12","B27",1,1.1,53.59,82.43,"north"
"NL12","B28",2,1.89,33.8,81.26,"north"
"NL13","B28",1,1.82,41.05,81.26,"north"
"NL11","B29",6,0.56,29.04,100,"north"
"NL12","B29",6,0.64,40.91,100,"north"
"NL13","B29",8,1.66,37.27,100,"north"
"NL11","B30",1,1.49,25.38,92.61,"north"
"NL13","B30",2,6.58,46.17,92.61,"north"
"NL11","B31",2,3.07,54.57,97.73,"north"
"NL12","B31",9,15.85,67.47,97.73,"north"
"NL11","B32",5,0.89,27.41,91.63,"north"
"NL12","B32",8,1.62,43.13,91.63,"north"
"NL13","B32",2,0.78,44.34,91.63,"north"
"NL12","B33",1,0.38,29.65,76.57,"north"
"NL12","B41",1,0.51,34.23,81.62,"north"
"NL13","B44",1,3.7,30.29,89.83,"north"
"NL11","B60",3,0.16,12.36,66.07,"north"
"NL12","B60",3,0.18,26.97,66.07,"north"
"NL13","B60",4,0.46,23.22,66.07,"north"
"NL11","B62",4,0.89,12.08,66.86,"north"
"NL12","B62",3,0.76,32.75,66.86,"north"
"NL13","B62",1,0.49,26.64,66.86,"north"
"NL11","B63",2,1.1,12.87,62.52,"north"
"NL12","B63",6,3.8,50.15,62.52,"north"
"NL11","B65",27,2.28,32.92,92.34,"north"
"NL12","B65",42,4.06,45.61,92.34,"north"
"NL13","B65",19,3.55,43.87,92.34,"north"
"NL12","B66",10,3.91,52.62,76.22,"north"
"NL13","B66",2,1.51,34.72,76.22,"north"
"NL11","B67",1,1.01,38.1,80.08,"north"
"NL13","B67",1,2.25,59.4,80.08,"north"
"NL11","B82",4,3.8,34.71,59.08,"north"
"NL11","C01",1,0.29,42.76,68.63,"north"
"NL12","C01",5,1.66,53.68,68.63,"north"
"NL11","C02",2,1.02,35.64,71.6,"north"
"NL12","C02",18,10.49,57.58,71.6,"north"
"NL13","C02",3,3.38,57.88,71.6,"north"
"NL11","C03",1,0.56,32.72,86.19,"north"
"NL13","C03",3,3.73,34.23,86.19,"north"
"NL11","C04",2,0.8,30.91,68.74,"north"
"NL11","C05",1,1.78,49.39,74.41,"north"
"NL13","C05",1,3.95,50.61,74.41,"north"
"NL11","C07",36,1.9,62.78,55.24,"north"
"NL12","C07",4,0.24,53.83,55.24,"north"
"NL13","C07",7,0.82,42.87,55.24,"north"
"NL11","C08",25,1.85,39.53,90.78,"north"
"NL12","C08",15,1.27,50.46,90.78,"north"
"NL13","C08",11,1.8,48.34,90.78,"north"
"NL11","C09",17,2.06,38.1,86.4,"north"
"NL12","C09",16,2.22,46.73,86.4,"north"
"NL13","C09",7,1.88,43.3,86.4,"north"
"NL11","C10",7,2.89,35.83,70.64,"north"
"NL12","C10",3,1.42,60.5,70.64,"north"
"NL13","C10",3,2.74,51.5,70.64,"north"
"NL11","C11",1,0.32,62.92,70.97,"north"
"NL13","C11",2,1.44,57.04,70.97,"north"
"NL11","C12",38,3.2,61.49,51.97,"north"
"NL12","C12",22,2.13,30.75,51.97,"north"
"NL13","C12",6,1.12,28.19,51.97,"north"
"NL12","C22",2,1.03,25.45,70.72,"north"
"NL11","C23",2,0.72,21.82,72.95,"north"
"NL12","C23",1,0.41,37.91,72.95,"north"
"NL13","C23",1,0.8,26.32,72.95,"north"
"NL11","C25",1,0.71,25.24,68.66,"north"
"NL12","C25",7,5.69,41.55,68.66,"north"
"NL12","D01",1,1,53.54,90,"north"
"NL13","D01",2,3.86,25.04,90,"north"
"NL12","D04",4,3.94,52.46,88.22,"north"
"NL11","D06",2,0.79,21.21,90.36,"north"
"NL12","D07",6,29.88,50.16,93.95,"north"
"NL12","D10",1,1.41,43.39,91.65,"north"
"NL11","D21",4,2.42,37.5,78.04,"north"
"NL12","D21",8,5.54,57.72,78.04,"north"
"NL13","D21",1,1.34,42.28,78.04,"north"
"NL11","E01",2,1.15,10.89,77.27,"north"
"NL12","E01",1,0.66,52.15,77.27,"north"
"NL12","E02",5,3.64,54.82,77.38,"north"
"NL13","E02",4,5.62,47.47,77.38,"north"
"NL11","E03",1,0.74,27.39,80.38,"north"
"NL12","E03",1,0.85,43.04,80.38,"north"
"NL13","E03",5,8.19,61.09,80.38,"north"
"NL11","E04",5,1,17.54,73.78,"north"
"NL12","E04",8,1.83,42.5,73.78,"north"
"NL13","E04",5,2.21,48.31,73.78,"north"
"NL11","E05",1,0.29,11.96,83.75,"north"
"NL12","E05",1,0.33,22.33,83.75,"north"
"NL11","E06",2,0.99,15.21,78.07,"north"
"NL13","E06",2,2.19,41.43,78.07,"north"
"NL11","E21",1,0.45,24.3,63.73,"north"
"NL12","E21",7,3.61,50.7,63.73,"north"
"NL13","E21",6,5.98,48.43,63.73,"north"
"NL11","F01",2,0.31,11.7,58.59,"north"
"NL11","F02",1,0.18,14.13,61.53,"north"
"NL13","F02",1,0.4,30.7,61.53,"north"
"NL11","F03",3,0.99,8.65,54.46,"north"
"NL12","F03",2,0.76,42.94,54.46,"north"
"NL11","F04",1,0.26,12.68,77.3,"north"
"NL12","F04",4,1.19,24.71,77.3,"north"
"NL13","F04",5,2.86,29.54,77.3,"north"
"NL11","F05",4,0.7,8.79,59.83,"north"
"NL12","F05",3,0.6,34.18,59.83,"north"
"NL13","F05",1,0.39,27.5,59.83,"north"
"NL12","F15",2,1.85,46.05,75.97,"north"
"NL13","F15",1,1.78,49.01,75.97,"north"
"NL11","F16",10,0.56,16.87,80.18,"north"
"NL12","F16",8,0.52,39.86,80.18,"north"
"NL13","F16",9,1.12,34.77,80.18,"north"
"NL12","F17",1,1.25,52.29,69.53,"north"
"NL11","F21",1,0.31,25.35,80.11,"north"
"NL12","F21",2,0.72,17.73,80.11,"north"
"NL11","F23",9,5.4,30.35,77.48,"north"
"NL12","F23",2,1.37,30.69,77.48,"north"
"NL13","F23",18,23.9,37.94,77.48,"north"
"NL11","F24",5,1.18,27.59,78.93,"north"
"NL12","F24",2,0.54,39.29,78.93,"north"
"NL13","F24",6,3.14,43.6,78.93,"north"
"NL12","F25",3,1.51,34.85,70.67,"north"
"NL12","F26",1,2.19,46.77,86.16,"north"
"NL11","F27",1,1.37,23.47,91.01,"north"
"NL11","F28",6,2.66,27.24,76.58,"north"
"NL13","F28",2,1.96,35.29,76.58,"north"
"NL12","F41",1,1.34,20.48,77.69,"north"
"NL11","G01",25,0.82,29.41,38.84,"north"
"NL12","G01",20,0.75,31.47,38.84,"north"
"NL13","G01",13,0.94,24.91,38.84,"north"
"NL11","G02",17,2.61,14.6,52.7,"north"
"NL12","G02",2,0.35,15.69,52.7,"north"
"NL13","G02",2,0.68,17.28,52.7,"north"
"NL11","G04",2,1.39,8.72,56.37,"north"
"NL12","G05",8,1.26,29.68,58,"north"
"NL13","G05",1,0.3,22.61,58,"north"
"NL11","G06",5,0.22,18.38,9.2,"north"
"NL12","G06",15,0.74,17.56,9.2,"north"
"NL12","G07",1,0.42,17.2,50.39,"north"
"NL12","G08",2,0.65,19.17,37.7,"north"
"NL12","G09",1,0.56,20.87,35.98,"north"
