"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL21","A45C",0,0,38.04,57.99,"east"
"NL21","A45D",1,0.58,27.08,54.31,"east"
"NL22","A45D",0,0,23.44,54.31,"east"
"NL22","A45F",0,0,22.77,58.57,"east"
"NL21","A45F",1,2.11,16.64,58.57,"east"
"NL22","A46B",0,0,14.91,58.86,"east"
"NL21","A46B",0,0,17.37,58.86,"east"
"NL22","A46D",0,0,13.02,75.92,"east"
"NL21","A46D",0,0,13.8,75.92,"east"
"NL22","A47B",5,0.76,44.12,58.04,"east"
"NL21","A47B",2,0.68,41.59,58.04,"east"
"NL21","A47C",3,2.05,19.92,57.08,"east"
"NL22","A47C",13,4,50.56,57.08,"east"
"NL21","A47D",0,0,48.05,61.45,"east"
"NL22","A47D",1,2.26,26.73,61.45,"east"
"NL22","A47F",3,1.49,24.92,63.87,"east"
"NL21","A47F",2,2.2,25.57,63.87,"east"
"NL21","A47G",6,4.73,43.17,50.39,"east"
"NL22","A47G",1,0.36,50.3,50.39,"east"
"NL22","A47H",0,0,41.03,71.95,"east"
"NL21","A47H",0,0,55.13,71.95,"east"
"NL22","A47J",18,1.52,49.86,48.47,"east"
"NL21","A47J",8,1.5,56.3,48.47,"east"
"NL21","A47K",4,3.03,55.02,56.87,"east"
"NL22","A47K",2,0.68,40.74,56.87,"east"
"NL22","A47L",3,0.33,28.09,70.52,"east"
"NL21","A47L",3,0.73,27.37,70.52,"east"
"NL22","A61B",39,0.68,20.29,34.37,"east"
"NL21","A61B",14,0.54,24.14,34.37,"east"
"NL21","A61C",1,0.28,24.66,44.91,"east"
"NL22","A61C",1,0.13,21.21,44.91,"east"
"NL22","A61D",2,3.04,48.33,51.34,"east"
"NL21","A61D",0,0,39.33,51.34,"east"
"NL22","A61F",26,1.13,32.42,40.15,"east"
"NL21","A61F",8,0.77,40.59,40.15,"east"
"NL22","A61G",7,2.11,30.98,52.47,"east"
"NL21","A61G",1,0.67,36.96,52.47,"east"
"NL22","A61H",2,0.61,26.77,48.86,"east"
"NL21","A61H",0,0,38.39,48.86,"east"
"NL22","A61J",2,0.45,43.28,50.45,"east"
"NL21","A61J",0,0,56.07,50.45,"east"
"NL21","A61K",24,0.54,34.35,25.81,"east"
"NL22","A61K",135,1.36,75.19,25.81,"east"
"NL22","A61L",32,2.19,57.08,41.09,"east"
"NL21","A61L",10,1.52,45.95,41.09,"east"
"NL21","A61M",16,1.17,31.97,43.68,"east"
"NL22","A61M",11,0.36,34.24,43.68,"east"
"NL21","A61N",0,0,21.46,36.91,"east"
"NL22","A61N",2,0.19,26.3,36.91,"east"
"NL22","A61P",102,1.4,86.07,26.25,"east"
"NL21","A61P",11,0.33,34.56,26.25,"east"
"NL21","A61Q",0,0,37.47,40.29,"east"
"NL22","A61Q",14,0.94,79.24,40.29,"east"
"NL21","A62B",0,0,36.57,54.41,"east"
"NL22","A62B",0,0,34.45,54.41,"east"
"NL22","A62C",4,1.52,46.61,53.97,"east"
"NL21","A62C",2,1.68,44,53.97,"east"
"NL22","A62D",1,4.1,54.37,59.31,"east"
"NL21","A62D",0,0,50.95,59.31,"east"
"NL22","A63B",1,0.27,22.83,44.93,"east"
"NL21","A63B",4,2.4,14.14,44.93,"east"
"NL22","A63C",1,0.94,27.2,58,"east"
"NL21","A63C",0,0,34.4,58,"east"
"NL22","A63D",0,0,15.79,62.36,"east"
"NL21","A63D",0,0,32.63,62.36,"east"
"NL22","A63F",3,1.61,10.34,45.79,"east"
"NL21","A63F",0,0,22.99,45.79,"east"
"NL22","A63G",2,3.49,32.01,64.07,"east"
"NL21","A63G",0,0,25.66,64.07,"east"
"NL22","A63H",0,0,32.8,48.25,"east"
"NL21","A63H",1,2.69,22.13,48.25,"east"
"NL22","A63J",0,0,26.49,59.35,"east"
"NL21","A63J",0,0,17.55,59.35,"east"
"NL21","A63K",0,0,46,62.89,"east"
"NL22","A63K",0,0,19,62.89,"east"
"NL21","B01B",0,0,62.24,64.38,"east"
"NL22","B01B",0,0,41.96,64.38,"east"
"NL21","B01D",21,1.68,55.8,44.94,"east"
"NL22","B01D",31,1.12,47.89,44.94,"east"
"NL21","B01F",7,2.56,50.83,49.81,"east"
"NL22","B01F",6,0.99,48.39,49.81,"east"
"NL22","B01J",19,0.91,58.07,40.98,"east"
"NL21","B01J",13,1.38,66.45,40.98,"east"
"NL21","B01L",6,1.49,45.89,42.87,"east"
"NL22","B01L",5,0.56,45.52,42.87,"east"
"NL21","B02B",0,0,35.19,100,"east"
"NL22","B02B",0,0,60.19,100,"east"
"NL21","B02C",1,0.76,50.61,69.87,"east"
"NL22","B02C",1,0.34,48.67,69.87,"east"
"NL21","B03B",0,0,56.36,68.08,"east"
"NL22","B03B",1,2.39,59.09,68.08,"east"
"NL22","B03C",4,3.14,44.77,55.85,"east"
"NL21","B03C",3,5.23,58.35,55.85,"east"
"NL21","B03D",0,0,60.67,70.31,"east"
"NL22","B03D",3,7.24,64.44,70.31,"east"
"NL22","B04B",0,0,39.33,61.99,"east"
"NL21","B04B",0,0,42.38,61.99,"east"
"NL22","B04C",0,0,43.73,62.77,"east"
"NL21","B04C",0,0,42.86,62.77,"east"
"NL22","B05B",10,1.13,41.87,60.02,"east"
"NL21","B05B",7,1.75,49.68,60.02,"east"
"NL21","B05C",0,0,44.62,71.08,"east"
"NL22","B05C",7,2.51,41.26,71.08,"east"
"NL21","B05D",0,0,49.3,57.07,"east"
"NL22","B05D",4,0.79,46.29,57.07,"east"
"NL21","B06B",0,0,22.98,61.44,"east"
"NL22","B06B",1,0.5,30.19,61.44,"east"
"NL22","B07B",5,3.92,49.34,65.74,"east"
"NL21","B07B",1,1.74,29.28,65.74,"east"
"NL22","B07C",4,2.41,50.77,62.02,"east"
"NL21","B07C",0,0,32.23,62.02,"east"
"NL21","B08B",0,0,41.28,61.24,"east"
"NL22","B08B",8,1.35,37.21,61.24,"east"
"NL22","B09B",4,2.95,50.78,54.22,"east"
"NL21","B09B",4,6.53,53.66,54.22,"east"
"NL21","B09C",0,0,58.17,56.37,"east"
"NL22","B09C",2,7.81,57.77,56.37,"east"
"NL21","B21B",0,0,21.34,70.18,"east"
"NL22","B21B",0,0,17.07,70.18,"east"
"NL21","B21C",0,0,38.63,70.45,"east"
"NL22","B21C",0,0,29.25,70.45,"east"
"NL22","B21D",4,0.79,26.54,70.01,"east"
"NL21","B21D",5,2.18,33.15,70.01,"east"
"NL22","B21F",1,1.26,26.42,71.63,"east"
"NL21","B21F",0,0,32.26,71.63,"east"
"NL22","B21G",0,0,57.29,75.26,"east"
"NL21","B21G",0,0,26.13,75.26,"east"
"NL22","B21H",0,0,30.14,82.51,"east"
"NL21","B21H",0,0,49.59,82.51,"east"
"NL22","B21J",1,0.89,29.38,76.92,"east"
"NL21","B21J",1,1.98,37.01,76.92,"east"
"NL22","B21K",1,1.88,9.83,80.84,"east"
"NL21","B21K",1,4.17,38.19,80.84,"east"
"NL21","B21L",0,0,47.8,87.12,"east"
"NL22","B21L",0,0,22.01,87.12,"east"
"NL22","B22C",1,0.79,21.57,68.42,"east"
"NL21","B22C",1,1.74,33.82,68.42,"east"
"NL21","B22D",0,0,42.78,70.28,"east"
"NL22","B22D",1,0.32,11.07,70.28,"east"
"NL22","B22F",3,0.27,13.72,59.15,"east"
"NL21","B22F",6,1.19,53.27,59.15,"east"
"NL21","B23B",1,0.55,27.64,67.42,"east"
"NL22","B23B",2,0.49,9.7,67.42,"east"
"NL22","B23C",0,0,15.85,70.26,"east"
"NL21","B23C",1,1.5,16.16,70.26,"east"
"NL22","B23D",0,0,20.25,69.08,"east"
"NL21","B23D",1,0.77,15.36,69.08,"east"
"NL22","B23F",0,0,1.12,87.31,"east"
"NL21","B23F",0,0,14.61,87.31,"east"
"NL21","B23G",0,0,28.45,88.94,"east"
"NL22","B23G",0,0,9.48,88.94,"east"
"NL22","B23H",2,4.1,6.74,70.45,"east"
"NL21","B23H",2,9.09,29.59,70.45,"east"
"NL22","B23K",8,0.59,22.81,66.94,"east"
"NL21","B23K",8,1.3,39.26,66.94,"east"
"NL22","B23P",1,0.26,16.37,65.71,"east"
"NL21","B23P",1,0.57,39.86,65.71,"east"
"NL22","B23Q",0,0,13.1,70.36,"east"
"NL21","B23Q",2,0.71,25.04,70.36,"east"
"NL22","B24B",0,0,15.44,75.19,"east"
"NL21","B24B",1,0.58,17.38,75.19,"east"
"NL21","B24C",0,0,42.31,68.61,"east"
"NL22","B24C",0,0,32.69,68.61,"east"
"NL21","B24D",0,0,21.3,70.4,"east"
"NL22","B24D",0,0,9.33,70.4,"east"
"NL22","B25B",4,0.96,19.91,67.88,"east"
"NL21","B25B",0,0,28.1,67.88,"east"
"NL22","B25C",2,3.02,34.71,76.84,"east"
"NL21","B25C",0,0,15.29,76.84,"east"
"NL22","B25D",1,0.8,15.29,74.87,"east"
"NL21","B25D",0,0,15.91,74.87,"east"
"NL21","B25F",0,0,12.68,76.24,"east"
"NL22","B25F",1,0.3,14.99,76.24,"east"
"NL22","B25G",0,0,9.28,68.41,"east"
"NL21","B25G",0,0,17.18,68.41,"east"
"NL22","B25H",0,0,22.88,68.68,"east"
"NL21","B25H",1,1.73,27.38,68.68,"east"
"NL22","B25J",10,0.89,30.55,52.89,"east"
"NL21","B25J",9,1.78,25.15,52.89,"east"
"NL22","B26B",1,0.38,18.87,44.69,"east"
"NL21","B26B",0,0,13.77,44.69,"east"
"NL22","B26D",10,2.42,49.96,61.15,"east"
"NL21","B26D",1,0.54,45.33,61.15,"east"
"NL22","B26F",3,2.04,48.23,64.15,"east"
"NL21","B26F",1,1.51,25.48,64.15,"east"
"NL22","B27B",0,0,23.73,80.84,"east"
"NL21","B27B",0,0,13.67,80.84,"east"
"NL22","B27C",0,0,25.61,83.22,"east"
"NL21","B27C",0,0,45.44,83.22,"east"
"NL22","B27D",0,0,43.78,84.54,"east"
"NL21","B27D",1,2.39,33.54,84.54,"east"
"NL21","B27F",0,0,47.01,79.58,"east"
"NL22","B27F",1,3.37,21.65,79.58,"east"
"NL21","B27G",0,0,29,81.5,"east"
"NL22","B27G",1,1.35,14.85,81.5,"east"
"NL21","B27H",0,0,44.09,71.08,"east"
"NL22","B27H",0,0,48.64,71.08,"east"
"NL21","B27J",0,0,22.54,48.67,"east"
"NL22","B27J",0,0,42.25,48.67,"east"
"NL21","B27K",0,0,49.29,53.34,"east"
"NL22","B27K",1,1.48,49.29,53.34,"east"
"NL21","B27L",0,0,24.52,81.81,"east"
"NL22","B27L",0,0,40.6,81.81,"east"
"NL22","B27M",0,0,35.28,79.66,"east"
"NL21","B27M",1,2.65,22.73,79.66,"east"
"NL21","B27N",0,0,53.38,63.02,"east"
"NL22","B27N",2,1.22,45.54,63.02,"east"
"NL22","B28B",4,1.14,23.09,55.51,"east"
"NL21","B28B",1,0.63,63.16,55.51,"east"
"NL22","B28C",0,0,33.57,70.39,"east"
"NL21","B28C",0,0,71.68,70.39,"east"
"NL22","B28D",0,0,19.35,75.05,"east"
"NL21","B28D",0,0,18.09,75.05,"east"
"NL22","B29B",3,0.51,62.6,58.81,"east"
"NL21","B29B",3,1.12,71.49,58.81,"east"
"NL22","B29C",36,0.86,48.97,58.75,"east"
"NL21","B29C",42,2.22,63.96,58.75,"east"
"NL22","B29D",34,4.27,38.09,57.48,"east"
"NL21","B29D",5,1.39,51.73,57.48,"east"
"NL22","B29K",17,1.15,50.04,58.59,"east"
"NL21","B29K",8,1.2,70.31,58.59,"east"
"NL21","B29L",12,1.65,60.99,61.54,"east"
"NL22","B29L",21,1.3,41.73,61.54,"east"
"NL22","B30B",0,0,48.65,64.61,"east"
"NL21","B30B",0,0,48.01,64.61,"east"
"NL22","B31B",1,0.64,78.71,66.09,"east"
"NL21","B31B",4,5.64,71.03,66.09,"east"
"NL22","B31C",0,0,52.78,62.13,"east"
"NL21","B31C",0,0,57.14,62.13,"east"
"NL22","B31D",2,2.84,48.89,73.86,"east"
"NL21","B31D",1,3.15,59.36,73.86,"east"
"NL22","B31F",1,1.09,53.33,72.94,"east"
"NL21","B31F",1,2.41,54,72.94,"east"
"NL22","B32B",28,1.22,46.65,56.85,"east"
"NL21","B32B",17,1.64,52.16,56.85,"east"
"NL21","B33Y",25,2.84,57.29,55.81,"east"
"NL22","B33Y",11,0.56,27.04,55.81,"east"
"NL22","B41C",0,0,67.69,67.53,"east"
"NL21","B41C",0,0,11.08,67.53,"east"
"NL22","B41D",0,0,81.88,50.94,"east"
"NL21","B41D",0,0,6.71,50.94,"east"
"NL22","B41F",5,1.76,52.59,67.6,"east"
"NL21","B41F",0,0,17.82,67.6,"east"
"NL22","B41J",0,0,40.9,65,"east"
"NL21","B41J",4,1.93,20.04,65,"east"
"NL22","B41K",1,10.25,21.68,64.76,"east"
"NL21","B41K",0,0,13.72,64.76,"east"
"NL22","B41L",0,0,56.1,57.71,"east"
"NL21","B41L",0,0,21.14,57.71,"east"
"NL22","B41M",1,0.25,40.75,61.8,"east"
"NL21","B41M",0,0,35.53,61.8,"east"
"NL22","B41N",1,2.54,35.34,69.81,"east"
"NL21","B41N",0,0,7.28,69.81,"east"
"NL21","B41P",0,0,9.07,68.48,"east"
"NL22","B41P",4,4.26,68.51,68.48,"east"
"NL21","B42B",0,0,0,78.28,"east"
"NL22","B42B",0,0,7.43,78.28,"east"
"NL21","B42C",0,0,11.33,73.83,"east"
"NL22","B42C",0,0,29.78,73.83,"east"
"NL21","B42D",0,0,21.48,56.66,"east"
"NL22","B42D",1,0.26,23.4,56.66,"east"
"NL21","B42F",0,0,3.54,74.37,"east"
"NL22","B42F",0,0,1.27,74.37,"east"
"NL21","B42P",0,0,0,72.45,"east"
"NL22","B42P",0,0,5.47,72.45,"east"
"NL22","B43K",0,0,25.97,61.28,"east"
"NL21","B43K",0,0,21.82,61.28,"east"
"NL22","B43L",0,0,19.5,62.17,"east"
"NL21","B43L",0,0,33.69,62.17,"east"
"NL22","B43M",0,0,17.86,86.47,"east"
"NL21","B43M",0,0,4.08,86.47,"east"
"NL22","B44B",1,1.89,24.38,74.3,"east"
"NL21","B44B",0,0,30.54,74.3,"east"
"NL21","B44C",0,0,32.89,65.73,"east"
"NL22","B44C",1,0.45,32.57,65.73,"east"
"NL22","B44D",1,5.02,12.67,65.12,"east"
"NL21","B44D",1,11.14,31.51,65.12,"east"
"NL21","B44F",0,0,26.12,66.82,"east"
"NL22","B44F",0,0,26.12,66.82,"east"
"NL21","B60B",4,3.28,33.53,66.6,"east"
"NL22","B60B",5,1.85,22.41,66.6,"east"
"NL21","B60C",16,5.03,59.63,56.32,"east"
"NL22","B60C",4,0.57,50.71,56.32,"east"
"NL21","B60D",0,0,41.78,65.61,"east"
"NL22","B60D",1,0.53,14.79,65.61,"east"
"NL21","B60F",0,0,37.62,61.24,"east"
"NL22","B60F",1,7.69,33.17,61.24,"east"
"NL21","B60G",9,4.95,50,66.4,"east"
"NL22","B60G",16,3.97,37.1,66.4,"east"
"NL21","B60H",0,0,44.3,61.29,"east"
"NL22","B60H",2,0.42,34.72,61.29,"east"
"NL22","B60J",10,2.38,38.2,61.98,"east"
"NL21","B60J",0,0,34.47,61.98,"east"
"NL22","B60K",7,0.44,14.24,57.26,"east"
"NL21","B60K",0,0,19.99,57.26,"east"
"NL22","B60L",9,0.55,17.38,55.46,"east"
"NL21","B60L",1,0.14,15.42,55.46,"east"
"NL21","B60M",0,0,12.54,65.7,"east"
"NL22","B60M",1,1.23,19.12,65.7,"east"
"NL22","B60N",0,0,31.77,64.22,"east"
"NL21","B60N",0,0,29.43,64.22,"east"
"NL22","B60P",3,0.78,31.83,59.99,"east"
"NL21","B60P",3,1.74,30.11,59.99,"east"
"NL21","B60Q",0,0,14.06,61.95,"east"
"NL22","B60Q",0,0,14.29,61.95,"east"
"NL21","B60R",0,0,22.15,59.4,"east"
"NL22","B60R",7,0.38,20.71,59.4,"east"
"NL21","B60S",0,0,31.26,54.85,"east"
"NL22","B60S",0,0,31.43,54.85,"east"
"NL22","B60T",3,0.36,14.24,59.7,"east"
"NL21","B60T",1,0.27,18.63,59.7,"east"
"NL21","B60V",0,0,23.48,76.45,"east"
"NL22","B60V",0,0,17.39,76.45,"east"
"NL22","B60W",1,0.08,6.4,52.32,"east"
"NL21","B60W",0,0,12.61,52.32,"east"
"NL22","B60Y",3,0.35,17.72,65.86,"east"
"NL21","B60Y",1,0.26,20.22,65.86,"east"
"NL22","B61B",3,3.62,36.89,65.73,"east"
"NL21","B61B",0,0,17.42,65.73,"east"
"NL22","B61C",0,0,22.3,69.44,"east"
"NL21","B61C",0,0,24.43,69.44,"east"
"NL21","B61D",1,0.61,31.31,67.69,"east"
"NL22","B61D",0,0,27.32,67.69,"east"
"NL22","B61F",0,0,29.45,69.04,"east"
"NL21","B61F",1,1.98,30.34,69.04,"east"
"NL21","B61G",1,3.21,36.04,76.17,"east"
"NL22","B61G",0,0,11.69,76.17,"east"
"NL21","B61H",0,0,11.31,70.39,"east"
"NL22","B61H",0,0,11.61,70.39,"east"
"NL22","B61J",0,0,31.82,67.32,"east"
"NL21","B61J",0,0,24.03,67.32,"east"
"NL21","B61K",0,0,13.56,72.42,"east"
"NL22","B61K",0,0,25.56,72.42,"east"
"NL21","B61L",1,0.58,11.16,63.67,"east"
"NL22","B61L",0,0,22.85,63.67,"east"
"NL21","B62B",2,2.02,30.29,60.67,"east"
"NL22","B62B",2,0.91,42.31,60.67,"east"
"NL21","B62D",8,1.2,28.95,62.62,"east"
"NL22","B62D",9,0.61,25.7,62.62,"east"
"NL22","B62H",1,1.13,51.03,62.64,"east"
"NL21","B62H",0,0,10.08,62.64,"east"
"NL22","B62J",9,2.88,39.69,57.85,"east"
"NL21","B62J",0,0,11.04,57.85,"east"
"NL22","B62K",7,2.19,42.19,54.31,"east"
"NL21","B62K",1,0.69,15.29,54.31,"east"
"NL21","B62L",0,0,8.29,72.52,"east"
"NL22","B62L",0,0,47.79,72.52,"east"
"NL21","B62M",0,0,10.25,54.62,"east"
"NL22","B62M",2,0.77,57.07,54.62,"east"
"NL21","B63B",8,2.98,42.27,38.57,"east"
"NL22","B63B",9,1.51,40.74,38.57,"east"
"NL21","B63C",0,0,38.49,50.69,"east"
"NL22","B63C",0,0,34.43,50.69,"east"
"NL21","B63G",0,0,29.57,50.99,"east"
"NL22","B63G",0,0,28.49,50.99,"east"
"NL21","B63H",3,3.29,43.13,53.33,"east"
"NL22","B63H",4,1.98,41.21,53.33,"east"
"NL21","B63J",1,4.37,57.89,56.12,"east"
"NL22","B63J",2,3.94,53.8,56.12,"east"
"NL21","B64B",0,0,16.89,51.26,"east"
"NL22","B64B",0,0,16.89,51.26,"east"
"NL21","B64C",1,0.21,18.01,45.42,"east"
"NL22","B64C",3,0.29,16.65,45.42,"east"
"NL22","B64D",1,0.08,14.49,45.93,"east"
"NL21","B64D",0,0,16.1,45.93,"east"
"NL22","B64F",0,0,14.25,51.97,"east"
"NL21","B64F",1,0.67,22.22,51.97,"east"
"NL22","B64G",0,0,14.72,52.14,"east"
"NL21","B64G",0,0,19.22,52.14,"east"
"NL22","B64U",0,0,12.45,53.38,"east"
"NL21","B64U",1,0.75,14.11,53.38,"east"
"NL22","B65B",18,1.58,49.01,56.88,"east"
"NL21","B65B",12,2.34,47.2,56.88,"east"
"NL22","B65C",1,0.85,41.04,74.33,"east"
"NL21","B65C",0,0,33.58,74.33,"east"
"NL21","B65D",38,3.41,60.21,47.14,"east"
"NL22","B65D",43,1.74,48.85,47.14,"east"
"NL21","B65F",1,1.91,47.02,53.74,"east"
"NL22","B65F",9,7.77,46.71,53.74,"east"
"NL22","B65G",40,2.43,41.8,61.65,"east"
"NL21","B65G",7,0.94,35.7,61.65,"east"
"NL22","B65H",15,1.97,35.51,68.91,"east"
"NL21","B65H",1,0.29,33.7,68.91,"east"
"NL22","B66B",0,0,22.08,56.04,"east"
"NL21","B66B",0,0,25.85,56.04,"east"
"NL22","B66C",6,1.31,24.05,59.09,"east"
"NL21","B66C",2,0.97,31.88,59.09,"east"
"NL22","B66D",0,0,40.85,64.56,"east"
"NL21","B66D",0,0,24.14,64.56,"east"
"NL22","B66F",4,0.96,31.91,64.96,"east"
"NL21","B66F",1,0.53,29.65,64.96,"east"
"NL22","B67B",0,0,38.01,55.85,"east"
"NL21","B67B",0,0,37.2,55.85,"east"
"NL21","B67C",0,0,43.64,70.44,"east"
"NL22","B67C",1,0.59,41.88,70.44,"east"
"NL22","B67D",1,0.38,47.79,53.19,"east"
"NL21","B67D",2,1.7,50,53.19,"east"
"NL22","B68B",0,0,84.23,68.71,"east"
"NL21","B68B",0,0,13.39,68.71,"east"
"NL22","B68C",1,5.59,17.71,69.56,"east"
"NL21","B68C",0,0,15.36,69.56,"east"
"NL22","B68F",0,0,75.44,75.53,"east"
"NL21","B68F",0,0,9.36,75.53,"east"
"NL22","B68G",2,8.63,68.65,83.75,"east"
"NL21","B68G",0,0,56.43,83.75,"east"
"NL22","B81B",4,1.82,45.04,57.29,"east"
"NL21","B81B",0,0,51.94,57.29,"east"
"NL22","B81C",4,2.37,51.08,62.27,"east"
"NL21","B81C",2,2.62,21.52,62.27,"east"
"NL21","B82B",0,0,51.6,47.49,"east"
"NL22","B82B",0,0,57.98,47.49,"east"
"NL22","B82Y",7,1.34,45.04,41.9,"east"
"NL21","B82Y",4,1.7,53.82,41.9,"east"
"NL22","C01B",21,2.06,40.69,36.67,"east"
"NL21","C01B",13,2.83,68.47,36.67,"east"
"NL22","C01C",0,0,52.29,57.2,"east"
"NL21","C01C",1,2.81,68.57,57.2,"east"
"NL22","C01D",0,0,47.98,57.86,"east"
"NL21","C01D",1,4.4,62.62,57.86,"east"
"NL22","C01F",0,0,42.39,51.06,"east"
"NL21","C01F",1,1.57,63.32,51.06,"east"
"NL22","C01G",1,0.42,42.75,50.37,"east"
"NL21","C01G",2,1.87,65.52,50.37,"east"
"NL22","C01P",6,1.04,31.89,48.17,"east"
"NL21","C01P",9,3.45,74.93,48.17,"east"
"NL22","C02F",18,1.92,58.1,44.19,"east"
"NL21","C02F",9,2.13,64.12,44.19,"east"
"NL21","C03B",0,0,33.86,58.59,"east"
"NL22","C03B",0,0,25.32,58.59,"east"
"NL21","C03C",1,0.35,47.66,51.92,"east"
"NL22","C03C",4,0.63,37.62,51.92,"east"
"NL21","C04B",6,1.18,53.64,50.51,"east"
"NL22","C04B",11,0.98,39.89,50.51,"east"
"NL21","C05B",1,5.35,38.71,65.2,"east"
"NL22","C05B",1,2.41,90.55,65.2,"east"
"NL21","C05C",0,0,49.92,57.09,"east"
"NL22","C05C",1,1.05,82.71,57.09,"east"
"NL22","C05D",1,1.2,81.85,53.1,"east"
