"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"49167";"Taiwan (TW)";"China (CN)";2;50;1,31;0,21;7,84;"Recycling"
"38646";"Taiwan (TW)";"China (CN)";3;8,11;0,12;0,24;16,25;"Wind Energy"
"231103";"Taiwan (TW)";"China (CN)";13;22,03;0,13;0,22;35,3;"High-Performance Computing (HPC)"
"28349";"Taiwan (TW)";"China (CN)";2;13,33;0,24;0,14;7,81;"Biomaterials"
"49636";"Taiwan (TW)";"China (CN)";2;6,67;0,02;0,07;25,62;"Generative AI"
"37739";"Taiwan (TW)";"China (CN)";3;8,57;0,05;0,12;22,12;"Software Engineering & System Development"
"73417";"Taiwan (TW)";"China (CN)";12;11,88;0,06;0,13;28,25;"Computer Vision, Language Processing & Object Recognition"
"35038";"Taiwan (TW)";"China (CN)";24;12,18;0,19;0,38;24,09;"Semiconductors/Chips"
"25447";"Taiwan (TW)";"China (CN)";12;20,34;0,17;0,29;35,18;"Cloud Computing & Edge Computing"
"26340";"Taiwan (TW)";"China (CN)";8;30,77;0,19;0,18;29,33;"Internet of Things (IoT)"
"15549";"Taiwan (TW)";"China (CN)";11;15,71;0,19;0,43;34,92;"Satellite Connectivity"
"23038";"Taiwan (TW)";"China (CN)";60;27,78;0,29;0,4;39,16;"Mobile Networks (5G/6G)"
"17539";"Taiwan (TW)";"China (CN)";2;10,53;0,05;0,14;28,76;"Quantum Technologies"
"26030";"Taiwan (TW)";"China (CN)";2;22,22;0,05;0,05;23,47;"Drones"
"6448";"Taiwan (TW)";"China (CN)";6;8,82;0,03;0,1;29,98;"Artificial Intelligence"
"85112";"Taiwan (TW)";"China (CN)";45;16,36;0,13;0,24;31,07;"Cybersecurity Technologies"
"16625";"Taiwan (TW)";"China (CN)";1;5,88;0,03;0,15;28,42;"Blockchain Technologies"
"36817";"Taiwan (TW)";"China (CN)";2;5,88;0,03;0,12;24,21;"Robotics"
"31916";"Taiwan (TW)";"China (CN)";3;13,04;0,06;0,11;23,26;"Heat Pumps"
"7393";"Taiwan (TW)";"China (CN)";18;12,77;0,1;0,19;23,88;"Battery"
"43512";"Taiwan (TW)";"China (CN)";18;9,42;0,19;0,56;28,01;"Solar Energy"
"7721";"Taiwan (TW)";"China (CN)";25;11,06;0,24;0,42;19,17;"Hydrogen Fuel Cells"
