"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"2773";"Devon (UKK4)";"United States (US)";3;37,5;0,1;0,05;20,1;"Wind Energy"
"28297";"Devon (UKK4)";"United States (US)";4;400;0,03;0;32,18;"Generative AI"
"221313";"Devon (UKK4)";"United States (US)";3;100;0,04;0,01;28,7;"Software Engineering & System Development"
"4112";"Devon (UKK4)";"United States (US)";4;57,14;0,02;0,01;29,03;"Computer Vision, Language Processing & Object Recognition"
"149510";"Devon (UKK4)";"United States (US)";1;33,33;0,03;0,02;24,83;"Internet of Things (IoT)"
"114911";"Devon (UKK4)";"United States (US)";1;50;0,02;0,01;25,88;"Satellite Connectivity"
"152114";"Devon (UKK4)";"United States (US)";1;50;0,01;0;25,1;"Mobile Networks (5G/6G)"
"396210";"Devon (UKK4)";"United States (US)";5;166,67;0,02;0;30,44;"Artificial Intelligence"
"5055";"Devon (UKK4)";"United States (US)";4;66,67;0,01;0,01;28,6;"Cybersecurity Technologies"
"25285";"Devon (UKK4)";"United States (US)";1;7,14;0,01;0,05;24,18;"Robotics"
"25674";"Devon (UKK4)";"United States (US)";4;100;0,12;0,02;15,99;"Heat Pumps"
"54572";"Devon (UKK4)";"United States (US)";1;9,09;0,01;0,01;16,24;"Battery"
"49213";"Devon (UKK4)";"United States (US)";3;75;0,03;0,01;18,08;"Hydrogen Fuel Cells"
