"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"2807";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";7;35;0,23;0,13;20,1;"Wind Energy"
"159319";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";3;13,04;0,04;0,08;30,76;"High-Performance Computing (HPC)"
"178215";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";14;66,67;0,39;0,19;33,24;"Biomaterials"
"28487";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";32;38,55;0,24;0,2;32,18;"Generative AI"
"218010";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";25;78,12;0,31;0,11;28,7;"Software Engineering & System Development"
"4191";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";54;40;0,25;0,18;29,03;"Computer Vision, Language Processing & Object Recognition"
"254311";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";12;12,12;0,12;0,19;19,68;"Semiconductors/Chips"
"65121";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";3;50;0,64;0,28;22,38;"Green Consumer Goods"
"73316";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";11;57,89;1,15;0,46;23,05;"Carbon Capture & Storage"
"156511";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";12;133,33;0,2;0,04;29,4;"Cloud Computing & Edge Computing"
"148411";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";7;58,33;0,2;0,08;24,83;"Internet of Things (IoT)"
"116711";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";11;137,5;0,26;0,05;25,88;"Satellite Connectivity"
"150211";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";31;442,86;0,23;0,01;25,1;"Mobile Networks (5G/6G)"
"16468";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";3;11,11;0,08;0,16;23,57;"Drones"
"39784";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";50;40,65;0,24;0,18;30,44;"Artificial Intelligence"
"5104";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";82;94,25;0,26;0,08;28,6;"Cybersecurity Technologies"
"10576";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";13;260;0,32;0,05;36,27;"Blockchain Technologies"
"24165";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";6;31,58;0,09;0,07;24,18;"Robotics"
"25184";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";5;16,13;0,15;0,15;15,99;"Heat Pumps"
"54772";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";28;18,42;0,23;0,2;16,24;"Battery"
"31162";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";19;26,03;0,33;0,21;17,07;"Solar Energy"
"49801";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"United States (US)";41;35,04;0,42;0,22;18,08;"Hydrogen Fuel Cells"
