"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"2743";"Kazakhstan (KZ)";"United States (US)";1;33,33;0,03;0,02;20,1;"Wind Energy"
"50521";"Kazakhstan (KZ)";"United States (US)";1;25;0,01;0,01;18,08;"Hydrogen Fuel Cells"
