"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"27230";"Småland med öarna (SE21)";"China (CN)";4;6,15;0,1;0,39;23,47;"Drones"
"31416";"Småland med öarna (SE21)";"China (CN)";2;33,33;0,04;0,03;23,26;"Heat Pumps"
