"";"from";"to";"collab";"from_pct_col";"to_pct_col";"exp_from";"exp_to";"domain"
"160318";"Thüringen (DEG0)";"United States (US)";2;33,33;0,02;0,02;30,76;"High-Performance Computing (HPC)"
"295212";"Thüringen (DEG0)";"United States (US)";2;12,5;0,01;0,04;32,18;"Generative AI"
"4225";"Thüringen (DEG0)";"United States (US)";4;9,76;0,02;0,05;29,03;"Computer Vision, Language Processing & Object Recognition"
"25758";"Thüringen (DEG0)";"United States (US)";10;28,57;0,1;0,07;19,68;"Semiconductors/Chips"
"156412";"Thüringen (DEG0)";"United States (US)";1;33,33;0,02;0,01;29,4;"Cloud Computing & Edge Computing"
"148510";"Thüringen (DEG0)";"United States (US)";1;33,33;0,03;0,02;24,83;"Internet of Things (IoT)"
"112411";"Thüringen (DEG0)";"United States (US)";14;1400;0,33;0,01;25,88;"Satellite Connectivity"
"146311";"Thüringen (DEG0)";"United States (US)";28;700;0,21;0,01;25,1;"Mobile Networks (5G/6G)"
"95212";"Thüringen (DEG0)";"United States (US)";1;20;0,02;0,04;29,78;"Quantum Technologies"
"39364";"Thüringen (DEG0)";"United States (US)";4;14,29;0,02;0,04;30,44;"Artificial Intelligence"
"4994";"Thüringen (DEG0)";"United States (US)";11;84,62;0,03;0,01;28,6;"Cybersecurity Technologies"
"24785";"Thüringen (DEG0)";"United States (US)";1;9,09;0,01;0,04;24,18;"Robotics"
"54232";"Thüringen (DEG0)";"United States (US)";1;2,33;0,01;0,06;16,24;"Battery"
"32062";"Thüringen (DEG0)";"United States (US)";1;3,03;0,02;0,1;17,07;"Solar Energy"
"49291";"Thüringen (DEG0)";"United States (US)";2;6,45;0,02;0,06;18,08;"Hydrogen Fuel Cells"
