"id";"value";"share";"ctry"
"Rwe Renewables Gmbh";21;3,11;"DE"
"Siemens Gamesa Renewable Energy A/S";19;2,81;"DK"
"Itrec Bv";13;1,92;"NL"
"Makani Technologies Llc";11;1,63;"US"
"Dalian University Of Technology";11;1,63;"CN"
"Aerodyn Consulting Singapore Pte Ltd";10;1,48;"SG"
"Deme Offshore Be Nv";9;1,33;"BE"
"Naval Energies";9;1,33;"FR"
"Vestas Offshore Wind A/S";9;1,33;"DK"
"Esteyco Sa";7;1,04;"ES"
"Ifp Energies Nouvelles";6;0,89;"FR"
"Lone Gull Holdings Ltd";6;0,89;"US"
"Ã˜Rsted Wind Power A/S";6;0,89;"DK"
"Vestas Wind Systems A/S";6;0,89;"DK"
"Exxonmobil Upstream Research Company";5;0,74;"US"
"University Of Maine System Board Of Trustees";4;0,59;"US"
"University Of Ulsan Foundation For Industry Cooperation";4;0,59;"KR"
"Ingine Inc";4;0,59;"KR"
"Dragados Sa";4;0,59;"ES"
"Ihc Holland Ie Bv";4;0,59;"NL"
"Maersk Supply Service A/S";4;0,59;"DK"
"University Of Ulsan Foundation For Industry Cooper";4;0,59;"KR"
"Siemens Aktiengesellschaft";3;0,44;"DE"
"Wong Carlos";3;0,44;"MO"
"Saipem Sa";3;0,44;"FR"
"Gicon Windpower Ip Gmbh";3;0,44;"DE"
"Principle Power Inc";3;0,44;"US"
"Single Buoy Moorings Inc";3;0,44;"CH"
"Hitachi Ltd";3;0,44;"JP"
"W4p Waves4power Ab";3;0,44;"SE"
"Barber Gerald L";3;0,44;"US"
"Moffat Brian Lee";3;0,44;"US"
"Sheldon-Coulson Garth Alexander";3;0,44;"US"
"Kim Jong Keun";3;0,44;"KR"
"Aker Solutions As";3;0,44;"NO"
"Equinor Energy As";3;0,44;"NO"
"Mhi Vestas Offshore Wind A/S";3;0,44;"DK"
"Electric Power Development Co Ltd";3;0,44;"JP"
"Drace Infraestructuras Sa";3;0,44;"ES"
"Centre National De La Recherche Scientifique";3;0,44;"FR"
"Adwen Gmbh";3;0,44;"DE"
"Saipem Spa";3;0,44;"IT"
"Heerema Marine Contractors Nederland Se";3;0,44;"NL"
"Fundaciã³N Tecnalia Research & Innovation";3;0,44;"ES"
"Beijing Ipec Technology Ltd";3;0,44;"CN"
"Modec Inc";2;0,3;"JP"
"Nippon Steel & Sumikin Engineering Co Ltd";2;0,3;"JP"
"Envision Energy (Denmark) Aps";2;0,3;"DK"
"Sofec Inc";2;0,3;"US"
"Seatwirl Ab";2;0,3;"SE"
"Sustainable Marine Energy Limited";2;0,3;"UK"
"National Oilwell Varco Norway As";2;0,3;"NO"
"Novige Ab";2;0,3;"SE"
"Oceaneering International Inc";2;0,3;"US"
"Stiesdal Offshore Technologies A/S";2;0,3;"DK"
"Ulstein Design & Solutions Bv";2;0,3;"NL"
"Natural Power Concepts Inc";2;0,3;"US"
"Korea Institute Of Ocean Science Technology";2;0,3;"KR"
"Vl Offshore Llc";2;0,3;"US"
"Nautilus Floating Solutions Sl";2;0,3;"ES"
"Changi Tech Co Ltd";2;0,3;"KR"
"Japan Marine United Corporation";2;0,3;"JP"
"Sllp 134 Limited";2;0,3;"UK"
"Wuhan University Of Technology";2;0,3;"CN"
"Freia Offshore Ab";2;0,3;"SE"
