"from";"to";"domain";"full";"binary";"expected";"untapped";"links.rca";"sum_from";"sum_to";"binary.pc";"th.max";"th.max.pc";"RD";"RD.added"
"Biscay (ES213)";"Abruzzo (ITF1)";"5G";0;0;0;0;0;0;0;0;0;0;3,95;4,67
"Biscay (ES213)";"Abruzzo (ITF1)";"Advanced Therapies";0;0;0;0;0;0;0;0;0;0;19,55;18,14
"Biscay (ES213)";"Abruzzo (ITF1)";"Agrotech";0;0;0;0;0;0;0;0;0;0;24,34;13,89
"Biscay (ES213)";"Abruzzo (ITF1)";"Aquaculture";0;0;0;0;0;0;0;0;0;0;21,95;13,29
"Biscay (ES213)";"Abruzzo (ITF1)";"Artificial intelligence";0;0;0;0;0;0;0;0;0;0;10,94;6,07
"Biscay (ES213)";"Abruzzo (ITF1)";"Astrophysics";0;0;0;0;0;0;0;0;0;0;8,24;7,96
"Biscay (ES213)";"Abruzzo (ITF1)";"Autonomous Mobility";0;0;0;0;0;0;0;0;0;0;31,62;11,3
"Biscay (ES213)";"Abruzzo (ITF1)";"Battery Technology";0;0;0;0;0;0;0;0;0;0;12,21;12,61
"Biscay (ES213)";"Abruzzo (ITF1)";"Bio Foundry";0;0;0;0;0;0;0;0;0;0;5,46;10,35
"Biscay (ES213)";"Abruzzo (ITF1)";"Biofuels";0;0;0;0;0;0;0;0;0;0;13,46;15,72
"Biscay (ES213)";"Abruzzo (ITF1)";"Blockchain";0;0;0;0;0;0;0;0;0;0;24,15;4,76
"Biscay (ES213)";"Abruzzo (ITF1)";"Blue Biotechnology";0;0;0;0;0;0;0;0;0;0;13,46;21,33
"Biscay (ES213)";"Abruzzo (ITF1)";"Cloud and edge computing";0;0;0;0;0;0;0;0;0;0;19,05;6,45
"Biscay (ES213)";"Abruzzo (ITF1)";"Cybersecurity";0;0;0;0;0;0;0;0;0;0;13,67;19,28
"Biscay (ES213)";"Abruzzo (ITF1)";"Defense technologies";0;0;0;0;0;0;0;0;0;0;5,67;8,12
"Biscay (ES213)";"Abruzzo (ITF1)";"Drugs & Pharma";0;0;0;0;0;0;0;0;0;0;27,29;21,55
"Biscay (ES213)";"Abruzzo (ITF1)";"Food technology";0;0;0;0;0;0;0;0;0;0;24,97;7,44
"Biscay (ES213)";"Abruzzo (ITF1)";"Hydrogen";0;0;0;0;0;0;0;0;0;0;12,03;18,43
"Biscay (ES213)";"Abruzzo (ITF1)";"Internet of Things";0;0;0;0;0;0;0;0;0;0;12,65;15,41
"Biscay (ES213)";"Abruzzo (ITF1)";"Medical devices";0;0;0;0;0;0;0;0;0;0;21,05;10,39
