"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL32","Aerospace",0.81,1153,20.47,53.2,37,"west"
"NL32","Batterietechnologie",0.33,69,20.51,54.61,17,"west"
"NL32","Chemische recycling",0.34,5,67.31,62.89,0,"west"
"NL32","Circulair Bouwen",1.39,163,43.63,60.86,3,"west"
"NL32","CO2 vrije elektriciteit",0.74,418,40.12,35.16,33,"west"
"NL32","Cybersecurity",1.34,3263,33.25,36.5,44,"west"
"NL32","Defensietechnologie",0.44,43,8.64,55.85,0,"west"
"NL32","E-health",3.24,175,23.25,25.7,14,"west"
"NL32","Engineering Fabrication - Additive manufacturing",0.44,46,34.28,54.76,21,"west"
"NL32","Engineering Fabrication - Autonomous robots",0.33,156,47.6,54.76,12,"west"
"NL32","Hergebruik plastic",1.76,98,73.51,54.74,2,"west"
"NL32","Imaging",1.99,114,19.18,28.17,47,"west"
"NL32","Innovatief Waterbeheer",1.4,215,50.67,38.22,12,"west"
"NL32","Klimaatneutrale Landbouw",0.86,47,59.81,44.19,1,"west"
"NL32","Kringloop Landbouw",1.39,163,57.92,40.97,13,"west"
"NL32","Life sciences - Biotechnology",1.17,1039,78.54,26.12,174,"west"
"NL32","NANO",0.54,1742,55.42,34.17,14,"west"
"NL32","Quantum",0.77,80,46.95,51.93,2,"west"
"NL32","Regeneratieve geneeskunde",1.61,90,53.44,36.7,24,"west"
"NL32","Slimme mobiliteit",0.99,55,15.88,59.79,17,"west"
"NL32","Valorisatie Deltatechnologie",4.39,38,58.38,55.09,0,"west"
"NL32","Verduurzaming bouwsector",0.49,17,28.55,48.2,14,"west"
"NL32","Vertical Farming",0.44,7,17.41,56.43,5,"west"
"NL32","Waterstof",0.56,49,38.08,47.69,8,"west"
"NL33","Aerospace",1.47,2496,24.94,53.2,58,"west"
"NL33","Batterietechnologie",0.52,130,37.5,54.61,48,"west"
"NL33","Chemische recycling",0.69,12,50.96,62.89,0,"west"
"NL33","Circulair Bouwen",1.3,180,29.02,60.86,3,"west"
"NL33","CO2 vrije elektriciteit",0.8,534,67.37,35.16,94,"west"
"NL33","Cybersecurity",1.35,3899,12.55,36.5,45,"west"
"NL33","Defensietechnologie",0.92,106,15.27,55.85,3,"west"
"NL33","E-health",2.01,129,21.18,25.7,15,"west"
"NL33","Engineering Fabrication - Additive manufacturing",0.62,77,31.44,54.76,41,"west"
"NL33","Engineering Fabrication - Autonomous robots",0.82,457,16.91,54.76,10,"west"
"NL33","Hergebruik plastic",1.3,86,44.94,54.74,7,"west"
"NL33","Imaging",1.67,113,25.74,28.17,84,"west"
"NL33","Innovatief Waterbeheer",2.15,392,58.46,38.22,42,"west"
"NL33","Klimaatneutrale Landbouw",0.62,40,77.65,44.19,18,"west"
"NL33","Kringloop Landbouw",1.3,180,49.69,40.97,27,"west"
"NL33","Life sciences - Biotechnology",0.95,997,80.39,26.12,317,"west"
"NL33","NANO",0.62,2368,49.12,34.17,58,"west"
"NL33","Quantum",2.28,282,57.56,51.93,12,"west"
"NL33","Regeneratieve geneeskunde",1.07,71,63.17,36.7,35,"west"
"NL33","Slimme mobiliteit",0.56,37,29.57,59.79,72,"west"
"NL33","Valorisatie Deltatechnologie",3.12,32,60.41,55.09,2,"west"
"NL33","Verduurzaming bouwsector",0.97,40,53.12,48.2,30,"west"
"NL33","Vertical Farming",0.37,7,25.99,56.43,32,"west"
"NL33","Waterstof",0.62,64,48.53,47.69,21,"west"
"west","Aerospace",1.22392592592593,5745,20.7756296296296,53.2,135,"west"
"west","Batterietechnologie",0.475507246376812,337,31.9760869565217,54.61,69,"west"
"west","Chemische recycling",0,31,0,62.89,0,"west"
"west","Circulair Bouwen",1.345,568,36.325,60.86,6,"west"
"west","CO2 vrije elektriciteit",0.77489932885906,1534,57.2324832214765,35.16,149,"west"
"west","Cybersecurity",1.31656565656566,10766,21.170404040404,36.5,99,"west"
"west","Defensietechnologie",0.89,239,13.22,55.85,4,"west"
"west","E-health",2.46692307692308,434,20.8666666666667,25.7,39,"west"
"west","Engineering Fabrication - Additive manufacturing",0.59679012345679,210,30.987037037037,54.76,81,"west"
"west","Engineering Fabrication - Autonomous robots",0.575,1058,32.0808333333333,54.76,24,"west"
"west","Hergebruik plastic",1.40933333333333,277,47.3613333333333,54.74,15,"west"
"west","Imaging",1.7194512195122,324,23.2,28.17,164,"west"
"west","Innovatief Waterbeheer",1.99228070175439,1048,56.0394736842105,38.22,57,"west"
"west","Klimaatneutrale Landbouw",0.627619047619048,124,73.9833333333333,44.19,21,"west"
"west","Kringloop Landbouw",1.36446428571429,568,51.2466071428571,40.97,56,"west"
"west","Life sciences - Biotechnology",1.00725409836066,2958,78.8273087431694,26.12,732,"west"
"west","NANO",0.608395061728395,6520,49.4277777777778,34.17,81,"west"
"west","Quantum",2.06266666666667,609,53.888,51.93,15,"west"
"west","Regeneratieve geneeskunde",1.23192771084337,232,61.4610843373494,36.7,83,"west"
"west","Slimme mobiliteit",0.635346534653465,142,25.359702970297,59.79,101,"west"
"west","Valorisatie Deltatechnologie",4.045,120,59.395,55.09,4,"west"
"west","Verduurzaming bouwsector",0.830689655172414,95,43.8174137931034,48.2,58,"west"
"west","Vertical Farming",0.400975609756098,25,24.3075609756098,56.43,41,"west"
"west","Waterstof",0.616571428571429,182,42.9511428571429,47.69,35,"west"
