"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL23","Aerospace",1.66,10,10.19,53.2,0,"west"
"NL23","Batterietechnologie",0,0,11.15,54.61,0,"west"
"NL23","Chemische recycling",0,0,57.69,62.89,0,"west"
"NL23","Circulair Bouwen",0,0,39.04,60.86,0,"west"
"NL23","CO2 vrije elektriciteit",0,0,20.22,35.16,4,"west"
"NL23","Cybersecurity",0.58,6,2.36,36.5,3,"west"
"NL23","Defensietechnologie",0,0,4.29,55.85,0,"west"
"NL23","E-health",0,0,3.41,25.7,0,"west"
"NL23","Engineering Fabrication - Additive manufacturing",0,0,14.5,54.76,0,"west"
"NL23","Engineering Fabrication - Autonomous robots",0,0,8.25,54.76,0,"west"
"NL23","Hergebruik plastic",4.25,1,57.84,54.74,0,"west"
"NL23","Imaging",0,0,6.99,28.17,0,"west"
"NL23","Innovatief Waterbeheer",1.54,1,31.69,38.22,1,"west"
"NL23","Klimaatneutrale Landbouw",0,0,26.53,44.19,0,"west"
"NL23","Kringloop Landbouw",0,0,41.67,40.97,2,"west"
"NL23","Life sciences - Biotechnology",2.93,11,48.78,26.12,10,"west"
"NL23","NANO",0.22,3,25.33,34.17,0,"west"
"NL23","Quantum",0,0,10.84,51.93,0,"west"
"NL23","Regeneratieve geneeskunde",0,0,45.68,36.7,0,"west"
"NL23","Slimme mobiliteit",0,0,15.2,59.79,3,"west"
"NL23","Valorisatie Deltatechnologie",0,0,39.09,55.09,0,"west"
"NL23","Verduurzaming bouwsector",0,0,19.01,48.2,1,"west"
"NL23","Vertical Farming",0,0,9.74,56.43,0,"west"
"NL23","Waterstof",0,0,12.08,47.69,0,"west"
"NL31","Aerospace",1.25,2086,15.02,53.2,40,"west"
"NL31","Batterietechnologie",0.56,138,14.42,54.61,4,"west"
"NL31","Chemische recycling",0.82,14,46.63,62.89,0,"west"
"NL31","Circulair Bouwen",1.66,225,29.44,60.86,0,"west"
"NL31","CO2 vrije elektriciteit",0.88,582,43.89,35.16,18,"west"
"NL31","Cybersecurity",1.27,3598,8.72,36.5,7,"west"
"NL31","Defensietechnologie",0.8,90,7.07,55.85,1,"west"
"NL31","E-health",2.07,130,17.06,25.7,10,"west"
"NL31","Engineering Fabrication - Additive manufacturing",0.72,87,26.37,54.76,19,"west"
"NL31","Engineering Fabrication - Autonomous robots",0.82,445,14.82,54.76,2,"west"
"NL31","Hergebruik plastic",1.42,92,41.47,54.74,6,"west"
"NL31","Imaging",1.46,97,22.46,28.17,33,"west"
"NL31","Innovatief Waterbeheer",2.46,440,49.6,38.22,2,"west"
"NL31","Klimaatneutrale Landbouw",0.58,37,48.07,44.19,2,"west"
"NL31","Kringloop Landbouw",1.66,225,49.42,40.97,14,"west"
"NL31","Life sciences - Biotechnology",0.88,911,78.2,26.12,231,"west"
"NL31","NANO",0.64,2407,42.09,34.17,9,"west"
"NL31","Quantum",2.04,247,23.7,51.93,1,"west"
"NL31","Regeneratieve geneeskunde",1.09,71,66.99,36.7,24,"west"
"NL31","Slimme mobiliteit",0.78,50,12.97,59.79,9,"west"
"NL31","Valorisatie Deltatechnologie",4.97,50,58.38,55.09,2,"west"
"NL31","Verduurzaming bouwsector",0.94,38,40.7,48.2,13,"west"
"NL31","Vertical Farming",0.6,11,19.47,56.43,4,"west"
"NL31","Waterstof",0.68,69,29.92,47.69,6,"west"
