"id","parent","value","color","share"
"Additive manufacturing","Digital transition",48,"blue",9.74
"Artificial intelligence","Digital transition",37,"blue",7.51
"Augmented reality","Digital transition",26,"blue",5.27
"Autonomous robots","Digital transition",36,"blue",7.3
"Autonomous vehicles","Digital transition",128,"blue",25.96
"Blockchain","Digital transition",20,"blue",4.06
"Cloud computing","Digital transition",33,"blue",6.69
"Cybersecurity","Digital transition",37,"blue",7.51
"Internet of things","Digital transition",86,"blue",17.44
"Nanotechnology","Digital transition",13,"blue",2.64
"Quantum computers","Digital transition",11,"blue",2.23
"Smart grids","Digital transition",18,"blue",3.65
