"id","parent","value","color","share"
"Ge Aviation Systems Limited (UK)","Batteries",2,"red",0
"Ge Aviation Systems Limited (UK)","Hydrogen",3,"lime",0
"Ge Aviation Systems Limited (UK)","Green transports",3,"pink",0
"Guinault Sa (FR)","Autonomous vehicles",1,"cyan",0
"Thomson Licensing (FR)","Autonomous vehicles",1,"cyan",0
"Tecteco Security Systems Sl (ES)","Autonomous vehicles",1,"cyan",0
"Tecteco Security Systems Sl (ES)","Cybersecurity",2,"yellow",0
"Sony Group Corporation (JP)","Autonomous vehicles",54,"cyan",0.05
"Sony Group Corporation (JP)","Internet of things",349,"turquoise",0.32
"Bombardier Inc (CA)","Cloud computing",1,"maroon",0
"Short Brothers Plc (UK)","Cloud computing",1,"maroon",0
"Bombardier Inc (CA)","Internet of things",2,"turquoise",0
"Short Brothers Plc (UK)","Internet of things",1,"turquoise",0
"Desertec Foundation (DE)","Solar energy",1,"green",0
"Desertec Foundation (DE)","Green transports",1,"pink",0
"Desertec Foundation (DE)","Green buildings",1,"darkorange",0
"Zodiac Aerotechnics (FR)","Green transports",2,"pink",0
"Zodiac Aerotechnics (FR)","Advanced Sustainable Materials",1,"orange",0
"Wirth Research Limited (UK)","Autonomous vehicles",2,"cyan",0
"Safran Seats Usa Llc (US)","Advanced Sustainable Materials",20,"orange",0.02
"Motorola Solutions Inc (US)","Autonomous vehicles",9,"cyan",0.01
"Ardn Technology Limited (UK)","Autonomous vehicles",1,"cyan",0
"Safran Seats Usa Llc (US)","Green transports",18,"pink",0.02
"Sony Mobile Communications Inc (JP)","Autonomous vehicles",4,"cyan",0
"Ratier-Figeac Sas (FR)","Green transports",1,"pink",0
"Ratier-Figeac Sas (FR)","Advanced Sustainable Materials",1,"orange",0
"Ratier-Figeac Sas (FR)","Autonomous vehicles",1,"cyan",0
"Geb„§Udereinigung Lissowski Gmbh (DE)","Autonomous vehicles",2,"cyan",0
"Qualcomm Incorporated (US)","Autonomous vehicles",175,"cyan",0.16
"Telefonaktiebolaget Lm Ericsson (Publ) (SE)","Autonomous vehicles",70,"cyan",0.06
"Telefonaktiebolaget Lm Ericsson (Publ) (SE)","Internet of things",1364,"turquoise",1.24
"Rolls-Royce Deutschland Ltd & Co Kg (DE)","Batteries",5,"red",0
"Rolls-Royce Deutschland Ltd & Co Kg (DE)","Hydrogen",2,"lime",0
"Rolls-Royce Deutschland Ltd & Co Kg (DE)","Green transports",21,"pink",0.02
"Gulfstream Aerospace Corporation (US)","Green transports",1,"pink",0
"Gulfstream Aerospace Corporation (US)","Advanced Sustainable Materials",1,"orange",0
"Ge Aviation Systems Limited (UK)","Green buildings",1,"darkorange",0
"Bombardier Inc (CA)","Green transports",22,"pink",0.02
"Short Brothers Plc (IE)","Green transports",13,"pink",0.01
"Bombardier Inc (CA)","Advanced Sustainable Materials",14,"orange",0.01
"Short Brothers Plc (IE)","Advanced Sustainable Materials",9,"orange",0.01
"Airbus Operations Gmbh (DE)","Green transports",31,"pink",0.03
"Airbus Operations Gmbh (DE)","Additive manufacturing",1,"olive",0
"Sonaca Sa (BE)","Green transports",3,"pink",0
"Fokker Aerostructures Bv (NL)","Green transports",3,"pink",0
"Fokker Aerostructures Bv (NL)","Advanced Sustainable Materials",3,"orange",0
"Innogy Innovation Gmbh (DE)","Blockchain",12,"purple",0.01
"Innogy Innovation Gmbh (DE)","Cloud computing",11,"maroon",0.01
"Innogy Innovation Gmbh (DE)","Cybersecurity",16,"yellow",0.01
"Innogy Innovation Gmbh (DE)","Internet of things",14,"turquoise",0.01
"B/E Aerospace Inc (US)","Green transports",8,"pink",0.01
"B/E Aerospace Inc (US)","Advanced Sustainable Materials",7,"orange",0.01
"Embraer Sa (BR)","Autonomous robots",1,"teal",0
"Intel Ip Corporation (US)","Autonomous vehicles",9,"cyan",0.01
"Safran Electronics & Defense (FR)","Autonomous vehicles",8,"cyan",0.01
"Rolls-Royce Deutschland Ltd & Co Kg (DE)","Autonomous vehicles",1,"cyan",0
"Scalewings Ip Gmbh (AT)","Green transports",1,"pink",0
"Nokia Technologies Oy (FI)","Autonomous vehicles",13,"cyan",0.01
"Naval Group (FR)","Autonomous vehicles",1,"cyan",0
"Intel Ip Corporation (US)","Augmented reality",1,"navyblue",0
"Eaton Intelligent Power Limited (IE)","Green transports",4,"pink",0
"Eaton Intelligent Power Limited (IE)","Advanced Sustainable Materials",4,"orange",0
"Mag Aerospace Industries Llc (US)","Air & Water pollution reduction",9,"grey",0.01
"Gopro Inc (US)","Autonomous vehicles",11,"cyan",0.01
"Worldvu Satellites Limited (US)","Quantum computers",1,"silver",0
"Worldvu Satellites Limited (US)","Internet of things",8,"turquoise",0.01
"Saint-Gobain Glass France (FR)","Advanced Sustainable Materials",24,"orange",0.02
"Topcon Positioning Systems Inc (US)","Autonomous vehicles",5,"cyan",0
"Cisco Technology Inc (US)","Autonomous vehicles",2,"cyan",0
"Cisco Technology Inc (US)","Internet of things",116,"turquoise",0.11
"Nuvera Fuel Cells Llc (US)","Batteries",1,"red",0
"Nuvera Fuel Cells Llc (US)","Hydrogen",1,"lime",0
"Nuvera Fuel Cells Llc (US)","Green transports",1,"pink",0
"Thales-Raytheon Systems Company Llc (US)","Autonomous vehicles",1,"cyan",0
"Thales-Raytheon Systems Company Llc (US)","Quantum computers",1,"silver",0
"Seiwald Christian (AT)","Autonomous vehicles",1,"cyan",0
"Embraer Sa (BR)","Wind energy",1,"violet",0
"Embraer Sa (BR)","Green transports",5,"pink",0
"Bae Systems Plc (UK)","Solar energy",2,"green",0
"Bhatt Dr Rajan J (IN)","Green transports",1,"pink",0
"Ge Aviation Systems Llc (US)","Green transports",7,"pink",0.01
"Safran Aircraft Engines (FR)","Water related adaptation technologies",45,"indigo",0.04
"Safran Aircraft Engines (FR)","Green transports",287,"pink",0.26
"Airbus Operations Gmbh (DE)","Advanced Sustainable Materials",20,"orange",0.02
"Qualcomm Incorporated (US)","Batteries",8,"red",0.01
"Qualcomm Incorporated (US)","Green transports",11,"pink",0.01
"Corning Incorporated (US)","Green transports",1,"pink",0
"Corning Incorporated (US)","Advanced Sustainable Materials",3,"orange",0
"Fisher Tobin (US)","Autonomous vehicles",2,"cyan",0
"Van Niekerk Johannes Becker (US)","Autonomous vehicles",2,"cyan",0
"Arianegroup Sas (FR)","Batteries",2,"red",0
"Arianegroup Sas (FR)","Hydrogen",4,"lime",0
"Arianegroup Sas (FR)","Green transports",4,"pink",0
"Cm Drones (FR)","Autonomous vehicles",1,"cyan",0
"Bae Systems Plc (UK)","Autonomous vehicles",32,"cyan",0.03
"Bae Systems Plc (UK)","Internet of things",18,"turquoise",0.02
"Techshot Inc (US)","Additive manufacturing",1,"olive",0
"Techshot Inc (US)","Biotechnology",1,"lightorange",0
"Kitemill As (NO)","Wind energy",3,"violet",0
