"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",469,"green",24.14
"Air & Water pollution reduction","Green transition",327,"green",16.83
"Batteries","Green transition",64,"green",3.29
"Biofuels","Green transition",50,"green",2.57
"Biotechnology","Green transition",25,"green",1.29
"Efficient power & combustion","Green transition",1,"green",0.05
"Geothermal energy","Green transition",7,"green",0.36
"Green buildings","Green transition",261,"green",13.43
"Green transports","Green transition",66,"green",3.4
"Greenhouse gas capture","Green transition",1,"green",0.05
"Hydrogen","Green transition",8,"green",0.41
"Marine & hydro energy","Green transition",38,"green",1.96
"Nuclear energy","Green transition",3,"green",0.15
"Other energy storage","Green transition",8,"green",0.41
"Recycling technologies","Green transition",75,"green",3.86
"Solar energy","Green transition",105,"green",5.4
"Waste management","Green transition",35,"green",1.8
"Water related adaptation technologies","Green transition",173,"green",8.9
"Wind energy","Green transition",227,"green",11.68
