"id","parent","value","color","share"
"Additive manufacturing","Digital transition",145,"blue",8.65
"Artificial intelligence","Digital transition",103,"blue",6.14
"Augmented reality","Digital transition",149,"blue",8.88
"Autonomous robots","Digital transition",104,"blue",6.2
"Autonomous vehicles","Digital transition",562,"blue",33.51
"Blockchain","Digital transition",65,"blue",3.88
"Cloud computing","Digital transition",58,"blue",3.46
"Cybersecurity","Digital transition",151,"blue",9
"Internet of things","Digital transition",257,"blue",15.32
"Nanotechnology","Digital transition",23,"blue",1.37
"Quantum computers","Digital transition",18,"blue",1.07
"Smart grids","Digital transition",42,"blue",2.5
