"id","parent","value","color","share"
"Additive manufacturing","Digital transition",75,"blue",3.53
"Artificial intelligence","Digital transition",243,"blue",11.44
"Augmented reality","Digital transition",326,"blue",15.34
"Autonomous robots","Digital transition",108,"blue",5.08
"Autonomous vehicles","Digital transition",802,"blue",37.74
"Blockchain","Digital transition",45,"blue",2.12
"Cloud computing","Digital transition",79,"blue",3.72
"Cybersecurity","Digital transition",32,"blue",1.51
"Internet of things","Digital transition",176,"blue",8.28
"Nanotechnology","Digital transition",213,"blue",10.02
"Quantum computers","Digital transition",12,"blue",0.56
"Smart grids","Digital transition",14,"blue",0.66
