"id","parent","value","color","share"
"Additive manufacturing","Digital transition",460,"blue",1.94
"Advanced Sustainable Materials","Green transition",646,"green",2.73
"Air & Water pollution reduction","Green transition",203,"green",0.86
"Artificial intelligence","Digital transition",1814,"blue",7.65
"Augmented reality","Digital transition",1638,"blue",6.91
"Autonomous robots","Digital transition",306,"blue",1.29
"Autonomous vehicles","Digital transition",165,"blue",0.7
"Batteries","Green transition",270,"green",1.14
"Biofuels","Green transition",30,"green",0.13
"Biotechnology","Green transition",14954,"green",63.08
"Blockchain","Digital transition",205,"blue",0.86
"Cloud computing","Digital transition",334,"blue",1.41
"Cybersecurity","Digital transition",489,"blue",2.06
"Geothermal energy","Green transition",1,"green",0
"Green buildings","Green transition",53,"green",0.22
"Green transports","Green transition",19,"green",0.08
"Greenhouse gas capture","Green transition",13,"green",0.05
"Hydrogen","Green transition",42,"green",0.18
"Internet of things","Digital transition",615,"blue",2.59
"Marine & hydro energy","Green transition",1,"green",0
"Nanotechnology","Digital transition",1132,"blue",4.78
"Nuclear energy","Green transition",2,"green",0.01
"Other energy storage","Green transition",8,"green",0.03
"Quantum computers","Digital transition",64,"blue",0.27
"Recycling technologies","Green transition",42,"green",0.18
"Smart grids","Digital transition",35,"blue",0.15
"Solar energy","Green transition",77,"green",0.32
"Waste management","Green transition",59,"green",0.25
"Water related adaptation technologies","Green transition",26,"green",0.11
"Wind energy","Green transition",3,"green",0.01
