"id","parent","value","color","share"
"Additive manufacturing","Digital transition",45,"blue",4.69
"Artificial intelligence","Digital transition",56,"blue",5.83
"Augmented reality","Digital transition",31,"blue",3.23
"Autonomous robots","Digital transition",4,"blue",0.42
"Autonomous vehicles","Digital transition",87,"blue",9.06
"Blockchain","Digital transition",14,"blue",1.46
"Cloud computing","Digital transition",17,"blue",1.77
"Cybersecurity","Digital transition",44,"blue",4.58
"Internet of things","Digital transition",48,"blue",5
"Nanotechnology","Digital transition",87,"blue",9.06
"Quantum computers","Digital transition",216,"blue",22.5
"Smart grids","Digital transition",311,"blue",32.4
