"id","parent","value","color","share"
"Additive manufacturing","Digital transition",151,"blue",19.89
"Artificial intelligence","Digital transition",84,"blue",11.07
"Augmented reality","Digital transition",130,"blue",17.13
"Autonomous robots","Digital transition",18,"blue",2.37
"Autonomous vehicles","Digital transition",10,"blue",1.32
"Blockchain","Digital transition",16,"blue",2.11
"Cloud computing","Digital transition",18,"blue",2.37
"Cybersecurity","Digital transition",25,"blue",3.29
"Internet of things","Digital transition",48,"blue",6.32
"Nanotechnology","Digital transition",243,"blue",32.02
"Quantum computers","Digital transition",12,"blue",1.58
"Smart grids","Digital transition",4,"blue",0.53
