"id","parent","value","color","share"
"Ses-Imagotag Gmbh (AT)","Internet of things",3,"turquoise",0.01
"Sony Corporation (JP)","Cloud computing",16,"maroon",0.06
"Sony Corporation (JP)","Internet of things",23,"turquoise",0.09
"Sicpa Holding Sa (CH)","Advanced Sustainable Materials",1,"orange",0
"Align Technology Inc (US)","Additive manufacturing",2,"olive",0.01
"Dow Global Technologies Llc (US)","Solar energy",3,"green",0.01
"Dow Global Technologies Llc (US)","Green buildings",3,"darkorange",0.01
"Milliken & Company (US)","Advanced Sustainable Materials",5,"orange",0.02
"Apple Inc (US)","Solar energy",9,"green",0.04
"Wrr Holding Leiden Bv (NL)","Advanced Sustainable Materials",1,"orange",0
"Aximum (FR)","Solar energy",1,"green",0
"Propagenix Inc (US)","Biotechnology",1,"lightorange",0
"Nulabel Technologies Inc (US)","Advanced Sustainable Materials",1,"orange",0
"Relineeurope Ag (DE)","Water related adaptation technologies",1,"indigo",0
"3m Innovative Properties Company (US)","Advanced Sustainable Materials",26,"orange",0.1
"Osram Oled Gmbh (DE)","Solar energy",7,"green",0.03
"Osram Oled Gmbh (DE)","Advanced Sustainable Materials",1,"orange",0
"Tffi Gmbh & Co Kg (AT)","Solar energy",1,"green",0
"Osram Opto Semiconductors Gmbh (DE)","Solar energy",29,"green",0.11
"Ccl Label Inc (US)","Advanced Sustainable Materials",3,"orange",0.01
"Parador Gmbh (DE)","Advanced Sustainable Materials",2,"orange",0.01
"Tecma Snc Di Vino Cosimo E Gerardi Nicola (IT)","Advanced Sustainable Materials",1,"orange",0
"Barco Nv (BE)","Solar energy",2,"green",0.01
"R J Reynolds Tobacco Company (US)","Internet of things",1,"turquoise",0
"Schreiner Group Gmbh & Co Kg (DE)","Batteries",2,"red",0.01
"Televic Rail Nv (BE)","Solar energy",1,"green",0
"Televic Rail Nv (BE)","Green transports",1,"pink",0
"Televic Rail Nv (BE)","Cloud computing",1,"maroon",0
"Televic Rail Nv (BE)","Internet of things",1,"turquoise",0
"Anadolu Universitesi Rektorlugu (TR)","Augmented reality",1,"navyblue",0
"Boe Technology Group Co Ltd (CN)","Solar energy",118,"green",0.46
"Boe Technology Group Co Ltd (CN)","Advanced Sustainable Materials",29,"orange",0.11
"Soken Chemical & Engineering Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0
"Hewlett-Packard Development Company Lp (US)","Solar energy",2,"green",0.01
"Divert Inc (US)","Waste management",1,"blue",0
"Divert Inc (US)","Autonomous vehicles",1,"cyan",0
"Divert Inc (US)","Cloud computing",1,"maroon",0
"Divert Inc (US)","Internet of things",1,"turquoise",0
"Divert Inc (US)","Recycling technologies",1,"darkgreen",0
"3m Innovative Properties Company (US)","Solar energy",6,"green",0.02
"Dst Innovations Limited (UK)","Solar energy",1,"green",0
"Dst Innovations Limited (UK)","Batteries",2,"red",0.01
"Avery Dennison Corporation (US)","Advanced Sustainable Materials",9,"orange",0.04
"Konica Minolta Inc (JP)","Advanced Sustainable Materials",5,"orange",0.02
"Koninklijke Philips Nv (NL)","Solar energy",2,"green",0.01
"Semiconductor Energy Laboratory Co Ltd (JP)","Solar energy",21,"green",0.08
"Nitto Denko Corporation (JP)","Advanced Sustainable Materials",130,"orange",0.51
"Dai Nippon Printing Co Ltd (JP)","Advanced Sustainable Materials",24,"orange",0.09
"Seoul Semiconductor Co Ltd (KR)","Solar energy",4,"green",0.02
"Seoul Semiconductor Co Ltd (KR)","Quantum computers",1,"silver",0
"K-Tronics (Suzhou) Technology Co Ltd (CN)","Advanced Sustainable Materials",2,"orange",0.01
"Sumitomo Chemical Company Ltd (JP)","Advanced Sustainable Materials",3,"orange",0.01
"Yu Chi (CN)","Advanced Sustainable Materials",1,"orange",0
"Sony Corporation (JP)","Quantum computers",9,"silver",0.04
"Brother Kogyo Kabushiki Kaisha (JP)","Advanced Sustainable Materials",2,"orange",0.01
"Nissha Printing Co Ltd (JP)","Advanced Sustainable Materials",2,"orange",0.01
"Boe Technology Group Co Ltd (CN)","Quantum computers",16,"silver",0.06
"Boe Technology Group Co Ltd (CN)","Nanotechnology",6,"darkred",0.02
"Lin Yi (CN)","Solar energy",1,"green",0
"Boe Technology Group Co Ltd (CN)","Cybersecurity",15,"yellow",0.06
"Dexerials Corporation (JP)","Advanced Sustainable Materials",16,"orange",0.06
"The Nippon Synthetic Chemical Industry Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0
"Yupo Corporation (JP)","Advanced Sustainable Materials",15,"orange",0.06
"Corning Incorporated (US)","Solar energy",6,"green",0.02
"Corning Incorporated (US)","Advanced Sustainable Materials",31,"orange",0.12
"Suzhou Lekin Semiconductor Co Ltd (CN)","Solar energy",1,"green",0
"Ohb System Ag (DE)","Cybersecurity",1,"yellow",0
"Fraunhofer-Gesellschaft Zur F„∂Rderung Der Angewandten Forschung Ev (DE)","Cybersecurity",1,"yellow",0
"Nec Lighting Ltd (JP)","Solar energy",2,"green",0.01
"X-Control System Co Ltd (CN)","Autonomous vehicles",1,"cyan",0
"Asahi Glass Company Limited (JP)","Advanced Sustainable Materials",4,"orange",0.02
"Imerys Usa Inc (US)","Nanotechnology",1,"darkred",0
"E Ink Corporation (US)","Solar energy",1,"green",0
"E Ink Corporation (US)","Green buildings",1,"darkorange",0
"T1v Inc (US)","Augmented reality",2,"navyblue",0.01
"Fujifilm Corporation (JP)","Advanced Sustainable Materials",115,"orange",0.45
"Dongwoo Fine-Chem Co Ltd (KR)","Advanced Sustainable Materials",2,"orange",0.01
"Saint-Gobain Glass France (FR)","Advanced Sustainable Materials",14,"orange",0.05
"Konica Minolta Inc (JP)","Green buildings",1,"darkorange",0
"Enplas Corporation (JP)","Advanced Sustainable Materials",3,"orange",0.01
"Chigoo Interactive Technology Co Ltd (CN)","Artificial intelligence",1,"black",0
"Nissha Co Ltd (JP)","Advanced Sustainable Materials",3,"orange",0.01
"Toppan Printing Co Ltd (JP)","Advanced Sustainable Materials",8,"orange",0.03
"Nitto Denko Corporation (JP)","Solar energy",6,"green",0.02
"Nec Corporation (JP)","Augmented reality",101,"navyblue",0.4
"Toyobo Co Ltd (JP)","Advanced Sustainable Materials",27,"orange",0.11
"Gunze Limited (JP)","Advanced Sustainable Materials",4,"orange",0.02
"Fuji-Film Corporation (JP)","Advanced Sustainable Materials",8,"orange",0.03
"Pi Inovatif Yapi Sistemleri Sanayi Ve Ticaret Limited Sirketi (TR)","Solar energy",1,"green",0
"Pi Inovatif Yapi Sistemleri Sanayi Ve Ticaret Limited Sirketi (TR)","Green buildings",1,"darkorange",0
"The European Atomic Energy Community (Euratom) Represented By The European Commission (BE)","Nuclear energy",1,"white",0
"Signify Holding Bv (NL)","Wind energy",1,"violet",0
