"id","x","y","parent","color"
"Green transports",2019,49.64,"Green transition","green"
"Green transports",2020,50.37,"Green transition","green"
"Green transports",2018,48.36,"Green transition","green"
"Green transports",2012,48.53,"Green transition","green"
"Green transports",2014,49.8,"Green transition","green"
"Green transports",2013,48.56,"Green transition","green"
"Green transports",2015,49.66,"Green transition","green"
"Batteries",2019,33.38,"Green transition","green"
"Green transports",2017,46.74,"Green transition","green"
"Green transports",2016,47.79,"Green transition","green"
"Batteries",2020,36.11,"Green transition","green"
"Green transports",2011,50,"Green transition","green"
"Batteries",2012,34.98,"Green transition","green"
"Batteries",2018,31.88,"Green transition","green"
"Batteries",2013,33.92,"Green transition","green"
"Batteries",2014,32.05,"Green transition","green"
"Batteries",2015,32.19,"Green transition","green"
"Green transports",2010,50.46,"Green transition","green"
"Batteries",2016,31.79,"Green transition","green"
"Green transports",2021,47.94,"Green transition","green"
"Batteries",2017,28.26,"Green transition","green"
"Batteries",2011,34.11,"Green transition","green"
"Batteries",2021,39.91,"Green transition","green"
"Batteries",2010,31.32,"Green transition","green"
"Advanced Sustainable Materials",2018,6.63,"Green transition","green"
"Advanced Sustainable Materials",2017,7.97,"Green transition","green"
"Advanced Sustainable Materials",2019,5.33,"Green transition","green"
"Advanced Sustainable Materials",2013,6.14,"Green transition","green"
"Air & Water pollution reduction",2018,5.25,"Green transition","green"
"Air & Water pollution reduction",2014,5.56,"Green transition","green"
"Air & Water pollution reduction",2019,4.15,"Green transition","green"
"Air & Water pollution reduction",2017,5.51,"Green transition","green"
"Air & Water pollution reduction",2015,5.04,"Green transition","green"
"Advanced Sustainable Materials",2016,5.31,"Green transition","green"
"Advanced Sustainable Materials",2014,4.7,"Green transition","green"
"Air & Water pollution reduction",2016,5.31,"Green transition","green"
"Air & Water pollution reduction",2012,4.39,"Green transition","green"
"Advanced Sustainable Materials",2015,4.64,"Green transition","green"
"Air & Water pollution reduction",2013,4.44,"Green transition","green"
"Hydrogen",2019,3.33,"Green transition","green"
"Advanced Sustainable Materials",2020,3.34,"Green transition","green"
"Hydrogen",2020,3.34,"Green transition","green"
"Air & Water pollution reduction",2011,5.09,"Green transition","green"
"Air & Water pollution reduction",2020,3.11,"Green transition","green"
"Solar energy",2012,3.32,"Green transition","green"
"Advanced Sustainable Materials",2010,5.13,"Green transition","green"
"Solar energy",2018,2.69,"Green transition","green"
"Solar energy",2017,3.19,"Green transition","green"
"Solar energy",2014,2.85,"Green transition","green"
"Solar energy",2016,2.99,"Green transition","green"
"Solar energy",2019,1.9,"Green transition","green"
"Advanced Sustainable Materials",2012,2.26,"Green transition","green"
"Air & Water pollution reduction",2010,4.1,"Green transition","green"
"Hydrogen",2015,2.42,"Green transition","green"
"Hydrogen",2016,2.62,"Green transition","green"
"Hydrogen",2012,2.13,"Green transition","green"
"Solar energy",2013,2.22,"Green transition","green"
"Solar energy",2015,2.28,"Green transition","green"
"Advanced Sustainable Materials",2011,2.95,"Green transition","green"
"Solar energy",2011,2.95,"Green transition","green"
"Solar energy",2020,1.81,"Green transition","green"
"Hydrogen",2018,1.85,"Green transition","green"
"Green buildings",2016,2.02,"Green transition","green"
"Green buildings",2015,1.81,"Green transition","green"
"Hydrogen",2021,3.1,"Green transition","green"
"Hydrogen",2017,1.96,"Green transition","green"
"Hydrogen",2013,1.76,"Green transition","green"
"Advanced Sustainable Materials",2021,2.98,"Green transition","green"
"Hydrogen",2010,2.96,"Green transition","green"
"Green buildings",2014,1.66,"Green transition","green"
"Green buildings",2012,1.5,"Green transition","green"
"Wind energy",2012,1.5,"Green transition","green"
"Green buildings",2013,1.5,"Green transition","green"
"Hydrogen",2014,1.52,"Green transition","green"
"Green buildings",2019,1.08,"Green transition","green"
"Green buildings",2017,1.52,"Green transition","green"
"Hydrogen",2011,1.88,"Green transition","green"
"Green buildings",2018,1.19,"Green transition","green"
"Solar energy",2010,2.28,"Green transition","green"
"Air & Water pollution reduction",2021,2.06,"Green transition","green"
"Green buildings",2020,0.96,"Green transition","green"
"Other energy storage",2017,1.23,"Green transition","green"
"Solar energy",2021,1.95,"Green transition","green"
"Waste management",2017,1.01,"Green transition","green"
"Wind energy",2017,1.01,"Green transition","green"
"Green buildings",2010,1.48,"Green transition","green"
"Biofuels",2018,0.6,"Green transition","green"
"Green buildings",2011,0.89,"Green transition","green"
"Wind energy",2011,0.89,"Green transition","green"
"Wind energy",2015,0.67,"Green transition","green"
"Wind energy",2010,1.03,"Green transition","green"
"Biofuels",2017,0.58,"Green transition","green"
"Green buildings",2021,0.92,"Green transition","green"
"Efficient power & combustion",2019,0.36,"Green transition","green"
"Other energy storage",2016,0.52,"Green transition","green"
"Other energy storage",2012,0.44,"Green transition","green"
"Waste management",2014,0.46,"Green transition","green"
"Water related adaptation technologies",2017,0.51,"Green transition","green"
"Efficient power & combustion",2015,0.4,"Green transition","green"
"Efficient power & combustion",2018,0.36,"Green transition","green"
"Efficient power & combustion",2012,0.38,"Green transition","green"
"Other energy storage",2015,0.4,"Green transition","green"
"Other energy storage",2014,0.4,"Green transition","green"
"Waste management",2020,0.34,"Green transition","green"
"Wind energy",2016,0.45,"Green transition","green"
"Wind energy",2014,0.4,"Green transition","green"
"Biofuels",2019,0.26,"Green transition","green"
"Other energy storage",2010,0.57,"Green transition","green"
"Waste management",2018,0.3,"Green transition","green"
"Waste management",2019,0.26,"Green transition","green"
"Wind energy",2013,0.33,"Green transition","green"
"Efficient power & combustion",2016,0.3,"Green transition","green"
"Greenhouse gas capture",2018,0.24,"Green transition","green"
"Other energy storage",2013,0.26,"Green transition","green"
"Other energy storage",2018,0.24,"Green transition","green"
"Waste management",2011,0.36,"Green transition","green"
"Water related adaptation technologies",2018,0.24,"Green transition","green"
"Wind energy",2019,0.21,"Green transition","green"
"Biofuels",2014,0.2,"Green transition","green"
"Biofuels",2016,0.22,"Green transition","green"
"Biofuels",2011,0.27,"Green transition","green"
"Efficient power & combustion",2020,0.17,"Green transition","green"
"Efficient power & combustion",2014,0.2,"Green transition","green"
"Efficient power & combustion",2011,0.27,"Green transition","green"
"Efficient power & combustion",2013,0.2,"Green transition","green"
"Other energy storage",2011,0.27,"Green transition","green"
"Recycling technologies",2017,0.22,"Green transition","green"
"Waste management",2016,0.22,"Green transition","green"
"Waste management",2013,0.2,"Green transition","green"
"Waste management",2012,0.19,"Green transition","green"
"Water related adaptation technologies",2016,0.22,"Green transition","green"
"Biofuels",2021,0.23,"Green transition","green"
"Biofuels",2012,0.13,"Green transition","green"
"Biofuels",2020,0.11,"Green transition","green"
"Biotechnology",2013,0.13,"Green transition","green"
"Biotechnology",2017,0.14,"Green transition","green"
"Efficient power & combustion",2021,0.23,"Green transition","green"
"Efficient power & combustion",2010,0.23,"Green transition","green"
"Marine & hydro energy",2017,0.14,"Green transition","green"
"Other energy storage",2020,0.11,"Green transition","green"
"Other energy storage",2021,0.23,"Green transition","green"
"Recycling technologies",2016,0.15,"Green transition","green"
"Recycling technologies",2013,0.13,"Green transition","green"
"Waste management",2021,0.23,"Green transition","green"
"Waste management",2010,0.23,"Green transition","green"
"Water related adaptation technologies",2019,0.1,"Green transition","green"
"Water related adaptation technologies",2014,0.13,"Green transition","green"
"Water related adaptation technologies",2013,0.13,"Green transition","green"
"Water related adaptation technologies",2015,0.13,"Green transition","green"
"Water related adaptation technologies",2012,0.13,"Green transition","green"
"Wind energy",2018,0.12,"Green transition","green"
"Wind energy",2020,0.11,"Green transition","green"
"Biofuels",2010,0.11,"Green transition","green"
"Biofuels",2013,0.07,"Green transition","green"
"Biofuels",2015,0.07,"Green transition","green"
"Biotechnology",2015,0.07,"Green transition","green"
"Biotechnology",2012,0.06,"Green transition","green"
"Greenhouse gas capture",2016,0.07,"Green transition","green"
"Greenhouse gas capture",2015,0.07,"Green transition","green"
"Greenhouse gas capture",2012,0.06,"Green transition","green"
"Marine & hydro energy",2015,0.07,"Green transition","green"
"Recycling technologies",2014,0.07,"Green transition","green"
"Recycling technologies",2018,0.06,"Green transition","green"
"Recycling technologies",2021,0.11,"Green transition","green"
"Recycling technologies",2010,0.11,"Green transition","green"
"Recycling technologies",2011,0.09,"Green transition","green"
"Recycling technologies",2020,0.06,"Green transition","green"
"Waste management",2015,0.07,"Green transition","green"
"Water related adaptation technologies",2020,0.06,"Green transition","green"
"Wind energy",2021,0.11,"Green transition","green"
