"id","parent","value","color","share"
"Additive manufacturing","Digital transition",93,"blue",0.8
"Advanced Sustainable Materials","Green transition",186,"green",1.59
"Air & Water pollution reduction","Green transition",30,"green",0.26
"Artificial intelligence","Digital transition",1015,"blue",8.68
"Augmented reality","Digital transition",1861,"blue",15.92
"Autonomous robots","Digital transition",74,"blue",0.63
"Autonomous vehicles","Digital transition",536,"blue",4.58
"Batteries","Green transition",204,"green",1.74
"Biofuels","Green transition",11,"green",0.09
"Biotechnology","Green transition",66,"green",0.56
"Blockchain","Digital transition",310,"blue",2.65
"Cloud computing","Digital transition",698,"blue",5.97
"Cybersecurity","Digital transition",796,"blue",6.81
"Efficient power & combustion","Green transition",12,"green",0.1
"Geothermal energy","Green transition",4,"green",0.03
"Green buildings","Green transition",248,"green",2.12
"Green transports","Green transition",43,"green",0.37
"Greenhouse gas capture","Green transition",14,"green",0.12
"Hydrogen","Green transition",22,"green",0.19
"Internet of things","Digital transition",1149,"blue",9.83
"Marine & hydro energy","Green transition",4,"green",0.03
"Nanotechnology","Digital transition",659,"blue",5.64
"Nuclear energy","Green transition",14,"green",0.12
"Other energy storage","Green transition",15,"green",0.13
"Quantum computers","Digital transition",1134,"blue",9.7
"Recycling technologies","Green transition",7,"green",0.06
"Smart grids","Digital transition",117,"blue",1
"Solar energy","Green transition",2344,"green",20.05
"Waste management","Green transition",10,"green",0.09
"Water related adaptation technologies","Green transition",6,"green",0.05
"Wind energy","Green transition",11,"green",0.09
