"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",8276,"green",30.02
"Air & Water pollution reduction","Green transition",2465,"green",8.94
"Batteries","Green transition",3270,"green",11.86
"Biofuels","Green transition",2723,"green",9.88
"Biotechnology","Green transition",1146,"green",4.16
"Efficient power & combustion","Green transition",188,"green",0.68
"Geothermal energy","Green transition",8,"green",0.03
"Green buildings","Green transition",112,"green",0.41
"Green transports","Green transition",539,"green",1.96
"Greenhouse gas capture","Green transition",596,"green",2.16
"Hydrogen","Green transition",1242,"green",4.51
"Marine & hydro energy","Green transition",8,"green",0.03
"Nuclear energy","Green transition",84,"green",0.3
"Other energy storage","Green transition",160,"green",0.58
"Recycling technologies","Green transition",2952,"green",10.71
"Solar energy","Green transition",754,"green",2.74
"Waste management","Green transition",2581,"green",9.36
"Water related adaptation technologies","Green transition",152,"green",0.55
"Wind energy","Green transition",309,"green",1.12
