"id","x","y","parent","color"
"Advanced Sustainable Materials",2017,26.18,"Green transition","green"
"Advanced Sustainable Materials",2013,25.15,"Green transition","green"
"Advanced Sustainable Materials",2014,23.49,"Green transition","green"
"Advanced Sustainable Materials",2019,19.96,"Green transition","green"
"Advanced Sustainable Materials",2015,22,"Green transition","green"
"Advanced Sustainable Materials",2012,20.83,"Green transition","green"
"Advanced Sustainable Materials",2018,18.3,"Green transition","green"
"Green buildings",2011,21.32,"Green transition","green"
"Air & Water pollution reduction",2018,16.12,"Green transition","green"
"Advanced Sustainable Materials",2016,19.77,"Green transition","green"
"Advanced Sustainable Materials",2011,17.91,"Green transition","green"
"Green buildings",2012,16.11,"Green transition","green"
"Air & Water pollution reduction",2015,15.72,"Green transition","green"
"Air & Water pollution reduction",2019,13.96,"Green transition","green"
"Green buildings",2013,16.08,"Green transition","green"
"Air & Water pollution reduction",2014,15.38,"Green transition","green"
"Air & Water pollution reduction",2017,14.17,"Green transition","green"
"Green buildings",2010,18.65,"Green transition","green"
"Green buildings",2019,12.19,"Green transition","green"
"Advanced Sustainable Materials",2020,14.91,"Green transition","green"
"Air & Water pollution reduction",2020,14.91,"Green transition","green"
"Air & Water pollution reduction",2010,17.36,"Green transition","green"
"Air & Water pollution reduction",2012,13.16,"Green transition","green"
"Green buildings",2015,13.16,"Green transition","green"
"Green buildings",2020,14.47,"Green transition","green"
"Air & Water pollution reduction",2013,13.4,"Green transition","green"
"Air & Water pollution reduction",2016,14.88,"Green transition","green"
"Advanced Sustainable Materials",2010,16.06,"Green transition","green"
"Wind energy",2019,10.25,"Green transition","green"
"Green buildings",2018,10.33,"Green transition","green"
"Wind energy",2014,11.64,"Green transition","green"
"Wind energy",2011,11.73,"Green transition","green"
"Advanced Sustainable Materials",2021,27.98,"Green transition","green"
"Green buildings",2014,11.02,"Green transition","green"
"Wind energy",2018,9.42,"Green transition","green"
"Wind energy",2013,10.72,"Green transition","green"
"Wind energy",2012,10.02,"Green transition","green"
"Wind energy",2020,10.96,"Green transition","green"
"Solar energy",2011,10.45,"Green transition","green"
"Water related adaptation technologies",2018,8.88,"Green transition","green"
"Wind energy",2015,9.63,"Green transition","green"
"Air & Water pollution reduction",2011,10.23,"Green transition","green"
"Green buildings",2016,10.93,"Green transition","green"
"Wind energy",2017,9.25,"Green transition","green"
"Solar energy",2010,11.92,"Green transition","green"
