"id","parent","value","color","share"
"Additive manufacturing","Digital transition",2922,"blue",68.26
"Artificial intelligence","Digital transition",43,"blue",1
"Augmented reality","Digital transition",44,"blue",1.03
"Autonomous robots","Digital transition",24,"blue",0.56
"Autonomous vehicles","Digital transition",24,"blue",0.56
"Blockchain","Digital transition",16,"blue",0.37
"Cloud computing","Digital transition",6,"blue",0.14
"Cybersecurity","Digital transition",97,"blue",2.27
"Internet of things","Digital transition",20,"blue",0.47
"Nanotechnology","Digital transition",976,"blue",22.8
"Quantum computers","Digital transition",103,"blue",2.41
"Smart grids","Digital transition",6,"blue",0.14
