"id","parent","value","color","share"
"Additive manufacturing","Digital transition",170,"blue",0.72
"Advanced Sustainable Materials","Green transition",2197,"green",9.35
"Air & Water pollution reduction","Green transition",97,"green",0.41
"Artificial intelligence","Digital transition",3516,"blue",14.97
"Augmented reality","Digital transition",5913,"blue",25.18
"Autonomous robots","Digital transition",220,"blue",0.94
"Autonomous vehicles","Digital transition",1663,"blue",7.08
"Batteries","Green transition",852,"green",3.63
"Biofuels","Green transition",12,"green",0.05
"Biotechnology","Green transition",56,"green",0.24
"Blockchain","Digital transition",530,"blue",2.26
"Cloud computing","Digital transition",1197,"blue",5.1
"Cybersecurity","Digital transition",1463,"blue",6.23
"Efficient power & combustion","Green transition",6,"green",0.03
"Geothermal energy","Green transition",3,"green",0.01
"Green buildings","Green transition",378,"green",1.61
"Green transports","Green transition",232,"green",0.99
"Greenhouse gas capture","Green transition",3,"green",0.01
"Hydrogen","Green transition",106,"green",0.45
"Internet of things","Digital transition",2157,"blue",9.18
"Marine & hydro energy","Green transition",1,"green",0
"Nanotechnology","Digital transition",215,"blue",0.92
"Nuclear energy","Green transition",10,"green",0.04
"Other energy storage","Green transition",38,"green",0.16
"Quantum computers","Digital transition",390,"blue",1.66
"Recycling technologies","Green transition",28,"green",0.12
"Smart grids","Digital transition",141,"blue",0.6
"Solar energy","Green transition",1822,"green",7.76
"Waste management","Green transition",38,"green",0.16
"Water related adaptation technologies","Green transition",13,"green",0.06
"Wind energy","Green transition",18,"green",0.08
