"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",1121,"green",5.4
"Air & Water pollution reduction","Green transition",827,"green",3.98
"Batteries","Green transition",7599,"green",36.58
"Biofuels","Green transition",83,"green",0.4
"Biotechnology","Green transition",13,"green",0.06
"Efficient power & combustion","Green transition",35,"green",0.17
"Green buildings","Green transition",350,"green",1.68
"Green transports","Green transition",9300,"green",44.77
"Greenhouse gas capture","Green transition",6,"green",0.03
"Hydrogen","Green transition",481,"green",2.32
"Marine & hydro energy","Green transition",7,"green",0.03
"Nuclear energy","Green transition",2,"green",0.01
"Other energy storage","Green transition",71,"green",0.34
"Recycling technologies","Green transition",30,"green",0.14
"Solar energy","Green transition",614,"green",2.96
"Waste management","Green transition",95,"green",0.46
"Water related adaptation technologies","Green transition",38,"green",0.18
"Wind energy","Green transition",101,"green",0.49
