"id","x","y","parent","color"
"Cybersecurity",2020,1346,"Digital transition","blue"
"Cybersecurity",2019,1215,"Digital transition","blue"
"Internet of things",2019,1213,"Digital transition","blue"
"Internet of things",2020,1212,"Digital transition","blue"
"Cybersecurity",2018,1151,"Digital transition","blue"
"Internet of things",2018,1090,"Digital transition","blue"
"Cybersecurity",2016,1085,"Digital transition","blue"
"Cybersecurity",2017,1044,"Digital transition","blue"
"Internet of things",2017,934,"Digital transition","blue"
"Internet of things",2016,894,"Digital transition","blue"
"Cybersecurity",2015,887,"Digital transition","blue"
"Cybersecurity",2014,851,"Digital transition","blue"
"Cybersecurity",2013,765,"Digital transition","blue"
"Internet of things",2015,721,"Digital transition","blue"
"Cybersecurity",2012,716,"Digital transition","blue"
"Internet of things",2014,708,"Digital transition","blue"
"Cybersecurity",2010,664,"Digital transition","blue"
"Cybersecurity",2011,652,"Digital transition","blue"
"Internet of things",2012,613,"Digital transition","blue"
"Internet of things",2013,607,"Digital transition","blue"
"Blockchain",2020,569,"Digital transition","blue"
"Cybersecurity",2021,563,"Digital transition","blue"
"Internet of things",2011,556,"Digital transition","blue"
"Blockchain",2019,554,"Digital transition","blue"
"Internet of things",2021,547,"Digital transition","blue"
"Internet of things",2010,529,"Digital transition","blue"
"Blockchain",2018,486,"Digital transition","blue"
"Blockchain",2017,444,"Digital transition","blue"
"Blockchain",2016,434,"Digital transition","blue"
"Blockchain",2015,331,"Digital transition","blue"
"Blockchain",2014,324,"Digital transition","blue"
"Green transports",2010,294,"Green transition","green"
"Green transports",2011,287,"Green transition","green"
"Green transports",2013,281,"Green transition","green"
"Green transports",2012,277,"Green transition","green"
"Blockchain",2013,272,"Digital transition","blue"
"Blockchain",2012,265,"Digital transition","blue"
"Green transports",2020,260,"Green transition","green"
"Autonomous vehicles",2019,252,"Digital transition","blue"
"Green transports",2015,222,"Green transition","green"
"Autonomous vehicles",2020,220,"Digital transition","blue"
"Blockchain",2011,214,"Digital transition","blue"
"Blockchain",2010,212,"Digital transition","blue"
"Green transports",2014,210,"Green transition","green"
"Cloud computing",2019,206,"Digital transition","blue"
"Green transports",2016,202,"Green transition","green"
"Blockchain",2021,201,"Digital transition","blue"
"Green transports",2017,198,"Green transition","green"
"Autonomous vehicles",2018,197,"Digital transition","blue"
"Cloud computing",2020,194,"Digital transition","blue"
"Green transports",2019,187,"Green transition","green"
"Cloud computing",2018,184,"Digital transition","blue"
"Cloud computing",2016,174,"Digital transition","blue"
"Green transports",2018,168,"Green transition","green"
"Autonomous vehicles",2017,164,"Digital transition","blue"
"Cloud computing",2014,163,"Digital transition","blue"
"Cloud computing",2017,163,"Digital transition","blue"
"Green transports",2021,155,"Green transition","green"
"Cloud computing",2015,146,"Digital transition","blue"
"Autonomous vehicles",2016,128,"Digital transition","blue"
"Cloud computing",2012,110,"Digital transition","blue"
"Smart grids",2019,109,"Digital transition","blue"
"Advanced Sustainable Materials",2013,108,"Green transition","green"
"Advanced Sustainable Materials",2010,107,"Green transition","green"
"Cloud computing",2013,105,"Digital transition","blue"
"Smart grids",2020,105,"Digital transition","blue"
"Advanced Sustainable Materials",2012,102,"Green transition","green"
"Autonomous vehicles",2021,99,"Digital transition","blue"
"Autonomous vehicles",2015,98,"Digital transition","blue"
"Smart grids",2016,93,"Digital transition","blue"
"Cloud computing",2011,92,"Digital transition","blue"
"Cloud computing",2010,89,"Digital transition","blue"
"Artificial intelligence",2019,87,"Digital transition","blue"
"Smart grids",2018,86,"Digital transition","blue"
"Smart grids",2015,84,"Digital transition","blue"
"Smart grids",2014,82,"Digital transition","blue"
"Advanced Sustainable Materials",2011,79,"Green transition","green"
"Advanced Sustainable Materials",2014,78,"Green transition","green"
"Cloud computing",2021,78,"Digital transition","blue"
"Artificial intelligence",2020,74,"Digital transition","blue"
"Smart grids",2017,73,"Digital transition","blue"
"Smart grids",2012,70,"Digital transition","blue"
"Advanced Sustainable Materials",2019,67,"Green transition","green"
"Autonomous vehicles",2014,67,"Digital transition","blue"
"Advanced Sustainable Materials",2016,61,"Green transition","green"
"Advanced Sustainable Materials",2017,61,"Green transition","green"
"Smart grids",2013,61,"Digital transition","blue"
"Advanced Sustainable Materials",2015,60,"Green transition","green"
"Smart grids",2011,56,"Digital transition","blue"
"Artificial intelligence",2021,54,"Digital transition","blue"
"Autonomous vehicles",2013,53,"Digital transition","blue"
"Autonomous vehicles",2012,53,"Digital transition","blue"
"Advanced Sustainable Materials",2020,50,"Green transition","green"
"Autonomous vehicles",2011,50,"Digital transition","blue"
"Autonomous vehicles",2010,47,"Digital transition","blue"
"Artificial intelligence",2018,46,"Digital transition","blue"
"Augmented reality",2019,45,"Digital transition","blue"
"Advanced Sustainable Materials",2018,40,"Green transition","green"
"Smart grids",2021,39,"Digital transition","blue"
"Smart grids",2010,38,"Digital transition","blue"
"Additive manufacturing",2020,37,"Digital transition","blue"
"Advanced Sustainable Materials",2021,35,"Green transition","green"
"Batteries",2019,34,"Green transition","green"
"Additive manufacturing",2017,31,"Digital transition","blue"
"Batteries",2013,30,"Green transition","green"
"Batteries",2018,29,"Green transition","green"
"Additive manufacturing",2018,28,"Digital transition","blue"
"Augmented reality",2018,28,"Digital transition","blue"
"Batteries",2015,28,"Green transition","green"
"Batteries",2020,28,"Green transition","green"
"Additive manufacturing",2019,27,"Digital transition","blue"
"Artificial intelligence",2017,27,"Digital transition","blue"
"Quantum computers",2019,27,"Digital transition","blue"
"Wind energy",2019,27,"Green transition","green"
"Batteries",2016,26,"Green transition","green"
"Artificial intelligence",2015,25,"Digital transition","blue"
"Quantum computers",2018,25,"Digital transition","blue"
"Batteries",2017,24,"Green transition","green"
"Quantum computers",2017,24,"Digital transition","blue"
"Augmented reality",2020,23,"Digital transition","blue"
"Augmented reality",2017,22,"Digital transition","blue"
"Hydrogen",2013,21,"Green transition","green"
"Water related adaptation technologies",2020,21,"Green transition","green"
"Wind energy",2014,21,"Green transition","green"
"Quantum computers",2020,20,"Digital transition","blue"
"Augmented reality",2015,19,"Digital transition","blue"
"Batteries",2021,19,"Green transition","green"
"Quantum computers",2016,19,"Digital transition","blue"
"Wind energy",2016,19,"Green transition","green"
"Artificial intelligence",2016,18,"Digital transition","blue"
"Green buildings",2014,18,"Green transition","green"
"Water related adaptation technologies",2019,18,"Green transition","green"
"Additive manufacturing",2021,17,"Digital transition","blue"
"Artificial intelligence",2014,17,"Digital transition","blue"
"Water related adaptation technologies",2016,17,"Green transition","green"
"Wind energy",2018,17,"Green transition","green"
"Wind energy",2020,17,"Green transition","green"
"Augmented reality",2016,16,"Digital transition","blue"
"Batteries",2012,16,"Green transition","green"
"Green buildings",2015,16,"Green transition","green"
"Batteries",2014,15,"Green transition","green"
"Batteries",2011,15,"Green transition","green"
