"id","x","y","parent","color"
"Advanced Sustainable Materials",2018,128,"Green transition","green"
"Advanced Sustainable Materials",2014,107,"Green transition","green"
"Advanced Sustainable Materials",2012,97,"Green transition","green"
"Advanced Sustainable Materials",2015,95,"Green transition","green"
"Advanced Sustainable Materials",2011,94,"Green transition","green"
"Advanced Sustainable Materials",2017,90,"Green transition","green"
"Advanced Sustainable Materials",2013,87,"Green transition","green"
"Advanced Sustainable Materials",2010,85,"Green transition","green"
"Advanced Sustainable Materials",2016,78,"Green transition","green"
"Advanced Sustainable Materials",2019,61,"Green transition","green"
"Advanced Sustainable Materials",2020,56,"Green transition","green"
"Advanced Sustainable Materials",2021,36,"Green transition","green"
"Biotechnology",2017,34,"Green transition","green"
"Biotechnology",2019,34,"Green transition","green"
"Biotechnology",2015,32,"Green transition","green"
"Biotechnology",2018,24,"Green transition","green"
"Green buildings",2012,20,"Green transition","green"
"Green buildings",2014,20,"Green transition","green"
"Waste management",2017,20,"Green transition","green"
"Air & Water pollution reduction",2017,19,"Green transition","green"
"Nanotechnology",2012,19,"Digital transition","blue"
"Air & Water pollution reduction",2018,18,"Green transition","green"
"Biotechnology",2016,18,"Green transition","green"
"Biotechnology",2010,17,"Green transition","green"
"Nanotechnology",2011,17,"Digital transition","blue"
"Recycling technologies",2017,17,"Green transition","green"
"Biotechnology",2012,16,"Green transition","green"
"Waste management",2019,16,"Green transition","green"
"Nanotechnology",2010,15,"Digital transition","blue"
"Air & Water pollution reduction",2015,13,"Green transition","green"
"Biotechnology",2014,13,"Green transition","green"
"Recycling technologies",2019,13,"Green transition","green"
"Additive manufacturing",2020,12,"Digital transition","blue"
"Green buildings",2010,12,"Green transition","green"
"Green buildings",2013,12,"Green transition","green"
"Green transports",2012,12,"Green transition","green"
"Nanotechnology",2016,12,"Digital transition","blue"
"Nanotechnology",2013,12,"Digital transition","blue"
"Air & Water pollution reduction",2013,11,"Green transition","green"
"Green buildings",2015,11,"Green transition","green"
"Nanotechnology",2019,11,"Digital transition","blue"
"Augmented reality",2018,10,"Digital transition","blue"
"Biofuels",2017,10,"Green transition","green"
"Biotechnology",2011,10,"Green transition","green"
"Green transports",2010,10,"Green transition","green"
"Nanotechnology",2015,10,"Digital transition","blue"
"Recycling technologies",2012,10,"Green transition","green"
"Recycling technologies",2020,10,"Green transition","green"
"Solar energy",2011,10,"Green transition","green"
"Additive manufacturing",2019,9,"Digital transition","blue"
"Air & Water pollution reduction",2010,9,"Green transition","green"
"Air & Water pollution reduction",2016,9,"Green transition","green"
"Augmented reality",2015,9,"Digital transition","blue"
"Batteries",2015,9,"Green transition","green"
"Biotechnology",2013,9,"Green transition","green"
"Additive manufacturing",2017,8,"Digital transition","blue"
"Air & Water pollution reduction",2011,8,"Green transition","green"
"Augmented reality",2013,8,"Digital transition","blue"
"Batteries",2014,8,"Green transition","green"
"Biofuels",2011,8,"Green transition","green"
"Biotechnology",2020,8,"Green transition","green"
"Recycling technologies",2014,8,"Green transition","green"
"Waste management",2020,8,"Green transition","green"
"Additive manufacturing",2018,7,"Digital transition","blue"
"Air & Water pollution reduction",2014,7,"Green transition","green"
"Batteries",2012,7,"Green transition","green"
"Biotechnology",2021,7,"Green transition","green"
"Green transports",2013,7,"Green transition","green"
"Nanotechnology",2018,7,"Digital transition","blue"
"Recycling technologies",2018,7,"Green transition","green"
"Recycling technologies",2011,7,"Green transition","green"
"Waste management",2018,7,"Green transition","green"
"Waste management",2012,7,"Green transition","green"
"Air & Water pollution reduction",2012,6,"Green transition","green"
"Augmented reality",2017,6,"Digital transition","blue"
"Augmented reality",2014,6,"Digital transition","blue"
"Batteries",2011,6,"Green transition","green"
"Batteries",2016,6,"Green transition","green"
"Biofuels",2012,6,"Green transition","green"
"Green transports",2016,6,"Green transition","green"
"Green transports",2015,6,"Green transition","green"
"Nanotechnology",2021,6,"Digital transition","blue"
"Recycling technologies",2016,6,"Green transition","green"
"Recycling technologies",2013,6,"Green transition","green"
"Waste management",2013,6,"Green transition","green"
"Waste management",2011,6,"Green transition","green"
"Waste management",2021,6,"Green transition","green"
"Water related adaptation technologies",2013,6,"Green transition","green"
"Air & Water pollution reduction",2019,5,"Green transition","green"
"Air & Water pollution reduction",2021,5,"Green transition","green"
"Augmented reality",2021,5,"Digital transition","blue"
"Augmented reality",2012,5,"Digital transition","blue"
"Batteries",2013,5,"Green transition","green"
"Green buildings",2017,5,"Green transition","green"
"Hydrogen",2015,5,"Green transition","green"
"Nanotechnology",2017,5,"Digital transition","blue"
"Recycling technologies",2015,5,"Green transition","green"
"Smart grids",2012,5,"Digital transition","blue"
"Wind energy",2013,5,"Green transition","green"
"Additive manufacturing",2021,4,"Digital transition","blue"
"Additive manufacturing",2016,4,"Digital transition","blue"
